"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Bukauskas, J.B.","656266","","48.9","","51.1","","","","","",""
"Hurt, Kyle","669165","39.1","3.4","","1.1","54.0","2.3","","","",""
"Smith-Shawver, AJ","700363","54.0","","","","","20.7","25.3","","",""
"Penrod, Zach","683068","45.3","","","24.4","30.2","","","","",""
"Adcock, Ty","686654","36.0","2.3","26.7","34.9","","","","","",""
"Altavilla, Dan","656186","57.8","","","37.3","4.8","","","","",""
"McDermott, Chayce","694646","41.5","","","23.2","19.5","9.8","","","6.1",""
"Cruz, Steven","674444","41.5","2.4","56.1","","","","","","",""
"Gutierrez, Vladimir","661269","33.8","","","28.7","26.3","11.3","","","",""
"Gose, Anthony","543238","55.7","","","44.3","","","","","",""
"Reyes, Gerardo","622103","61.5","","7.7","30.8","","","","","",""
"Pruitt, Austin","643493","28.2","14.1","","34.6","12.8","10.3","","","",""
"Kelly, Casey","543391","25.6","16.7","","25.6","20.5","11.5","","","",""
"Zuber, Tyler","676604","42.7","","14.7","10.7","","","","","32.0",""
"Busenitz, Alan","641427","21.3","22.7","20.0","12.0","6.7","12.0","","","5.3",""
"Lamet, Dinelson","659275","48.6","4.1","","45.9","1.4","","","","",""
"Senga, Kodai","673540","39.7","","16.4","2.7","","1.4","","","6.8",""
"Lyles, Jordan","543475","26.4","9.7","18.1","","18.1","12.5","","","15.3",""
"Villalobos, Eli","681871","53.5","","","31.0","","","15.5","","",""
"Hill, Rich","448179","16.9","21.1","12.7","","1.4","11.3","","","36.6",""
"Márquez, Germán","608566","40.0","11.4","","27.1","2.9","18.6","","","",""
"Mena, Cristian","691441","38.6","8.6","","","11.4","31.4","","","10.0",""
"White, Owen","669391","49.3","1.4","11.6","17.4","5.8","14.5","","","",""
"Burrows, Mike","681347","54.4","","","8.8","26.5","10.3","","","",""
"Bowlan, Jonathan","680742","42.6","20.6","","19.1","4.4","13.2","","","",""
"Teheran, Julio","527054","7.4","42.6","29.4","","8.8","11.8","","","",""
"Davidson, Tucker","656353","14.9","16.4","","34.3","","11.9","17.9","","4.5",""
"Sterner, Justin","686993","64.1","","31.3","","","","","","4.7",""
"Boushley, Caleb","676961","17.5","19.0","20.6","4.8","11.1","15.9","","","11.1",""
"Uwasawa, Naoyuki","683822","22.6","","11.3","1.6","","8.1","56.5","","",""
"Loáisiga, Jonathan","642528","1.6","67.2","","","16.4","14.8","","","",""
"Headrick, Brent","687396","38.3","","","50.0","","","11.7","","",""
"Henriquez, Edgardo","683618","64.4","","5.1","30.5","","","","","",""
"Buchanan, David","571527","1.7","25.9","34.5","","25.9","12.1","","","",""
"Johnson, Seth","686751","48.3","","","29.3","3.4","10.3","8.6","","",""
"Duarte, Daniel","650960","25.0","8.9","16.1","5.4","14.3","","","","30.4",""
"Effross, Scott","664123","20.0","32.7","","","12.7","","","","34.5",""
"Stephens, Jackson","623451","27.5","25.5","9.8","3.9","9.8","23.5","","","",""
"Dunshee, Parker","670161","39.2","","","52.9","","7.8","","","",""
"Beeter, Clayton","690925","66.7","","","33.3","","","","","",""
"Jacques, Joe","682175","","64.0","","10.0","","","","","26.0",""
"Jobe, Jackson","695549","56.3","","","20.8","14.6","","","","8.3",""
"Antone, Tejay","622088","36.2","23.4","","25.5","","14.9","","","",""
"Gilbreath, Lucas","656458","66.0","","","34.0","","","","","",""
"Vanasco, Ricky","676568","64.4","","4.4","11.1","","20.0","","","",""
"Eder, Jake","671109","48.9","","","24.4","24.4","2.2","","","",""
"Feigl, Brady","621399","63.6","","","","11.4","25.0","","","",""
"Logue, Zach","656657","74.4","4.7","4.7","","4.7","11.6","","","",""
"Orze, Eric","679358","42.9","","","9.5","","","47.6","","",""
"Kristofak, Zac","670219","43.6","","","35.9","15.4","5.1","","","",""
"McDonald, Trevor","686790","2.6","48.7","","38.5","10.3","","","","",""
"Gibaut, Ian","664139","41.0","","33.3","5.1","7.7","","","","12.8",""
"Speas, Alex","666208","20.5","","15.4","56.4","","","","","7.7",""
"Henley, Blair","668874","38.5","17.9","2.6","","5.1","23.1","","","12.8",""
"Curtiss, John","595928","44.7","","39.5","13.2","2.6","","","","",""
"Wantz, Andrew","681806","20.0","28.6","22.9","","","","","","28.6",""
"Loutos, Ryan","702795","54.3","","","11.4","2.9","","","","31.4",""
"Crawford, Brandon","543063","91.4","","","","5.7","2.9","","","",""
"Dodd, Dylan","689266","41.2","","20.6","23.5","14.7","","","","",""
"Misiewicz, Anthony","664948","6.7","","53.3","","","40.0","","","",""
"Hollowell, Gavin","668970","48.3","10.3","","","","","","","41.4",""
"Krook, Matt","640454","","66.7","7.4","","3.7","","","","22.2",""
"Saalfrank, Andrew","685314","","73.1","","","","26.9","","","",""
"Richardson, Lyon","680689","26.9","19.2","","23.1","30.8","","","","",""
"Burgos, Raymond","670103","12.0","48.0","","","24.0","","","","16.0",""
"Koch, Matt","571863","30.4","","56.5","13.0","","","","","",""
"Topa, Justin","623437","","25.0","10.0","","35.0","","","","30.0",""
"Willingham, Amos","686294","65.0","","20.0","15.0","","","","","",""
"Coleman, Dylan","669395","62.5","","31.3","","","","","","6.3",""
"Meeker, James","703231","50.0","","37.5","12.5","","","","","",""
"Andrews, Clayton","677076","6.7","13.3","","20.0","60.0","","","","",""
"Kloffenstein, Adam","680572","","66.7","6.7","","","26.7","","","",""
"Church, Marc","687847","46.7","","","53.3","","","","","",""
"Trevino, Jose","624431","","","","","","","","100.0","",""
"Alvarez, Eddy","657193","","","","61.5","15.4","23.1","","","",""
"Hampson, Garrett","641658","","","","38.5","","61.5","","","",""
"McKinstry, Zach","656716","","","","","","100.0","","","",""
"Edwards Jr., Carl","605218","50.0","","","","8.3","41.7","","","",""
"Maile, Luke","571912","","","","","","","","100.0","",""
"Rivera, Emmanuel","656896","","","","","100.0","","","","",""
"Díaz, Miguel","622766","30.0","","","20.0","50.0","","","","",""
"Shreve, Chasen","592741","30.0","","","","","","40.0","","30.0",""
"Ortiz, Luis","656814","","40.0","","","","10.0","","","50.0",""
