"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Cleavinger, Garrett","664076","14.4","27.4","","44.7","","","","","13.5",""
"Hurt, Kyle","669165","55.0","","","9.4","35.6","","","","",""
"Gibson, Cade","806188","3.8","23.8","","16.2","6.6","23.2","","","26.4",""
"Bird, Jake","656234","14.3","35.2","","","0.3","12.4","","","37.9",""
"Whitlock, Garrett","676477","","55.9","","27.1","17.1","","","","",""
"Gibson, Trey","694346","19.2","25.4","19.2","21.0","","13.2","","","1.9",""
"Dodd, Dylan","689266","0.2","61.1","33.2","5.5","","","","","",""
"Beeter, Clayton","690925","49.0","","","51.0","","","","","",""
"Johnson, Pierce","572955","35.8","","0.3","","","63.8","","","",""
"Kimbrel, Craig","518886","67.3","6.4","","","2.9","9.0","","","14.4",""
"Junis, Jakob","596001","18.7","18.7","","","18.9","","","","43.8",""
"Schultz, Paxton","687606","33.9","","44.6","7.2","14.3","","","","",""
"Aldegheri, Sam","691951","47.2","","9.7","4.6","31.0","7.5","","","",""
"Banda, Anthony","607455","26.0","26.6","","41.0","6.4","","","","",""
"Sabrowski, Erik","681870","67.3","","","12.4","","20.3","","","",""
"Bratt, Mitch","683352","42.6","8.6","","10.6","10.1","3.6","","","","24.5"
"Glasnow, Tyler","607192","29.0","25.4","","16.0","","29.5","","","",""
"Armstrong, Shawn","542888","31.7","16.4","24.5","","","","","","27.5",""
"Yates, Kirby","489446","66.6","","","","","","31.7","","1.7",""
"Waldron, Matt","663362","19.8","16.1","20.0","","","","","29.2","14.9",""
"Barlow, Scott","605130","13.1","13.3","","4.0","","34.3","","","35.5",""
"Sandoval, Patrick","663776","21.4","19.3","","27.6","25.2","4.5","","","1.9",""
"Englert, Mason","669438","17.3","19.8","10.1","6.4","27.9","18.2","","","0.3",""
"Madden, Ty","680744","33.7","11.2","18.2","22.6","","1.0","13.3","","",""
"Milner, Hoby","571948","13.7","42.1","","","15.7","","","","28.5",""
"Kikuchi, Yusei","579328","33.9","","11.5","23.6","","8.8","22.2","","",""
"Javier, Cristian","664299","49.3","2.1","6.4","0.9","16.4","2.3","","","22.6",""
"Varland, Gus","681402","58.1","","","39.6","2.3","","","","",""
"Kuhnel, Joel","669270","5.5","51.4","31.7","1.4","6.8","3.2","","","",""
"Jansen, Kenley","445276","","6.6","85.3","8.1","","","","","",""
"Hentges, Sam","656529","30.9","27.7","","24.4","","17.0","","","",""
"Leiter Jr., Mark","643410","11.6","26.1","9.3","0.9","","19.2","32.8","","",""
"Paredes, Mike","702474","37.0","","15.4","","25.6","","","","22.0",""
"Adam, Jason","592094","22.9","","","38.1","32.1","","","","6.9",""
"Banks, Tanner","621383","20.7","16.0","","35.4","4.9","","","","23.0",""
"Giolito, Lucas","608337","41.6","","","17.1","34.7","6.7","","","",""
"Kittredge, Andrew","552640","11.5","38.8","","49.7","","","","","",""
"Thornton, Trent","663423","35.0","8.4","22.7","","","15.8","","","18.1",""
"Phillips, Connor","683175","48.9","","","","","2.9","","","48.2",""
"Maton, Phil","664208","","19.0","36.8","","","28.9","","","15.2",""
"Lovelady, Richard","663992","21.5","29.7","","5.9","","","","","42.9",""
"Bender, Anthony","669622","1.5","31.7","","12.8","2.2","","","","51.8",""
"Hoppe, Alex","695380","37.0","18.4","","43.5","1.1","","","","",""
"Keller, Brad","641745","31.9","19.9","","22.5","13.3","","","","12.4",""
"Weiss, Ryan","680802","37.0","12.5","","","14.9","3.4","","","32.3",""
"Sears, JP","676664","34.4","14.7","1.7","14.0","20.8","","","","14.4",""
"Murphy, Chris","669684","33.4","3.2","","30.0","3.6","22.0","","","5.7","2.1"
"Gage, Matt","657424","33.1","7.8","","44.9","14.3","","","","",""
"Rojas, Kendry","696070","43.4","14.4","","27.6","14.6","","","","",""
"Williamson, Brandon","682227","20.5","10.6","26.4","","23.6","9.1","","","9.8",""
"Crochet, Garrett","676979","33.6","22.4","24.7","","4.2","","0.8","","14.3",""
"Ferguson, Caleb","657571","25.8","33.2","25.6","","","","","","","15.3"
"Slaten, Justin","686580","25.2","12.8","41.5","","","3.3","","","17.1",""
"Speier, Gabe","642100","38.5","32.0","","28.7","0.2","","","","0.6",""
"Santillan, Tony","663574","64.5","","","2.4","","","","","","33.1"
"Rangel, Alan","660604","34.2","","","16.5","37.3","12.0","","","",""
"Walker, Ryan","676254","2.9","68.4","","28.8","","","","","",""
"Whisenhunt, Carson","687931","35.1","4.7","","19.8","38.0","","","","","2.4"
"Wilcox, Cole","677961","27.7","16.0","","17.2","11.9","","","","27.3",""
"Dotel, Wilber","696062","46.2","","21.8","24.0","8.0","","","","",""
"Pearson, Nate","663878","41.1","12.3","","32.2","3.5","10.9","","","",""
"Vest, Will","676684","44.2","15.5","","28.9","11.4","","","","",""
"Garcia, Brandyn","805299","","48.6","19.8","","","","","","31.6",""
"Hill, Jaden","677955","30.4","20.4","","29.7","19.5","","","","",""
"Pomeranz, Drew","519141","73.0","","","","","27.0","","","",""
"Petty, Chase","695534","14.9","34.4","","9.4","23.1","","","","18.2",""
"Seabold, Connor","657756","52.9","","10.1","16.0","21.0","","","","",""
"Estrada, Jeremiah","669093","57.6","","","9.9","","","32.5","","",""
"Guerrero, Tyron","594027","","84.1","","11.7","","","4.2","","",""
"Suarez, Robert","663158","47.4","6.0","14.8","","31.8","","","","",""
"Pagán, Emilio","641941","62.6","","19.6","","","","17.8","","",""
"Black, Mason","696131","23.1","24.4","8.2","13.6","4.8","5.4","","","20.5",""
"Natera Jr., Samy","696519","81.0","","","18.0","","","1.1","","",""
"Criswell, Cooper","681867","6.1","26.0","21.2","","26.8","","","","19.0","0.9"
"Woodford, Jake","663765","0.9","29.1","37.2","1.5","","0.9","14.9","","15.5",""
"Ahlstrom, Robby","695239","34.0","22.4","","24.3","14.0","5.3","","","",""
"Hader, Josh","623352","","62.5","","37.5","","","","","",""
"Greene, Hunter","668881","52.0","6.1","","31.8","","","10.1","","",""
"Povich, Cade","700249","45.0","8.8","","14.1","11.0","21.0","","","",""
"Ashcraft, Graham","668933","","","51.3","48.7","","","","","",""
"Collyer, Gavin","686560","25.6","17.9","34.3","","","","","","22.2",""
"Akin, Keegan","669211","49.4","","","24.8","25.7","","","","",""
"Pallette, Peyton","688883","52.3","","","22.4","1.4","24.0","","","",""
"Tidwell, Blade","694918","32.4","12.7","","10.4","5.7","1.4","","","37.4",""
"Rucker, Michael","621074","35.2","11.4","19.4","1.8","0.7","31.5","","","",""
"Roberts, Ethan","681799","","16.3","45.0","","","","","","38.8",""
"Garcia, Julian","670062","30.3","","","13.8","","","","","55.9",""
"Booser, Cam","592155","46.7","","42.0","","1.6","","","","9.7",""
"Johnson, Seth","686751","47.8","8.0","","34.4","","6.3","0.9","","2.6",""
"Minter, A.J.","621345","29.3","4.7","55.6","","10.3","","","","",""
"Walker, Taijuan","592836","9.9","22.6","19.8","11.8","","12.7","23.1","","",""
"Romano, Jordan","605447","45.5","","","51.7","","","2.2","","0.7",""
"Yoho, Craig","684974","16.5","22.1","12.7","","47.7","","","","1.0",""
"Smith, Dylan","681916","50.4","8.4","","","","6.5","6.2","","28.5",""
"Dion, Will","702021","45.1","5.0","8.9","","21.8","19.2","","","",""
"Wilson, Bryse","669060","19.0","30.3","33.9","","0.5","6.5","9.9","","",""
"Hernández, Jonathan","642546","17.2","36.6","","44.8","","","1.5","","",""
"Sullivan, Sean","807743","45.9","5.8","15.0","","15.8","","","","17.5",""
"Cornelio, Riley","683000","44.6","","4.1","51.2","","","","","",""
"Zuber, Tyler","676604","41.2","10.2","","15.9","","4.1","","","28.5",""
"Roycroft, Chris","688297","19.6","51.6","24.7","","","","","","4.2",""
"Sandlin, David","689818","36.9","8.8","16.6","","6.6","26.2","","","4.9",""
"Sommers, Drew","805427","28.4","44.6","","23.8","3.2","","","","",""
"Beeks, Jalen","656222","50.9","","9.1","","40.0","","","","",""
"Macko, Adam","671936","38.5","","","41.3","12.8","7.5","","","",""
"Morgan, David","688158","28.4","28.4","","17.3","","25.9","","","",""
"Davis, Tyler","699823","61.7","","","32.0","","","6.3","","",""
"Bolton, Cody","675989","28.4","15.1","23.8","","10.7","11.5","","","10.5",""
"Blanco, Ronel","669854","36.4","","","17.7","29.2","16.7","","","",""
"Way, Beck","694360","14.1","24.7","42.2","","3.3","","","","15.7",""
"Schweitzer, Tyler","805326","40.2","3.4","","36.1","10.3","","","","10.1",""
"Halvorsen, Seth","678020","63.2","","","29.0","","","7.8","","",""
"Coulombe, Danny","543056","9.9","29.6","37.1","","","6.2","","","17.1",""
"Borucki, Ryan","621366","","35.0","4.7","37.6","","","13.2","","9.5",""
"Nardi, Andrew","677053","47.9","1.9","","15.6","11.6","","","","23.0",""
"Davila, Nick","689546","12.2","22.3","","65.3","","","","","0.3",""
"Treinen, Blake","595014","11.5","36.9","9.4","","0.5","","","","41.7",""
"Waguespack, Jacob","621097","45.6","","31.3","","19.9","3.2","","","",""
"Hurter, Brant","676428","4.2","57.8","","","11.1","","","","26.9",""
"Topa, Justin","623437","","42.6","26.5","","14.2","","","","16.7",""
"Abel, Mick","690953","42.9","3.4","","13.4","17.6","12.0","","","10.6",""
"Backhus, Kyle","679775","","55.4","","","10.5","","","","34.2",""
"Barco, Hunter","682995","37.0","19.7","","24.2","8.5","","4.3","","6.3",""
"Anderson, Shaun","641312","26.8","7.4","","26.8","25.6","","","","13.4",""
"Franco, Jose","683742","46.0","","","40.5","13.5","","","","",""
"Boyle, Joe","671212","22.2","18.7","","32.3","","","14.4","","12.4",""
"Morales, Luis","806960","45.7","11.3","","27.2","9.0","","","","6.9",""
"Castaño, Blas","680604","8.5","41.1","14.9","","10.8","","","","24.8",""
"Mears, Nick","683232","36.7","12.0","","27.3","10.6","13.5","","","",""
"Morgan, Eli","669212","37.2","","","29.8","33.0","","","","",""
"Gil, Luis","661563","45.1","13.4","","21.1","20.5","","","","",""
"Mederos, Victor","682989","23.4","12.5","49.9","0.6","9.2","","","","4.5",""
"Sanders, Cam","676742","42.1","3.9","","39.5","14.5","","","","",""
"Aleman, Franco","680916","67.4","","","25.1","7.5","","","","",""
"Mey, Luis","682825","1.5","58.8","","39.7","","","","","",""
"Bummer, Aaron","607481","8.2","38.7","10.1","","","21.3","","","21.6",""
"Little, Brendon","663893","10.7","27.7","0.6","28.4","","32.6","","","",""
"Basso, Brady","669620","40.0","7.1","9.8","21.5","0.9","19.7","","","0.9",""
"Drake, Kohl","684442","44.0","","12.6","8.9","17.2","17.2","","","",""
"Bidois, Brandan","684049","54.8","","","41.8","3.4","","","","",""
"Wesneski, Hayden","669713","24.9","19.6","16.2","","9.3","0.6","","","29.3",""
"Hanifee, Brenan","669724","8.4","60.7","","23.1","7.8","","","","",""
"Bigge, Hunter","685801","51.4","","","41.1","","2.2","5.3","","",""
"Rodríguez, Elmer","695684","22.6","41.5","0.3","","10.1","9.1","","","16.4",""
"Bido, Osvaldo","674370","29.0","20.5","","24.3","6.3","","","","19.9",""
"Klassen, George","691946","40.3","7.0","","23.5","23.5","5.7","","","",""
"Samaniego, Tyler","701719","26.8","40.8","7.6","","6.1","","","","18.8",""
"Leasure, Jordan","673929","52.4","3.5","","41.2","","","2.9","","",""
"Palmquist, Carson","687223","15.7","32.6","9.9","","","","","","41.9",""
"Díaz, Edwin","621242","57.4","","","42.6","","","","","",""
"Murray, Jayden","681151","53.3","9.5","4.6","","7.6","","0.3","","24.7",""
"Duarte, Daniel","650960","14.6","13.2","33.4","","11.9","","","","26.8",""
"Alexander, Jason","669920","23.1","23.4","7.4","5.0","35.1","","","","6.0",""
"Pintaro, Jonathan","702752","10.1","21.8","55.7","","6.7","5.7","","","",""
"Laweryson, Cody","689520","68.6","","16.9","","14.5","","","","",""
"Crow, Coleman","689441","18.3","16.9","36.3","","","20.7","","","7.8",""
"Gastelum, Luis","703725","32.5","9.6","","","37.7","","","","20.2",""
"Enns, Dietrich","608650","55.0","","10.0","","20.3","5.5","","","9.3",""
"Palencia, Daniel","694037","66.1","2.4","","25.3","","","6.2","","",""
"Smith, Burch","572143","43.6","0.7","20.9","","9.4","25.4","","","",""
"Chivilli, Angel","683409","20.7","","","37.5","41.8","","","","",""
"Kelly, Zack","677161","13.8","17.0","43.8","","3.5","","","","21.9",""
"Pivetta, Nick","601713","57.6","1.4","10.2","0.7","","17.7","","","12.4",""
"Henry, Cole","669371","47.9","9.9","7.1","","","0.4","","","34.8",""
"Cabrera, Jose","703615","24.7","9.3","26.2","","11.5","12.2","","","16.1",""
"Helsley, Ryan","664854","45.1","","","38.8","","4.0","12.1","","",""
"Brogdon, Connor","641401","48.3","","10.1","","39.0","2.6","","","",""
"Jameson, Drey","686753","19.2","19.2","","34.2","19.9","","","","7.5",""
"García, Luis","472610","1.9","46.8","","","","","31.3","","20.0",""
"Young, Danny","664849","","48.7","0.8","","1.1","","","","49.4",""
"Mantiply, Joe","573009","","45.8","","","26.5","27.7","","","",""
"Brash, Matt","666374","6.1","21.0","","59.5","13.4","","","","",""
"Kent, Zak","687849","41.5","1.5","","38.1","","18.5","","","0.4",""
"Ferguson, Tyler","621053","48.0","9.0","7.8","9.0","5.9","","","","20.3",""
"Hollowell, Gavin","668970","36.4","21.7","","","9.1","","","","32.8",""
"Snell, Blake","605483","47.8","","","12.4","15.9","23.9","","","",""
"Juenger, Hayden","696522","34.4","","17.2","24.8","23.6","","","","",""
"Gamboa, Alec","687941","51.4","12.4","","31.7","2.0","2.4","","","",""
"Maxwell, Zach","687209","55.6","","19.0","","","","","","25.4",""
"Martin, Chris","455119","26.2","12.1","41.9","","","5.6","9.7","","4.4",""
"Blewett, Scott","656240","26.3","10.5","28.7","25.5","","","8.9","","",""
"Beck, Tristan","663941","38.9","","","16.2","0.8","5.3","","","38.9",""
"Carrasco, Carlos","471911","12.6","27.2","15.4","13.8","30.9","","","","",""
"Abner, Philip","691769","55.5","0.4","","19.2","5.3","19.6","","","",""
"Peoples, Ben","687239","59.3","","","36.5","4.1","","","","",""
"Walker, Josh","677020","22.0","26.6","","44.8","6.6","","","","",""
"Curry, Xzavion","675540","33.2","7.9","","31.1","","11.6","16.2","","",""
"Fulton, Dax","690978","32.2","7.1","","16.7","6.3","","","","37.7",""
"Sousa, Bennett","656986","21.4","5.9","","72.7","","","","","",""
"Santa, Alimber","695001","7.6","23.5","","31.1","","","","","37.8",""
"Fernandez, Ryan","681676","40.7","","2.1","45.3","11.9","","","","",""
"Stock, Robert","476594","24.4","23.9","29.9","","12.8","","","","9.0",""
"Hoffmann, Andrew","694851","51.5","","","20.5","27.9","","","","",""
"Estrada, Lazaro","681751","44.3","","23.2","10.1","","16.2","6.1","","",""
"Seymour, Carson","693313","19.7","29.8","19.7","25.9","","0.4","4.4","","",""
"Bradford, Cody","674003","49.6","","","7.5","36.7","6.2","","","",""
"Smith, Shane","681343","32.9","14.2","","11.1","18.2","23.6","","","",""
"Cuas, Jose","621016","36.5","29.7","7.8","","0.9","","","","25.1",""
"Phillips, Evan","623465","46.8","5.0","10.1","","","","","","38.1",""
"Hartlieb, Geoff","664129","35.9","15.7","18.0","30.4","","","","","",""
"Zerpa, Angel","672582","5.1","68.1","","20.8","6.0","","","","",""
"Waldrep, Hurston","694462","","38.6","15.8","14.4","","12.1","19.1","","",""
"Voth, Austin","608723","24.8","13.1","23.8","","","15.9","3.7","","18.7",""
"Williams, Trevor","592866","42.3","15.5","","5.6","9.4","","","","27.2",""
"Stewart, Brock","592779","33.8","15.5","8.5","","17.4","","","","24.9",""
"Kerry, Brett","695049","47.6","","","27.4","22.2","1.4","","","1.4",""
"Rivera, Eduardo","700842","54.3","","","31.0","14.8","","","","",""
"Morris, Kade","695034","20.1","34.4","","15.8","9.1","8.1","","","12.4",""
"Sands, Cole","663485","39.7","7.7","23.4","","","12.9","16.3","","",""
"Carrillo, Gerardo","672629","11.1","21.7","30.0","","","","27.5","","9.7",""
"Kranick, Max","668820","42.0","","","30.2","","24.4","","","3.4",""
"Ross, Joe","605452","20.0","24.4","","28.8","","6.3","20.5","","",""
"Gordon, Colton","676467","36.1","13.4","","5.4","12.4","3.0","","","29.7",""
"Barnes, Charlie","656212","33.3","21.4","","20.9","17.9","","","","6.5",""
"Spence, Mitch","687765","","17.0","38.0","20.0","8.5","16.5","","","",""
"Kempner, William","687531","48.2","14.6","12.6","","2.5","","","","22.1",""
"Nicolas, Kyle","693312","48.5","2.0","","33.3","","16.2","","","",""
"Granillo, Andre","701552","24.7","13.1","","59.6","2.5","","","","",""
"Rock, Joe","697812","48.7","10.3","","37.4","3.6","","","","",""
"Thompson, Keegan","624522","28.7","22.6","24.1","","6.7","8.2","","","9.7",""
"De los Santos, Yerry","660787","10.8","60.8","","5.7","22.7","","","","",""
"Mathews, Quinn","687273","44.3","2.1","","19.8","20.3","13.5","","","",""
"Foster, Cameron","671382","58.2","","20.1","21.7","","","","","",""
"Strzelecki, Peter","657265","10.6","42.3","","","10.1","28.6","","","8.5",""
"Heuer, Codi","676051","42.9","0.5","","32.3","24.3","","","","",""
"Ekness, Josh","694795","51.9","9.1","","","","9.1","","","29.9",""
"Tong, Jonah","804636","45.5","","20.3","","27.8","6.4","","","",""
"Curvelo, Luis","681168","30.5","20.3","","28.9","","","20.3","","",""
"Urquidy, José","664353","25.7","15.8","","","31.7","13.7","","","13.1",""
"Rodriguez, Carlos","692230","26.9","","26.9","","36.8","1.1","","","8.2",""
"Cosgrove, Tom","676680","24.4","8.3","","","","","","","67.2",""
"Anderson, Jack","681252","33.3","","","22.2","","5.6","23.3","","15.6",""
"Martin, Trevor","694680","44.4","7.2","23.3","","","4.4","20.6","","",""
"Wicks, Jordan","696136","38.3","8.3","","20.0","28.3","4.4","","","0.6",""
"Falter, Bailey","663559","55.6","2.2","","22.8","","9.4","10.0","","",""
"Krook, Matt","640454","","43.6","3.9","","0.6","","","","52.0",""
"Allen, Logan","671106","30.9","19.1","25.3","","7.9","","","","16.9",""
"Roa, Christian","685005","25.3","32.0","","34.8","7.9","","","","",""
"Allard, Kolby","663465","33.9","11.3","22.6","","18.6","13.6","","","",""
"McCambley, Zach","685112","33.1","1.2","43.6","","","","","","22.1",""
"Rodríguez, Yariel","684320","20.9","15.1","","39.5","","","24.4","","",""
"Sims, Lucas","608371","45.6","0.6","","24.0","","7.0","2.3","","20.5",""
"Bellozo, Valente","678368","21.2","11.2","23.5","","18.2","4.7","","","21.2",""
"Vanasco, Ricky","676568","51.2","","","","25.9","22.9","","","",""
"Peguero, Joel","666711","43.2","33.7","","23.1","","","","","",""
"Kahnle, Tommy","592454","30.4","","","6.5","63.1","","","","",""
"Shuster, Jared","694363","29.5","12.7","16.9","20.5","20.5","","","","",""
"Rajcic, Max","691008","40.5","7.4","","3.1","11.7","25.8","","","11.7",""
"Karinchak, James","675916","60.5","","","","","39.5","","","",""
"Koenig, Jared","657649","1.2","47.8","26.7","","19.3","5.0","","","",""
"Manoah, Alek","666201","11.8","34.8","","14.3","39.1","","","","",""
"Sandlin, Nick","680704","13.4","8.9","","54.1","","","23.6","","",""
"Dallas, Chad","689149","","1.9","40.4","","","29.5","","","28.2",""
"Garcia, Robert","676395","44.4","","","23.5","32.0","","","","",""
"Foley, Jason","671345","13.2","45.0","","25.2","","","16.6","","",""
"Payamps, Joel","606303","40.4","10.6","0.7","","2.6","","","","45.7",""
"Mills, Wyatt","670090","28.2","26.8","","29.5","","","","","15.4",""
"Waldichuk, Ken","686610","32.9","","18.1","","1.3","40.9","","","6.7",""
"Thomas, Connor","671162","24.8","24.2","14.1","","20.8","","","","16.1",""
"Brieske, Beau","689225","48.3","14.8","","24.2","12.8","","","","",""
"Cruz, Yovanny","672442","34.7","","","56.5","","","8.8","","",""
"Jobe, Jackson","695549","41.4","7.6","","27.6","12.4","11.0","","","",""
"Trivino III, Lou","642152","4.9","29.9","31.3","","17.4","","","","16.7",""
"Hiraldo, Yaramil","682274","43.1","","","25.7","","","31.3","","",""
"Murphy, Luke","684665","62.7","","21.8","6.3","9.2","","","","",""
"Yean, Eddy","678868","2.9","57.1","","10.0","30.0","","","","",""
"Beck, Brendan","694341","48.2","5.0","","33.8","","5.8","7.2","","",""
"Rom, Drew","680723","63.8","17.4","","","","","5.1","","13.8",""
"Saucedo, Tayler","642048","18.4","20.6","","27.2","11.8","","","","22.1",""
"Shook, TJ","669298","44.0","","11.9","","20.9","","","","23.1",""
"Sanmartin, Reiver","665665","10.6","36.4","","30.3","22.7","","","","",""
"Montgomery, Jordan","656756","13.7","34.4","","11.5","12.2","28.2","","","",""
"Pop, Zach","647315","","62.3","11.5","26.2","","","","","",""
"Gerber, Joey","680702","54.3","","41.9","2.3","1.6","","","","",""
"Gonzalez, Domingo","682445","38.8","24.0","","35.7","1.6","","","","",""
"Garrett, Braxton","666129","21.7","28.7","","16.3","13.2","","","","20.2",""
"Lazar, Max","676661","35.9","","20.3","","","18.8","25.0","","",""
"Van Eyk, CJ","669310","10.2","14.8","22.7","","22.7","22.7","","","7.0",""
"Lee, Chase","695445","13.4","38.6","","","10.2","","","","37.8",""
"Knack, Landon","689017","43.7","","","17.5","25.4","13.5","","","",""
"Gervase, Paul","801434","44.4","","15.3","38.7","1.6","","","","",""
"Kelly, Antwone","699008","55.3","1.6","","7.3","8.9","","","","26.8",""
"Cerantola, Eric","672021","36.9","","23.0","40.2","","","","","",""
"Stallings, Garrett","668831","1.6","24.6","28.7","","40.2","1.6","","","3.3",""
"Kelly, Michael","547184","22.3","9.1","","26.4","0.8","","","","41.3",""
"Simpson, Josh","681006","5.0","36.7","","","3.3","29.2","","","25.8",""
"Pushard, Matt","690155","45.0","0.8","","21.7","7.5","12.5","","","12.5",""
"Tur, Yunior","814305","29.2","","30.0","","","","39.2","","1.7",""
"Espino, Daniel","682982","65.0","","","24.2","","10.8","","","",""
"Burgos, Raymond","670103","5.0","35.3","21.8","","17.6","","","","20.2",""
"McGee, Easton","668834","23.5","18.5","14.3","","4.2","21.0","","","18.5",""
"Martin, Riley","702303","55.1","","","15.3","","29.7","","","",""
"Gonzales, Marco","594835","32.2","4.2","16.9","","21.2","4.2","","","","21.2"
"Baumler, Carter","691945","33.3","6.8","","12.0","","47.9","","","",""
"Mushinski, Parker","656786","18.8","17.1","17.1","","3.4","14.5","","","29.1",""
"France, J.P.","641585","22.2","5.1","23.1","","15.4","28.2","","","6.0",""
"Murphy, Owen","702566","56.0","1.7","","11.2","20.7","10.3","","","",""
"Acton, Garrett","670183","54.8","","","45.2","","","","","",""
"Muñoz, Roddery","682610","25.9","11.6","17.0","41.1","4.5","","","","",""
"Lucchesi, Joey","664192","14.4","51.4","","","","27.0","7.2","","",""
"Martin, Corbin","656686","50.5","3.6","","2.7","7.2","24.3","","","11.7",""
"Hernández, Elieser","622694","36.4","","18.2","10.9","34.5","","","","",""
"Fitzpatrick, Brian","702153","21.1","18.3","","18.3","33.0","","","","9.2",""
"McDermott, Chayce","694646","38.3","","42.1","15.0","","","4.7","","",""
"Corniell, Jose","692030","26.0","8.7","14.4","7.7","26.0","","","","17.3",""
"Irvin, Cole","608344","20.6","22.5","28.4","","21.6","","","","","6.9"
"Raya, Marco","694397","45.0","","1.0","","17.0","10.0","","","27.0",""
"Casparius, Ben","676508","41.4","","13.1","","2.0","16.2","","","27.3",""
"Edwards Jr., Carl","605218","53.5","","","","16.2","30.3","","","",""
"Leibrandt, Brandon","605335","23.2","14.1","","22.2","27.3","4.0","","","9.1",""
"Peralta, Sammy","671111","8.2","35.7","","27.6","15.3","","","","13.3",""
"Emanuel, Kent","592288","","28.1","","20.8","24.0","","","","27.1",""
"Weiman, Blake","676620","6.3","11.6","","31.6","5.3","","","","45.3",""
"Gilbert, Tyler","656457","7.4","36.2","18.1","","","","2.1","","36.2",""
"Castro, Kervin","665645","52.1","17.0","19.1","","","11.7","","","",""
"Brebbia, John","605154","39.4","","","47.9","7.4","","","","5.3",""
"Smith, Hagen","696146","46.2","","24.7","24.7","4.3","","","","",""
"Horton, Cade","690990","50.0","7.6","","","20.7","9.8","","","12.0",""
"Hamilton, Ian","641656","27.2","10.9","","62.0","","","","","",""
"Yan, Jefry","642376","17.6","53.8","","28.6","","","","","",""
"Grove, Michael","675627","18.0","20.2","15.7","38.2","","7.9","","","",""
"Molina, Anthony","683627","36.4","","","9.1","27.3","27.3","","","",""
"Jacob, Alek","689690","42.5","19.5","","","34.5","","","","3.4",""
"Go, Woo-Suk","808970","39.5","","","33.7","","15.1","11.6","","",""
"Snelling, Robby","702281","32.6","8.1","","9.3","16.3","33.7","","","",""
"Santos, Gregory","666619","12.8","33.7","","51.2","2.3","","","","",""
"Frasso, Nick","693308","60.2","","4.8","8.4","26.5","","","","",""
"Klein, John","804619","50.0","","11.0","","28.0","7.3","","","3.7",""
"Hoffman, Nolan","676510","34.1","14.6","34.1","","3.7","","","","13.4",""
"Wantz, Andrew","681806","34.6","18.5","27.2","","3.7","3.7","","","12.3",""
"VanWey, Logan","701121","50.0","3.8","7.5","","10.0","","","","28.7",""
"Verlander, Justin","434378","42.5","","","27.5","10.0","17.5","","","2.5",""
"Criswell, Jeff","676105","41.8","","","46.8","11.4","","","","",""
"Brito, Jhony","666745","9.0","21.8","","16.7","29.5","","","","23.1",""
"Kent, Jackson","800600","43.6","","","24.4","21.8","10.3","","","",""
"Fleming, Josh","676596","","37.7","5.2","","23.4","33.8","","","",""
"Ullola, Miguel","699044","74.0","","","20.8","1.3","3.9","","","",""
"Harvey, Hunter","640451","50.0","","","13.2","","3.9","32.9","","",""
"Raquet, Nick","675919","","26.7","4.0","26.7","1.3","","","","41.3",""
"Harris, Trent","805345","","23.0","28.4","","","20.3","","","28.4",""
"Eflin, Zach","621107","9.5","18.9","14.9","","25.7","21.6","","","9.5",""
"Díaz, Yilber","700270","54.1","","","40.5","","5.4","","","",""
"Cook, Alex","702047","72.2","","","15.3","12.5","","","","",""
"Oviedo, Johan","670912","34.7","19.4","1.4","19.4","","25.0","","","",""
"Zimmermann, Bruce","669145","11.1","31.9","12.5","16.7","","12.5","15.3","","",""
"Fernández, Julian","642759","59.2","","","","40.8","","","","",""
"Estes, Joey","683155","42.3","","21.1","21.1","5.6","","","","9.9",""
"Joyce, Ben","690829","54.9","35.2","","9.9","","","","","",""
"Smith-Shawver, AJ","700363","58.0","4.3","","2.9","","7.2","27.5","","",""
"Richardson, Lyon","680689","11.8","35.3","","8.8","41.2","","","","2.9",""
"Curtis, Khristian","694753","29.4","","32.4","13.2","20.6","4.4","","","",""
"Paez, Jedixson","699151","35.4","13.8","16.9","","23.1","10.8","","","",""
"Heasley, Jonathan","669169","39.1","","","32.8","18.8","9.4","","","",""
"Lavender, Nate","681320","59.4","","","21.9","6.3","","","","12.5",""
"Buttó, José","676130","25.4","39.7","","20.6","12.7","1.6","","","",""
"Ramos, Wilkin","678576","21.3","60.7","3.3","","","14.8","","","",""
"McFarlane, Alex","686934","31.7","31.7","","21.7","","","","","15.0",""
"Murdock, Noah","668716","5.1","45.8","13.6","","","33.9","","","1.7",""
"Mautz, Brycen","802408","45.8","16.9","","15.3","","22.0","","","",""
"Solesky, Chase","686678","10.3","37.9","15.5","","10.3","","","","25.9",""
"Stratton, Hunter","676702","44.6","3.6","19.6","32.1","","","","","",""
"Pannone, Thomas","623381","7.1","17.9","44.6","","10.7","12.5","","","7.1",""
"Eder, Jake","671109","60.7","","","33.9","1.8","3.6","","","",""
"Rainey, Tanner","663432","57.1","","","39.3","","3.6","","","",""
"Núñez, Dedniel","673380","64.3","","","35.7","","","","","",""
"Seelinger, Matt","676910","38.5","","42.3","","","19.2","","","",""
"Muñoz, Rolddy","691548","6.1","30.6","","57.1","6.1","","","","",""
"Cortes, Carlos","666126","","","","30.6","65.3","4.1","","","",""
