"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Senga, Kodai","673540","2283",,"2498","2483",,"2492",,,"2578",
"Alcantara, Sandy","645261","2254","2329","2365","2451","1968",,,,,
"Brown, Hunter","686613","2240",,"2150",,"1432","2472",,,"2336",
"Schmidt, Clarke","657376","2663","2546","2723",,"2124","2930",,,"2945",
"Dunning, Dane","641540","2169","2054","2191","2361","1775","2173",,,,
"Ryan, Joe","657746","2216",,,"2276",,,"1440",,"2534",
"Steele, Justin","657006","2402","2389",,"2658","1745","2666",,,,
"Bradish, Kyle","680694","2383","2157",,"2650","1377","2615",,,,
"Flaherty, Jack","656427","2309","2025","2288","2460","1624","2494",,,,
"Williams, Trevor","592866","2206","1865",,"2179","1685","2231",,,"2238",
"Sandoval, Patrick","663776","1986","1901",,"2463","1780","2722",,,"2664",
"Bello, Brayan","678394","2083","1974","2147","2320","1771",,,,"2190",
"Singer, Brady","663903","2315","2279",,"2377","1854",,,,"2256",
"Heaney, Andrew","571760","2413","2368",,"2529","2117","2547",,,,
"Verlander, Justin","434378","2428",,,"2512","1824","2716",,,,
"Detmers, Reid","672282","2105","2019",,"2079","1493","2414",,,"2478",
"Eflin, Zach","621107","2229","2099","2236","2292","1615","2503",,,"2477",
"Waldichuk, Ken","686610","2300","2217",,,"1619","2005",,,"2089",
"Taillon, Jameson","592791","2332","2262","2543","2763","1865","2726",,,"2706",
"Hill, Rich","448179","2204","2132","2317","2409","1644","2613",,,"2523",
"Cobb, Alex","502171","2108","2085",,"2623",,"2668","1565",,,
"Garrett, Braxton","666129","2273","2076",,"2380","1458","2166",,,"2210",
"Scherzer, Max","453286","2360",,"2399","2299","1365","2718",,,,
"Gore, MacKenzie","669022","2286",,,"1975","2175","2314",,,"2203",
"Anderson, Tyler","542881","2218","2224","2439","2405","1862","2242",,,,
"Kopech, Michael","656629","2499",,"1764","2332","1793","2388",,,,
"Freeland, Kyle","607536","2345","2302","2273",,"1630","2386",,,,
"Smyly, Drew","592767","2106","2055","2071",,,"2119",,,,
"Gray, Jon","592351","2009","2311",,"2383","1455","2499",,,"2497",
"Pivetta, Nick","601713","2347",,"2421","2392",,"2796","1268",,"2495",
"Lugo, Seth","607625","2267","2333","2406","2580","1545","3243","1495",,"2758","3039"
"Rodriguez, Eduardo","593958","2164","2161","2172","2121","1879",,,,,
"Lorenzen, Michael","547179","2454","2328","2591","2543","2094","2624",,,"2570",
"Nelson, Ryne","669194","2210","2079","2324","2415","1713","2492",,,"2353",
"Ober, Bailey","641927","2313",,,"2120","2084","2182",,,"2103",
"Bibee, Tanner","676440","2302","1769","2794",,"2048","2720",,,,
"Ashcraft, Graham","668933","2468","2341","2432","2832","2074",,,,,
"Weaver, Luke","596133","2402","2238","2409","2283","1714","2235",,,"2348",
"Megill, Tylor","656731","2126","1867",,"2220","1601","2316","1367",,,
"Eovaldi, Nathan","543135","2168","2445","2325","2141",,"1956","1641",,,
"Pérez, Martín","527048","2028","1962","2179","2310","1680","2443",,,,
"Wacha, Michael","608379","2053","1890","2037","1956","1522","2150",,,,
"Greinke, Zack","425844","2248","2205","2437","2464","1755","2408",,,,
"Darvish, Yu","506433","2405","2270","2602","2827","1198","2716","1443",,"2792",
"Stroman, Marcus","573186","2412","2285","2605","2784",,,"1773",,,"2764"
"France, J.P.","641585","2426","2637","2664",,"1867","2533",,,"2635",
"Gomber, Austin","596295","2170","1970",,"2394","1642","2521",,,,
"Irvin, Jake","663623","2333","2274",,,"2217","2407",,,,
"Allen, Logan","671106","2150","2272","2219","2248","894",,,,"2267",
"Hendricks, Kyle","543294","2134","2026",,,"2156","2872",,,,
"Rodriguez, Grayson","680570","2270",,"2231","2302","1851","2629",,,"2405",
"Clevinger, Mike","605182","2269","2123","2393",,"1526","2209",,,"2353",
"Crawford, Kutter","676710","2488","2589","2423","2278",,"2236","1029",,"2282",
"Ohtani, Shohei","660271","2259","1984","2362","2440",,"2457","1250",,"2497",
"Miller, Bryce","682243","2591","2451","2544","2416","2055","2340","2028",,"2187",
"Greene, Hunter","668881","2342",,,"2341","1967","2286","1993",,,
"Canning, Griffin","656288","2138","2126",,"2728","1810","2406",,,,
"Manaea, Sean","640455","2056","2035","2006","2061","1486",,,,"2118",
"Kershaw, Clayton","477132","2325","2216",,"2475","1797","2293","1464",,,
"Suarez, Ranger","624133","1976","1927","2060","2072","1447","2175",,,,
"Rea, Colin","607067","2156","2135","2185",,"1514","2202",,,"2208",
"Civale, Aaron","650644","2384","2270","2595","2865",,"2985","2067",,"3008",
"Peterson, David","656849","2129","2147",,"2385","1600","2365",,,,
"Miller, Bobby","676272","2349","2295",,"2510","2290","2812",,,"2695",
"Bieber, Shane","669456","2242",,"2469","2531","1663","2239",,,,
"Medina, Luis","665622","2324","2351",,"2261","1445","2353",,,,
"Williamson, Brandon","682227","2149","2200","2351","2456","1738","2658",,,"2526",
"Wentz, Joey","666214","2222",,"2364",,"2107","2489",,,,
"Wells, Tyler","669330","2444",,"2419","2463","2252","2656",,,,
"Abbott, Andrew","671096","2208","2009",,,"2066","2797",,,"2645",
"Glasnow, Tyler","607192","2489",,,"2657","1825","2726",,,,
"Blackburn, Paul","621112","2166","2009","2417",,"1686","2548",,,"2605",
"Miley, Wade","489119","2176","2092","2224","2360","1812","2437",,,,
"Matz, Steven","571927",,"2227",,"2131","2306","2267",,,,
"Houser, Adrian","605288","2192","2060",,"2194","1462","1976",,,,
"Urías, Julio","628711","2445","2288","2692",,"1859",,,,,"2832"
"Bradley, Taj","671737","2291","2650","2353",,,"2409","1433",,,
"McClanahan, Shane","663556","2242","2320",,"2256","1604","2529",,,,
"Cabrera, Edward","665795","2301","2235",,"2473","1700","2595",,,,
"Wainwright, Adam","425794","2159","2167","2322","2458","1655","2647",,,,
"Flexen, Chris","623167","2118","1902","2340","2537","1300","2471",,,"2494",
"Martinez, Nick","607259","2374","2367","2357","2468","2002","2559",,,,
"Olson, Reese","681857","2284","2122",,"2989","2089","2800",,,,
"Houck, Tanner","656557","2199","2130","2410","2593",,,"1689",,"2569",
"Assad, Javier","665871","2094","1931","2046","2329","1430","2322",,,"2347",
"Quantrill, Cal","615698","2205","2117","2256",,"1530","2400","1067",,,
"Wood, Alex","622072","2114","1980",,"2025","1701",,,,,
"Maeda, Kenta","628317","2273","2239",,"2583",,"2738","1406",,"2619",
"Paxton, James","572020","2212","2126","2018",,"1924","1929",,,,
"Manoah, Alek","666201","2347","2225",,"2148","2056",,,,,
"King, Michael","650633","2385","2319",,,"2129",,,,"2785",
"Sale, Chris","519242","2208","2029",,"2241","1992",,,,,
"Gonsolin, Tony","664062","2215","2725",,"2469",,"2580","1482",,,
"Germán, Domingo","593334","2508","2407",,,"2392","2669",,,,
"Severino, Luis","622663","2269","2122","2399","2664","1561",,,,"2712",
"Pfaadt, Brandon","694297","2469","2313",,,"1955","2473",,,"2724",
"Toussaint, Touki","657053","2223","2208",,"2259",,"2439","1623",,,
"Carrasco, Carlos","471911","2217","2072","2446","2478","1366","2703",,,"2536",
"Ragans, Cole","666142","2481",,"2521","2567","2057","2478",,,,
"Seabold, Connor","657756","2097","2021",,"2403","1895","2589",,,,
"Musgrove, Joe","605397","2581","2448","2618","2793","2093","2765",,,"2760",
"DeSclafani, Anthony","543101","2254","2123",,"2159","1577","2075",,,,
"Pérez, Eury","691587","2635",,,"2382","1766","2421",,,,
"Davies, Zach","605200","2216","2096","2244","2354","1769","2647",,,"2642",
"Curry, Xzavion","675540","2102",,,"2430","1417","2478",,,"2425",
"Wesneski, Hayden","669713","2147","2034","2464","2449","1585",,,,"2604",
"Ortiz, Luis","682847","2274","2211","2300","2429","1626",,,,,
"Sánchez, Cristopher","650911","1855","1997",,"2048","1888",,,,,
"Muller, Kyle","666205","2410",,,"2080","1640","2333",,,,
"Stripling, Ross","548389","2157","2031","2234","2298","1688","2361","1656",,,
"Lambert, Peter","663567","2213",,,"2277","1507","2087",,,"2541",
"Woo, Bryan","693433","2208","2111",,"2156","1704",,,,"2356",
"Anderson, Chase","502624","2199","2186","2410","2418","2297","2159",,,"2400",
"Scholtens, Jesse","669947","2058",,,"2327","1461","2210","848",,,
"Brito, Jhony","666745","2118","2114",,"2049","1673","2168",,,"2225",
"Yarbrough, Ryan","642232","1874",,"1974",,"1928",,,,"2162",
"Fujinami, Shintaro","660261","2014","1839","2041","2059",,"2152","1181",,"2179",
"Syndergaard, Noah","592789","2200","2128","2123","2038","1605","2219","1082",,,
"Henry, Tommy","674072","2143","2040",,"2124","1468","2320",,,,
"Bird, Jake","656234","2099","2007","2439","2521","1997","2861",,,"2478",
"Junis, Jakob","596001","2045","2191",,"2412","1361",,,,"2464",
"Bielak, Brandon","656232","2415","2209",,,"1877","2393",,,"2383",
"Williams, Gavin","668909","2218",,,"2253","1893","2283",,,,
"Lively, Ben","594902","2009","1951","1980","1996","1657","1974",,,"1990",
"Winckowski, Josh","670174","2229","2046","2194","2298","1668",,,,,
"Strahm, Matt","621381","2447","2369","2441","2713","2299",,,,,
"Stratton, Chris","608717","2544","2286",,"2873","2186","3222",,,"3323",
"Richards, Trevor","670950","2271",,,"2584","2571",,,,,
"Barria, Jaime","642545","2266","2140",,"2161","1536",,,,,
"Marsh, Alec","679525","2461","2370",,"2391","1736","2504",,,"2479",
"Chirinos, Yonny","630023","2157","2030",,"2225",,,"1319",,,
"Littell, Zack","641793","2068","2077",,"2212",,,"921",,"2207",
"Hudson, Dakota","641712","2168","2069","2457","2546","1656","2443",,,,
"Brash, Matt","666374","2274","2205","2670","2825","2292","2983",,,,
"Beck, Tristan","663941","2103","2255",,"2436","1589","2325",,,"2618",
"Falter, Bailey","663559","2031","1789",,"1934","1612","1993","1223",,,
"Tonkin, Michael","543859","2304",,,"2266",,,,,"2348",
"Irvin, Cole","608344","2031","1901","2172",,"1561","2158",,,,"2214"
"Blach, Ty","621389","2167","2140","2309",,"1977","2298",,,,
"Montero, Rafael","606160","2352","2215",,"2312","2057",,,,,
"Hernández, Carlos","672578","2437","2195",,"2068",,"2375","1347",,,
"Fried, Max","608331","2230","2113","2416","2401","1453","2770",,,"2632",
"McGough, Scott","543518","2332","2378",,"2532",,,"1185",,,
"Quintana, Jose","500779","2083","2083",,,"1319","2255",,,,"2263"
"Bickford, Phil","641360","2354","2173",,"2295","1462",,,,,
"Merryweather, Julian","657240","2342","2560",,"2347","1352",,,,"2243",
"Farmer, Buck","571656","2301","1858",,"2755","1644",,,,,
"Skubal, Tarik","669373","2185","2081",,"2075","1567","2324","1012",,,
"Gibaut, Ian","664139","2234",,"2331",,"1925",,,,"2497",
"Abreu, Bryan","650556","2389","2190",,"2916",,"2681",,,,
"Scott, Tanner","656945","2598","2531",,"2733",,,,,,
"López, Reynaldo","625643","2189","2300",,"2364","1687","2400",,,,
"Barlow, Scott","605130","2373","2246",,"2569",,"2597",,,"2512",
"Holton, Tyler","663947","2167","2092","2301",,"1636","2565",,,"2582",
"Whitlock, Garrett","676477","2137","2066",,"2183","2129",,,,"2114",
"Morgan, Eli","669212","2272",,,"2223","2039","2185",,,,
"Lawrence, Justin","664875",,"2309",,,,,,,"2975",
"Manning, Matt","666159","2136",,,,"1442","2245",,,"2256",
"Boyd, Matthew","571510","2503","2436",,"2438","1890","2572",,,,
"Cuas, Jose","621016","2378","2476",,"2612","1812",,,,"2555",
"Thompson, Zack","668868","1804",,,"1985","1447","2828",,,,
"Díaz, Alexis","664747","2549","2173",,"2646",,,,,,
"Wilson, Bryse","669060","2154","2089","2136",,"1464","2480","983",,,
"Lange, Alex","656638","2241","2179",,"2237","1624",,,,,
"Grove, Michael","675627","2237","2132","2350","2318","1490","2520",,,,
"Contreras, Roansy","672710","2353",,,"2551","2040","2628",,,"2585",
"Pallante, Andre","669467","2235","2154",,"2415",,"2885",,,,
"Doval, Camilo","666808","2205","2399","2521","2465",,,,,,
"Rodón, Carlos","607074","2343",,"2380","2508","1514","2502",,,,
"Suter, Brent","608718","2202","2151",,"2248","1588",,,,,
"Stephan, Trevor","663986","2528",,,"2619",,,"1288",,,
"Estévez, Carlos","608032","2181","2005",,"2231","1566","2274",,,,
"Rogers, Tyler","643511","2005","1925",,"2330",,,,,,
"Hoeing, Bryan","663773","2083","2018",,"2260","1642",,"1092",,,
"Kimbrel, Craig","518886","2357",,,,,"2603",,,"2629",
"Payamps, Joel","606303","2494","2324",,"2770","2077",,,,"2738",
"Cruz, Fernando","518585","2230","2025","2418","2550",,,"873",,,
"Clase, Emmanuel","661403","2675","2540","2637","2586",,,,,,
"Hicks, Jordan","663855","2362","2111",,"2477",,,"980",,"2574",
"Graveman, Kendall","608665","2338","2264",,"2525","1715","2515",,,,
"Harris, Hogan","663687","2266",,"2212",,"1965","2586",,,"2450",
"Finnegan, Kyle","640448","2037","1902",,"2182",,,"1069",,,
"Bednar, David","670280","2453","2063",,,,"2449","1602",,,
"García, Yimi","554340","2507","2318",,"2555","2042","2805",,,"2787",
"Bummer, Aaron","607481","2342","1967","2344",,"1548",,,,"2571",
"Urquidy, José","664353","2254","2138",,,"2100","2696",,,"2650",
"Neris, Héctor","593576","2430","2339",,"2027",,,"1166",,,
"Varland, Louis","686973","2221","2086",,"2364","1546",,,,"2454",
"Kaprielian, James","621076","2001","1896","2265","2350","1311","2433",,,,
"Johnson, Pierce","572955","2306",,,"2717",,"2949",,,,
"Smith, Drew","622098","2503","2575","2893","2770","1867","2694",,,,
"Teheran, Julio","527054","2291","2153","2277",,"1508","2632",,,,
"Walker, Ryan","676254","2263","2229",,"2544",,,,,,
"Weathers, Ryan","677960","2212","2112",,,"1664",,,,"2390",
"Baumann, Mike","657508","2232",,,"2265","2021","2366",,,,
"Clarke, Taylor","664199","2249",,,"2191","1583",,,,"2488",
"Cortes, Nestor","641482","2273","2189","2400","2495","1404",,,,"2580",
"Robertson, David","502085",,"2447","2665","2762","2170","2722",,,,
"Kelly, Kevin","687330","2082","2164","2290",,,,,,"2506",
"Ferguson, Caleb","657571","2304","2284","2780",,,,,,"2923","2837"
"Minter, A.J.","621345","2426",,"2558",,"1637",,,,,
"Pagán, Emilio","641941","2545",,"2447",,,"2571","1533",,,
"Liberatore, Matthew","669461","2135","2092","2178","2654","1653","2876",,,,
"Swanson, Erik","657024","2266",,,"2196",,,"1215",,,
"Sims, Lucas","608371","2622","2176",,"3003",,"3144",,,"3002",
"Yates, Kirby","489446","2314",,,"2341",,,"1338",,"2493",
"Leiter Jr., Mark","643410","1997","1971","2162",,,"2293","867",,,
"Ginkel, Kevin","656464","2400","2294",,"2410",,,,,,
"Erceg, Lucas","668674","2117","1841","2060","1960","1922",,,,,
"De Los Santos, Enyel","660853","2266",,,"2187","1895",,,,,
"Santos, Gregory","666619","2365","2384",,"2524","2126",,,,,
"Foley, Jason","671345","1923","2023",,"2223","1629",,,,,
"Jax, Griffin","643377","2382","2393","2486",,"1747","3069",,,"2960",
"Topa, Justin","623437",,"2102","2256",,"2058",,,,"2571",
"Abreu, Albert","656061","2093","2134",,"2196","2006",,,,,
"Woodruff, Brandon","605540","2410","2355",,"2437","2005","2545",,,,
"Hader, Josh","623352",,"2138",,"2388","1641",,,,,
"VerHagen, Drew","572403","2299","2270","2342",,"1572",,,,"2320",
"Maton, Phil","664208",,"2349","2565",,,"3156",,,"2685",
"Sewald, Paul","623149","2514","2472",,,,,,,"2474",
"Faedo, Alex","656412","2417",,,"2610","1901",,,,,
"Sheehan, Emmet","686218","2291","2028",,"2197","2014",,,,"2459",
"Milner, Hoby","571948","1987","1939",,,"1664",,,,"1886",
"Moll, Sam","594580","2576","2354",,,"1687",,,,"3049",
"Holmes, Clay","605280","2331","2137",,"2552",,,,,"2666",
"Pressly, Ryan","519151","2557","2530","2603","2746","2012","3288",,,,
"Ottavino, Adam","493603","2375","2252","2668","2723","1780",,,,"2675",
"Okert, Steven","595345","2237","2257",,"2530",,,,,,
"McHugh, Collin","543521","2301",,"2493",,"1638","2713",,,"2759",
"Cano, Yennier","666974","2231","2117",,"2446","1812",,,,,
"Duran, Jhoan","661395","2097",,,,,"2697","1717",,,
"Brazobán, Huascar","623211","2216","2261","2369",,"1841",,,,,
"García, Luis","472610","2233","2161",,"2502",,,"1261",,"2520",
"Castro, Miguel","612434","2231","2144",,"2799","1850",,,,,
"Chapman, Aroldis","547973","2418","2403",,"2311",,,"1168",,,
"Sandlin, Nick","680704","2320","2157",,"2601",,,"1515",,,
"Banks, Tanner","621383","2241","2143",,"2378","1828",,,,"2316",
"Jackson, Andre","656578","2268",,,"2295","1766","2230",,,,
"Diekman, Jake","518617","2283","2165","2412",,"1622",,,,"2852",
"Kluber, Corey","446372","2278","2207","2480",,"1722","2557",,,,
"Bautista, Félix","642585",,"2421",,"2414",,,"904",,,
"Cisnero, José","542585","2436","2269","2606","2566","1361",,,,,
"Raley, Brooks","548384","2562","2390","2634",,"2065",,,,"2957",
"Hamilton, Ian","641656","2309","2171",,"1512",,,,,,
"Leclerc, José","600917","2544","2340","2614","2495","2070",,,,,
"Gott, Trevor","641627","2144","1998","2212",,"1330","1926",,,,
"Bradford, Cody","674003","2122",,"2026","2037","1901",,,,,
"Hand, Brad","543272","2309","2206",,,,,,,"2394",
"López, Jorge","605347","2071","2004",,"2360","1712","2488",,,,
"Soto, Gregory","642397","2325","2364",,"2399","2041",,,,,
"Harvey, Hunter","640451","2078",,,"2354",,"2052","1081",,,
"Moreta, Dauri","664294","2318",,,"1991","1731",,,,,
"Ramírez, Erasmo","541640","2195","2166","2355","2385","1675","2497",,,"2401",
"Alzolay, Adbert","640470","2346","2213","2398","2552","1665",,,,"2603",
"Floro, Dylan","571670","2176","2094",,"1853","1845",,,,,
"Law, Derek","571882","2134","2158","2363","2337","1931","2203",,,,
"Englert, Mason","669438","2166",,,"2173","1990","2622",,,,"2349"
"Nardi, Andrew","677053","2276",,,,"1774",,,,"2402",
"Puk, A.J.","640462","2191","2136",,"2314","1278",,"878",,"2342",
"Fulmer, Michael","605242","2426","2307","2527",,"1727","2516",,,"2730",
"Williams, Devin","642207","2322",,"2399",,"2683",,,,,
"Cabrera, Génesis","650893","2257","2236","2122",,"1674","2313",,,,
"Martinez, Adrián","661309","2110","2053",,"1950","2287",,,,,
"Honeywell, Brent","641703","2159","2118",,"2438","1713",,,,"2486",
"Bido, Osvaldo","674370","2387","2202","2131","2157","2113",,,,,
"Wilson, Steven","621051","2386",,"2680",,"2085",,,,"2609",
"Jiménez, Joe","641729","2431",,,"2177","2170",,,,,
"Bard, Daniel","453268","2537","2485",,"2664","2242",,,,,"2601"
"Holderman, Colin","670059","2182","2217","2411",,,,,,"2499",
"Graterol, Brusdar","660813","2066","2008","2164","2546",,,,,,
"Webb, Jacob","657097","2476",,,,"2165",,,,"2519",
"Poche, Colin","621363","2249",,,"2448",,,,,,
"Adon, Joan","672851","2221","2187",,"2144","2022","2414",,,,
"Chafin, Andrew","605177","2165","2149",,"2527","1793",,,,,
"Weems, Jordan","607179","2110",,,"2300",,"2383","1223",,,
"Phillips, Evan","623465","2353","2229","2416",,,,,,"2512",
"Romano, Jordan","605447","2326",,,"2179",,,,,,
"Burke, Brock","656271","2250","2015",,"2135","2050",,,,,
"Peguero, Elvis","665625",,"1855",,"2497",,,,,,
"Woodford, Jake","663765","2203","2039","2321","2494","1309","2418",,,"2565",
"Adam, Jason","592094","2625",,,"2539","2258",,,,"2701",
"Blanco, Ronel","669854","2267",,,"2149","1431","2211",,,,
"Brasier, Ryan","518489","2293","2277","2369","2487",,,,,,
"Thompson, Mason","666168","2230","2247",,"2278","1851","2398",,,,
"Avila, Pedro","658648","2238","2273",,,"1645","2687",,,"2782",
"Marinaccio, Ron","676760","2269","2308",,,"1965",,,,"2347",
"Silseth, Chase","681217","2401","2334","2478","2684",,"2804","1132",,"2777",
"Leone, Dominic","608678","2304","2202","2484","2547",,,,,,
"Gallegos, Giovanny","606149","2337",,,"2404","1731",,,,,
"Soriano, George","666277","2128",,,,"2034",,,,"2738",
"Nelson, Kyle","669459","2217",,"2566","2687",,,,,,
"Peralta, Wandy","593974","2183","2213",,"2274","2185",,,,,
"Young, Alex","622065","2315","2365",,,"1489","2355",,,,
"Keller, Brad","641745","2313","2234",,"2535","1674","2519",,,"2538",
"Pérez, Cionel","672335","2171","2196",,"2430",,"2770",,,,"2568"
"Iglesias, Raisel","628452","2304","2316",,"2681","1931",,,,,
"Murphy, Chris","669684","2276","2656",,"2229","1734","2518",,,"2564",
"Hoffman, Jeff","656546","2597","2538",,"2784",,,"1640",,,
"Priester, Quinn","682990","2345","2186",,"2486","1525","2633",,,,
"Bernardino, Brennan","657514","1520","2098",,,"1670","2616",,,,
"Stanek, Ryne","592773","2346",,,"2486",,,"1058",,,
"Shuster, Jared","694363","2121","2395",,"2200","1513",,,,,
"Smith, Will","519293","2204",,,"2331","1912","1989",,,,
"Hernandez, Jose E.","669796","2063",,,"2099","1551",,,,,
"Cueto, Johnny","456501","2216","2118","2223","2246","1391","2175",,,,
"Domínguez, Seranthony","622554","2355","2275",,"2415","1808",,,,,
"Middleton, Keynan","641871","2392",,,"2405","1873",,,,,
"Vesia, Alex","681911","2362","2062",,"2467","1647",,,,,
"Vasquez, Andrew","607755","2221","2180",,"2647","2151","2557",,,,
"Hentges, Sam","656529","2124","2020",,"2229",,"2381",,,,
"Davidson, Tucker","656353","1970","1888",,"2260",,,"1091",,"2358",
"Lauer, Eric","641778","2184","2220","2210","2258","1498","2341",,,,
"Loup, Aaron","571901","2235","2207","2377",,"1904","2386",,,,
"Cosgrove, Tom","676680","2344","2157",,,"1579",,,,"2672",
"Muñoz, Andrés","662253","2296","2065",,"2259",,,,,,
"Rogers, Taylor","573124","1915","2121","2186",,,,,,"2730",
"Sborz, Josh","622250","2316",,,"2113",,"2241",,,,
"Moore, Matt","519043","2324","2099",,,"2017","2347",,,,
"Coulombe, Danny","543056","2451","2428","2641",,"1804","2717",,,"2454",
"Ryu, Hyun Jin","547943","2066","1973","2020",,"1480","2473",,,,
"Schreiber, John","670167","2206","2218","2181",,"1662",,,,"2614",
"Ruiz, José","614179","2273","2110",,,"1748","2131",,,,
"Gonzales, Marco","594835","2026","2043","2021",,"2164","2207",,,,
"Mayza, Tim","641835",,"2057",,"2287",,,,,,
"Lynch IV, Daniel","663738","2151","2050",,"2195","1632","2193",,,,
"Almonte, Yency","622075","2209","2187","2336",,"1873",,,,"2555",
"Armstrong, Shawn","542888","2383","2212","2527",,,,,,,"2593"
"Saucedo, Tayler","642048","2460","2335",,"2395","2203","2442",,,"2309",
"Baker, Bryan","641329","2327",,,"2270","1730",,,,,
"Speier, Gabe","642100","2257","2000",,"2130","1421",,,,,
"Vest, Will","676684","2136","1971",,"2283","1611",,,,,
"Long, Sam","669674","2263",,,"2265","1945","2576","1568",,,
"May, Trevor","543507","2269",,,"2451","1648",,,,"2527",
"Feltner, Ryan","663372","2286","2252",,"2364","1596","2578",,,"2279",
"Shaw, Bryan","543766",,"2088","2424",,"1788","2200",,,"2636",
"Machado, Andrés","600921","2119","2110",,"2010","1715",,,,,
"Ureña, José","570632","2195","2189",,"2288","1690",,,,,
"Kuhl, Chad","641771","2233","2118","2498","2560","1578","2779",,,"2839",
"Martinez, Seth","661527","2163","2060",,,"1653",,,,"2472",
"Stephenson, Robert","596112","2394",,"2874","2992",,"3002","1615",,,
"Fleming, Josh","676596","1768","1754",,,"1663","2265",,,,
"Pruitt, Austin","643493","2309","2354",,"2587","1633","2842",,,"2881",
"Morán, Jovani","663558","2268",,,"2602","1692",,,,,
"Alvarado, José","621237","2087","2121","2180",,,,,,,
"Shreve, Chasen","592741","2288","2009",,"2356",,,"973",,"2260",
"Pearson, Nate","663878","2304",,,"2573",,"2586",,,,
"Covey, Dylan","592229","2046","2068","2208","2230","1743",,"1068",,"2453",
"May, Dustin","669160","2325","2368","2484","2972","1818",,,,"3364",
"Fairbanks, Pete","664126","2454",,,"2511","1768",,,,,
"Buttó, José","676130","2383","2168",,"2577","1714","2455",,,,
"Karinchak, James","675916","2257",,,,,"2318",,,,
"Beeks, Jalen","656222","2061",,"2275","2294","1924",,,,,
"Martin, Chris","455119","2184","2094","2175","2073",,,"1445",,"2437",
"Jansen, Kenley","445276",,"2313","2628","2423",,,,,,
"Rucker, Michael","621074","2293","2177","2416","2570","1851","2600",,,,
"Hill, Tim","657612","2198","2091","1936","1985",,,,,,
"Ramírez, Yohan","670990",,"2162",,,"2030",,,,"2439",
"Kelly, Joe","523260","2289","2226",,"2841","2082","2940",,,,
"Zerpa, Angel","672582","2027","2030",,"2418","1524",,,,,
"Chargois, JT","608638","2358","2260",,"2620",,,,,,
"Abbott, Cory","676265","2317",,,"2165",,"2369",,,,
"Marte, Yunior","628708","2365","2359","2650","2626",,,,,,
