"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Plassmeyer, Michael","674681","61.2","","","15.3","23.5","","","","",""
"Sulser, Cole","642121","40.5","","","20.2","39.3","","","","",""
"Hernández, Daysbel","678226","48.2","","","51.8","","","","","",""
"Kolarek, Adam","592473","32.5","44.6","","22.9","","","","","",""
"Bowman, Matt","621199","","50.6","14.5","","","","1.2","","33.7",""
"Hernandez, Nick","663321","21.0","","","72.8","","2.5","3.7","","",""
"Vargas, Carlos","672841","39.5","22.2","37.0","","1.2","","","","",""
"Krehbiel, Joey","607216","51.2","","33.8","","15.0","","","","",""
"Howard, Spencer","675921","38.8","","","51.2","10.0","","","","",""
"Paddack, Chris","663978","44.3","","","3.8","36.7","15.2","","","",""
"Dermody, Matt","571616","30.3","25.0","17.1","15.8","7.9","3.9","","","",""
"González, Chi Chi","592346","29.3","21.3","","28.0","14.7","6.7","","","",""
"Burdi, Zack","641420","32.0","","","66.7","1.3","","","","",""
"Wolf, Jackson","680232","45.3","","","33.3","21.3","","","","",""
"Castano, Daniel","641447","8.7","15.9","39.1","26.1","10.1","","","","",""
"Nelson, Nick","656793","31.9","24.6","","5.8","37.7","","","","",""
"White, Owen","669391","26.5","8.8","36.8","2.9","4.4","1.5","","","19.1",""
"Naughton, Packy","676050","29.4","26.5","25.0","","19.1","","","","",""
"Hartlieb, Geoff","664129","37.9","36.4","","25.8","","","","","",""
"Mederos, Victor","682989","9.1","57.6","","15.2","","18.2","","","",""
"Speas, Alex","666208","4.6","","20.0","72.3","","","","","3.1",""
"Waites, Cole","686972","67.7","1.5","","30.8","","","","","",""
"Faria, Jake","607188","75.4","","","20.0","","1.5","3.1","","",""
"Hudson, Daniel","543339","45.3","3.1","","50.0","1.6","","","","",""
"McGee, Easton","668834","25.0","28.1","3.1","14.1","3.1","25.0","","","1.6",""
"Ríos, Yacksel","605441","67.7","","","30.6","","","1.6","","",""
"Colomé, Alex","517008","48.4","","51.6","","","","","","",""
"Nolin, Sean","543594","33.9","","22.6","","14.5","17.7","","","11.3",""
"Kerkering, Orion","689147","13.3","1.7","","","","","","","85.0",""
"Santillan, Tony","663574","45.8","","","","","","","","","54.2"
"Pannone, Thomas","623381","28.8","","50.8","","1.7","18.6","","","",""
"Burdi, Nick","595897","70.7","","","29.3","","","","","",""
"Leahy, Kyle","681517","48.3","","","27.6","","5.2","","","19.0",""
"Wong, Jake","673858","56.1","","","26.3","1.8","15.8","","","",""
"Bowlan, Jonathan","680742","39.3","12.5","","41.1","5.4","1.8","","","",""
"McMillon, John","669111","41.8","","","58.2","","","","","",""
"Veneziano, Anthony","685107","49.1","","","14.5","36.4","","","","",""
"Nittoli, Vinny","657697","","22.2","40.7","13.0","","","","","24.1",""
"McFarland, T.J.","519008","","49.0","","","21.6","","","","29.4",""
"Uceta, Edwin","670955","51.0","","","","45.1","3.9","","","",""
"Lopez, José","673111","66.7","","","11.8","21.6","","","","",""
"Moronta, Reyes","606625","39.6","","","45.8","14.6","","","","",""
"Rodríguez, José","642578","10.4","41.7","","22.9","25.0","","","","",""
"Stallings, Jacob","607732","","","","","68.1","31.9","","","",""
"Jacob, Alek","689690","19.1","29.8","","","12.8","","","","38.3",""
"Rodríguez, Elvin","660730","48.9","","","27.7","14.9","8.5","","","",""
"Zuñiga, Guillo","670871","55.8","","","39.5","4.7","","","","",""
"Greene, Shane","572888","21.4","7.1","35.7","","11.9","","","","23.8",""
"Berroa, Prelander","672860","41.5","","","58.5","","","","","",""
"Mariot, Michael","592527","31.7","17.1","","22.0","24.4","4.9","","","",""
"Pilkington, Konnor","663455","67.5","","","15.0","17.5","","","","",""
"Mills, Alec","621219","10.0","30.0","","35.0","17.5","7.5","","","",""
"Boushley, Caleb","676961","26.3","31.6","2.6","","","15.8","","","23.7",""
"Cáceres, Kelvin","680983","2.8","41.7","","","16.7","38.9","","","",""
"Vieira, Thyago","600986","","41.7","","58.3","","","","","",""
"Wynne, Randy","691094","17.6","29.4","2.9","26.5","23.5","","","","",""
"Uelmen, Erich","657272","18.2","33.3","","30.3","18.2","","","","",""
"Quezada, Johan","629498","62.5","","","31.3","6.3","","","","",""
"Duffey, Tyler","608648","38.7","12.9","","41.9","3.2","3.2","","","",""
"Gómez, Yoendrys","672782","50.0","","","10.0","13.3","23.3","","","3.3",""
"Reed, Jake","596082","6.9","31.0","13.8","44.8","3.4","","","","",""
"Cyr, Tyler","664202","65.4","","3.8","3.8","26.9","","","","",""
"Montas, Frankie","593423","11.5","34.6","23.1","","","","30.8","","",""
"Espada, Jose","664744","48.0","","","32.0","","","20.0","","",""
"Hurt, Kyle","669165","50.0","","","","50.0","","","","",""
"Warren, Austin","681810","4.3","8.7","21.7","","4.3","","","","60.9",""
"Castillo, José","620454","82.6","","","17.4","","","","","",""
"Karcher, Ricky","676689","42.9","","","52.4","4.8","","","","",""
"Pint, Riley","666207","","80.0","","20.0","","","","","",""
"Crawford, Brandon","543063","68.4","","","5.3","","26.3","","","",""
"Rainey, Tanner","663432","55.6","","","44.4","","","","","",""
"Hembree, Heath","592390","27.8","","","72.2","","","","","",""
"Perez, Hector","660431","35.3","","","58.8","","","5.9","","",""
"Ryan, Ryder","656924","15.4","30.8","","53.8","","","","","",""
"Burleson, Alec","676475","","","","","100.0","","","","",""
"Schoop, Jonathan","570731","","","","","90.9","9.1","","","",""
"Calvo, Blair","663971","","45.5","","54.5","","","","","",""
"Vallimont, Chris","681808","27.3","","","","9.1","","","","63.6",""
