"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Castro, Miguel","612434","47.6","12.4","","28.6","11.4","","","","",""
"Waldron, Matt","663362","14.4","8.7","","","","","","74.0","2.9",""
"Gasser, Robert","688107","26.5","26.5","2.9","","10.8","","","","33.3",""
"De León, José","592254","47.5","","","15.8","12.9","","","","","23.8"
"La Sorsa, Joe","686747","25.0","39.0","","","14.0","","","","22.0",""
"Mena, Cristian","691441","29.0","12.0","","","15.0","33.0","","","11.0",""
"Church, Marc","687847","47.5","","","49.5","3.0","","","","",""
"Weems, Jordan","607179","58.2","","","28.6","","2.0","11.2","","",""
"Ragsdale, Carson","685068","28.4","23.2","","7.4","","31.6","9.5","","",""
"López, Reynaldo","625643","52.1","","","33.0","2.1","12.8","","","",""
"Laweryson, Cody","689520","62.4","","10.8","","26.9","","","","",""
"Phillips, Evan","623465","31.5","7.6","7.6","","","","","","53.3",""
"Walker, Josh","677020","40.2","6.5","","53.3","","","","","",""
"Zimmermann, Bruce","669145","9.9","31.9","6.6","17.6","","13.2","20.9","","",""
"Edwards Jr., Carl","605218","51.1","","","","14.4","34.4","","","",""
"Fulmer, Michael","605242","23.3","10.0","43.3","","10.0","8.9","","","4.4",""
"Monteverde, Patrick","687287","14.9","12.6","44.8","3.4","10.3","13.8","","","",""
"Heuer, Codi","676051","44.8","","","49.4","5.7","","","","",""
"McCaughan, Darren","670766","23.3","23.3","","","11.6","","","","41.9",""
"Garza, Justin","621057","37.2","","50.0","","","9.3","3.5","","",""
"Mercado, Michael","675650","55.3","","24.7","","","15.3","4.7","","",""
"Carrillo, Alex","692024","41.7","","","32.1","","","26.2","","",""
"Burdi, Nick","595897","22.9","43.4","","31.3","2.4","","","","",""
"Adcock, Ty","686654","41.5","1.2","20.7","30.5","","","6.1","","",""
"Cruz, Omar","678316","61.7","","","1.2","25.9","11.1","","","",""
"Feyereisen, J.P.","656420","34.6","","","21.0","44.4","","","","",""
"Morán, Jovani","663558","36.3","","17.5","","38.8","1.3","","","6.3",""
"Hahn, Jesse","534910","10.1","54.4","","","","13.9","","","21.5",""
"Dobnak, Randy","677976","12.7","35.4","","","24.1","","","","27.8",""
"Sommers, Drew","805427","12.8","43.6","","42.3","1.3","","","","",""
"Muñoz, Rolddy","691548","1.3","53.8","","44.9","","","","","",""
"France, J.P.","641585","35.5","","39.5","","5.3","18.4","","","1.3",""
"Little, Luke","681432","53.9","","","","","","","","46.1",""
"Fernández, Julian","642759","68.4","","","","31.6","","","","",""
"Black, Mason","696131","39.2","20.3","6.8","","2.7","","","","31.1",""
"Perdomo, Angel","622780","66.7","","","29.2","4.2","","","","",""
"Abner, Philip","691769","73.2","","","21.1","","5.6","","","",""
"Krook, Matt","640454","","32.4","23.9","","16.9","","","","26.8",""
"Joyce, Ben","690829","50.0","45.7","","2.9","1.4","","","","",""
"Freeman, Caleb","673965","48.6","","","21.4","","30.0","","","",""
"Poteet, Cody","547001","7.4","29.4","","35.3","19.1","2.9","","","5.9",""
"Owens, Tyler","687074","42.4","","27.3","22.7","","","7.6","","",""
"Gerber, Joey","680702","70.3","","","28.1","1.6","","","","",""
"Cosgrove, Tom","676680","25.0","32.8","","","","","","","42.2",""
"Brigham, Jeff","656257","41.3","","34.9","","","","","","23.8",""
"Piña, Robinson","673820","18.0","42.6","","16.4","","","23.0","","",""
"Thompson, Zach","605507","40.0","5.0","26.7","","13.3","15.0","","","",""
"Díaz, Yilber","700270","56.7","","","35.0","","8.3","","","",""
"Stock, Robert","476594","10.2","32.2","44.1","","5.1","","","","8.5",""
"Urquidy, José","664353","32.1","","12.5","","28.6","26.8","","","",""
"Curry, Xzavion","675540","37.5","","","37.5","","17.9","5.4","","1.8",""
"Jameson, Drey","686753","18.9","30.2","","26.4","24.5","","","","",""
"Hernández, Enrique","571771","","","","","","100.0","","","",""
"Harris, Hayden","802686","84.0","","","","","","4.0","","12.0",""
"Castaño, Blas","680604","10.0","6.0","40.0","","32.0","","","","12.0",""
"Wynne, Randy","691094","42.6","8.5","19.1","6.4","12.8","10.6","","","",""
"de Geus, Brett","676969","","57.4","14.9","","","19.1","8.5","","",""
"Montes De Oca, Christian","801216","34.8","26.1","","30.4","8.7","","","","",""
"Barco, Hunter","682995","50.0","","","21.7","","","28.3","","",""
"Little, Jack","669193","56.8","","","27.3","","","15.9","","",""
"Nelson, Kyle","669459","43.2","","2.3","54.5","","","","","",""
"Ottavino, Adam","493603","23.8","35.7","7.1","","","","","","33.3",""
"Quijada, José","650671","90.2","","","","9.8","","","","",""
"Corniell, Jose","692030","48.8","","29.3","","19.5","","","","2.4",""
"Roa, Christian","685005","22.0","41.5","","29.3","7.3","","","","",""
"Peraza, Oswald","672724","","","","20.0","","80.0","","","",""
"Bolton, Cody","675989","7.5","47.5","7.5","","","","","","37.5",""
"Burr, Ryan","621114","23.1","","","76.9","","","","","",""
"Wilcox, Cole","677961","23.1","35.9","","25.6","","","","","15.4",""
"Toussaint, Touki","657053","","56.8","","","","18.9","24.3","","",""
"Pope, Austin","687166","52.8","5.6","","25.0","","16.7","","","",""
"Sandridge, Jayvien","682144","38.7","12.9","","41.9","","","6.5","","",""
"Espada, Jose","664744","48.3","","","20.7","","","31.0","","",""
"Pintaro, Jonathan","702752","20.7","","72.4","","6.9","","","","",""
"Walters, Andrew","689958","65.5","","","34.5","","","","","",""
"Duran, Carlos","679922","44.4","33.3","","22.2","","","","","",""
"Raquet, Nick","675919","11.1","29.6","","","11.1","","","","48.1",""
"Hoffman, Nolan","676510","53.8","","7.7","","11.5","26.9","","","",""
"Bride, Jonah","681146","","","","","","46.2","","53.8","",""
"Díaz, Jhonathan","646242","11.5","11.5","","46.2","19.2","11.5","","","",""
"Wilson, Will","669717","","","","57.7","34.6","7.7","","","",""
"Sanmartin, Reiver","665665","12.0","28.0","","12.0","48.0","","","","",""
"Kelly, Casey","543391","41.7","16.7","","20.8","16.7","4.2","","","",""
"Wiles, Nathan","686249","37.5","","25.0","","37.5","","","","",""
"Palisch, Jake","669449","33.3","","16.7","29.2","20.8","","","","",""
"Rooney, John","680701","17.4","21.7","","","","","","","60.9",""
"Acton, Garrett","670183","81.0","","","","19.0","","","","",""
"Lange, Alex","656638","10.0","15.0","","60.0","15.0","","","","",""
"Gilbreath, Lucas","656458","38.9","","","44.4","","","16.7","","",""
"McGuire, Reese","624512","","","","70.6","","29.4","","","",""
"Porter, Logan","682515","","","","93.3","","6.7","","","",""
"Sánchez, Ali","645305","","","","","","100.0","","","",""
"Fitzgerald, Ryan","680837","","","","84.6","","15.4","","","",""
"Hamel, Dom","687589","15.4","7.7","7.7","30.8","7.7","","","","30.8",""
"Trevino, Jose","624431","","","","","","","","100.0","",""
