player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Mayza, Tim",SI,fastball,40,0.05,0.2,0.19,-0.01,,3,-0.026
"Canning, Griffin",FF,fastball,35,0.23,0.18,0.17,-0.01,,3.1,0
"Gage, Matt",FF,fastball,25,0.13,0.2,0.19,-0.01,,3.3,0
"Seabold, Connor",FF,fastball,41,0.08,0.18,0.17,-0.01,,2.9,0
"Waldron, Matt",FF,fastball,26,0.18,0.19,0.18,-0.01,,4.7,0
"Singer, Brady",SI,fastball,89,0.12,0.2,0.19,-0.01,,8.2,0.042
"Brubaker, JT",SI,fastball,26,0.04,0.16,0.15,-0.01,,3.1,-0.011
"Ginn, J.T.",SI,fastball,44,0.51,0.2,0.19,-0.01,,3.4,-0.002
"Drohan, Shane",FF,fastball,63,0.2,0.21,0.2,-0.01,,4.1,0
"Bibee, Tanner",FF,fastball,54,0.22,0.18,0.17,-0.01,,4.7,0
"Vest, Will",FF,fastball,36,0.09,0.19,0.18,-0.01,,3.2,0
"Cecconi, Slade",SI,fastball,34,0.33,0.19,0.18,-0.01,,7.5,0.007
"Pérez, Eury",SI,fastball,29,0.17,0.25,0.24,-0.01,,4,0.006
"Burns, Chase",FF,fastball,123,0.07,0.25,0.24,-0.01,,3.2,0
"Armstrong, Shawn",FF,fastball,43,0.15,0.18,0.17,-0.011,,3,0
"Corbin, Patrick",FF,fastball,25,0.08,0.19,0.18,-0.011,,2.8,0
"Peralta, Wandy",SI,fastball,31,0.13,0.18,0.17,-0.011,,3.3,-0.01
"Bassitt, Chris",SI,fastball,27,0.06,0.18,0.17,-0.011,,5.7,0.03
"Woodruff, Brandon",FF,fastball,51,0.4,0.19,0.18,-0.011,,3.8,0
"Sugano, Tomoyuki",FF,fastball,50,0.11,0.2,0.19,-0.011,,3.9,0
"Márquez, Germán",FF,fastball,39,0.05,0.15,0.14,-0.011,,3.5,0
"Buehler, Walker",FF,fastball,32,0.04,0.19,0.18,-0.011,,2.6,0
"Civale, Aaron",FF,fastball,29,0.07,0.19,0.18,-0.011,,3,0
"Sánchez, Cristopher",SI,fastball,75,0.13,0.19,0.18,-0.011,,2.6,0
"Webb, Jacob",CH,offspeed,64,1.04,0.78,0.77,-0.011,0.3,22.5,0.108
"Soriano, José",SI,fastball,46,0.38,0.3,0.28,-0.011,,5.2,0.003
"Gallen, Zac",FF,fastball,58,0.04,0.19,0.18,-0.011,,4.9,0
"Richards, Trevor",FF,fastball,45,0.09,0.18,0.17,-0.011,,2.9,0
"Detmers, Reid",FF,fastball,138,0.17,0.19,0.18,-0.011,,4.6,0
"Cantillo, Joey",FF,fastball,68,0.24,0.21,0.19,-0.011,,3.4,0
"Woods Richardson, Simeon",FF,fastball,38,0.11,0.19,0.18,-0.011,,3.8,0
"Imanaga, Shota",FF,fastball,111,0.14,0.22,0.21,-0.011,,3,0
"Young, Brandon",FF,fastball,90,0.16,0.18,0.17,-0.011,,3.5,0
"Schultz, Paxton",FF,fastball,33,0.13,0.17,0.16,-0.011,,2.5,0
"Dodd, Dylan",SI,fastball,56,0.15,0.19,0.18,-0.011,,2.6,0
"Aldegheri, Sam",FF,fastball,26,0.05,0.17,0.16,-0.011,,2.5,0
"Lord, Brad",FF,fastball,80,0.21,0.17,0.16,-0.011,,3.6,0
"Ureña, Walbert",CH,offspeed,70,0.76,0.69,0.68,-0.011,0.24,11.4,0.037
"Farris, Mitch",FF,fastball,44,0.18,0.2,0.18,-0.011,,2.6,0
"Okert, Steven",FF,fastball,43,0.07,0.2,0.19,-0.012,,2.7,0
"Ginn, J.T.",FF,fastball,30,0.13,0.19,0.18,-0.012,,4.6,0
"Rogers, Trevor",SI,fastball,26,0.03,0.2,0.19,-0.012,,2.7,0.008
"Abbott, Andrew",ST,breaking,97,1.75,1.17,1.15,-0.012,0.52,151.6,-0.487
"Montero, Keider",SI,fastball,32,0.05,0.17,0.16,-0.012,,2.5,-0.006
"Kochanowicz, Jack",SI,fastball,35,0.18,0.23,0.21,-0.012,,6.7,-0.057
"Ribalta, Orlando",SL,breaking,34,0.42,1.02,1,-0.012,0.29,33.2,-0.655
"Yesavage, Trey",SL,breaking,51,0.81,0.8,0.79,-0.012,0.27,15.5,-0.526
"Lorenzen, Michael",SI,fastball,27,0.06,0.17,0.16,-0.013,,5,-0.034
"Springs, Jeffrey",FF,fastball,115,0.18,0.2,0.18,-0.013,,3.7,0
"Montero, Keider",FF,fastball,76,0.1,0.18,0.17,-0.013,,2.9,0
"Sproat, Brandon",SI,fastball,46,0.26,0.21,0.2,-0.013,,4.3,-0.11
"Agnos, Zach",FS,offspeed,28,1.4,0.83,0.82,-0.013,0.21,27,-0.097
"Lowder, Rhett",SI,fastball,33,0.07,0.18,0.17,-0.013,,9.3,0.016
"Stanek, Ryne",FS,offspeed,33,1.6,1.04,1.02,-0.014,0.28,22.6,-0.061
"Houser, Adrian",SI,fastball,33,0.03,0.19,0.18,-0.014,,5.3,-0.027
"Martinez, Nick",FF,fastball,36,0.1,0.17,0.16,-0.014,,3.9,0
"Wacha, Michael",FF,fastball,89,0.16,0.19,0.17,-0.014,,3.5,0
"Rasmussen, Drew",CH,offspeed,56,1.08,0.86,0.85,-0.014,0.16,38.9,-0.188
"Singer, Brady",ST,breaking,48,1.13,1.01,1,-0.014,0.4,134.2,-0.382
"Javier, Cristian",FF,fastball,28,0.11,0.19,0.17,-0.014,,2.5,0
"Rocker, Kumar",SI,fastball,30,0.05,0.18,0.17,-0.014,,5.3,0.003
"Weathers, Ryan",SL,breaking,58,0.96,1.04,1.03,-0.014,0.33,123.7,-0.701
"Vásquez, Randy",CU,breaking,39,0.5,1.12,1.11,-0.014,0.38,137.1,-0.415
"Burrows, Mike",CH,offspeed,66,0.64,0.8,0.79,-0.014,0.28,22.4,0.018
"Burrows, Mike",SL,breaking,36,0.39,0.59,0.57,-0.014,0.21,34.7,-0.469
"Eisert, Brandon",FF,fastball,26,0.43,0.22,0.2,-0.014,,4.2,0
"Mikolas, Miles",FF,fastball,77,0.07,0.18,0.16,-0.015,,3.6,0
"Rea, Colin",ST,breaking,42,1.11,0.81,0.79,-0.015,0.39,147.9,-0.293
"Fedde, Erick",SI,fastball,40,0.16,0.18,0.17,-0.015,,5.7,-0.102
"Kay, Anthony",CH,offspeed,47,0.71,0.86,0.84,-0.015,0.27,20.9,-0.032
"Akin, Keegan",FF,fastball,33,0.05,0.18,0.16,-0.015,,2.9,0
"Pallante, Andre",FF,fastball,50,0.14,0.19,0.18,-0.015,,4.6,0
"Barnett, Mason",FF,fastball,28,0.32,0.19,0.18,-0.015,,3,0
"Pomeranz, Drew",FF,fastball,32,0.12,0.23,0.22,-0.016,,7.1,0
"Hill, Tim",SI,fastball,64,0.12,0.17,0.15,-0.016,,3.7,-0.032
"Lynch IV, Daniel",SL,breaking,32,1.55,0.96,0.95,-0.016,0.32,71.3,-0.745
"Assad, Javier",FF,fastball,30,0.04,0.18,0.17,-0.016,,2.7,0
"Skubal, Tarik",SI,fastball,37,0.32,0.21,0.19,-0.016,,4.8,-0.059
"Ashby, Aaron",SI,fastball,40,0.06,0.19,0.17,-0.016,,4.9,-0.021
"Meyer, Max",FF,fastball,41,0.05,0.24,0.23,-0.016,,2.7,0
"Bradish, Kyle",SI,fastball,72,0.1,0.19,0.17,-0.016,,8.6,0.028
"Fisher, Braydon",FF,fastball,29,0.3,0.17,0.16,-0.016,,3.6,0
"Gordon, Tanner",CH,offspeed,36,0.45,0.68,0.67,-0.016,0.34,18.2,-0.008
"Schultz, Noah",FF,fastball,52,0.35,0.22,0.21,-0.016,,3.8,0
"Martinez, Nick",SI,fastball,71,0.06,0.17,0.15,-0.017,,2.9,-0.03
"Wacha, Michael",SI,fastball,36,0.11,0.18,0.16,-0.017,,6.1,-0.009
"Strahm, Matt",FF,fastball,45,0.17,0.23,0.21,-0.017,,4.9,0
"Gallen, Zac",CH,offspeed,38,0.56,0.73,0.71,-0.017,0.28,16.3,0.014
"Elder, Bryce",FF,fastball,42,0.48,0.18,0.17,-0.017,,3.2,0
"Bachman, Sam",SL,breaking,53,2.13,1.6,1.58,-0.017,0.34,161.6,-0.677
"Ureña, Walbert",SI,fastball,41,0.3,0.19,0.18,-0.017,,3.8,0.03
"Wrobleski, Justin",FF,fastball,144,0.25,0.19,0.17,-0.018,,3.6,0
"Scott, Christian",ST,breaking,51,0.88,0.95,0.93,-0.018,0.61,147.7,-0.347
"Pfaadt, Brandon",ST,breaking,29,0.93,1.09,1.07,-0.018,0.41,141.1,-0.393
"Yesavage, Trey",FF,fastball,88,0.31,0.19,0.17,-0.018,,2.8,0
"Lugo, Seth",FC,fastball,48,0.26,0.21,0.19,-0.019,,10.8,-0.223
"Petersen, Michael",SL,breaking,27,1.25,1.62,1.6,-0.019,0.38,134.1,-0.773
"Maton, Phil",FC,fastball,34,0.16,0.31,0.29,-0.019,,29.5,-0.139
"Liberatore, Matthew",FF,fastball,63,0.18,0.21,0.19,-0.019,,2.3,0
"Ribalta, Orlando",FF,fastball,28,0.16,0.24,0.22,-0.019,,3.1,0
"Elder, Bryce",SI,fastball,34,0.2,0.19,0.17,-0.019,,9.1,-0.061
"Quantrill, Cal",SI,fastball,28,0.07,0.18,0.16,-0.02,,7.5,-0.002
"Littell, Zack",FF,fastball,60,0.33,0.19,0.17,-0.02,,3.4,0
"Webb, Logan",CH,offspeed,108,0.71,0.73,0.71,-0.02,0.18,35.6,0.05
"Phillips, Tyler",SI,fastball,30,0.02,0.18,0.16,-0.02,,6.4,0.02
"Wells, Tyler",FF,fastball,39,0.27,0.2,0.18,-0.02,,3.4,0
"Bello, Brayan",SI,fastball,45,0.15,0.18,0.16,-0.02,,5.1,0.039
"Warren, Will",CH,offspeed,29,0.88,0.74,0.72,-0.02,0.26,24.5,0.071
"Littell, Zack",ST,breaking,32,0.53,0.48,0.46,-0.021,0.69,164.9,-0.479
"Civale, Aaron",SI,fastball,31,0.13,0.17,0.15,-0.021,,6.7,-0.026
"Quintana, Jose",FF,fastball,27,0.22,0.2,0.18,-0.022,,4.4,0
"Bassitt, Chris",FC,fastball,28,0.24,0.22,0.2,-0.022,,12,-0.211
"Bachar, Lake",FF,fastball,32,0.15,0.24,0.22,-0.022,,2.7,0
"Burrows, Mike",CU,breaking,42,1.39,0.95,0.93,-0.022,0.73,172,-0.155
"Paddack, Chris",CH,offspeed,46,1.08,0.89,0.87,-0.023,0.27,35.1,-0.017
"Assad, Javier",SI,fastball,36,0.14,0.17,0.15,-0.023,,5.2,-0.006
"Ragans, Cole",FF,fastball,41,0.41,0.23,0.2,-0.023,,2.7,0
"Pallante, Andre",SL,breaking,73,0.81,0.84,0.81,-0.023,0.29,82.2,-0.49
"Mikolas, Miles",SI,fastball,33,0,0.18,0.16,-0.024,,5.9,-0.043
"Ray, Robbie",CH,offspeed,58,0.71,0.68,0.66,-0.024,0.24,7.1,-0.021
"Wacha, Michael",SL,breaking,28,1.64,0.96,0.94,-0.024,0.34,59.3,-0.7
"Manaea, Sean",ST,breaking,103,1.72,1.3,1.28,-0.024,0.74,168,-0.44
"Ober, Bailey",FF,fastball,46,0.17,0.21,0.18,-0.025,,3.1,0
"Soto, Gregory",ST,breaking,33,1.27,1.48,1.45,-0.025,0.63,154.8,-0.606
"Painter, Andrew",SL,breaking,28,1.56,1.06,1.04,-0.025,0.27,64.8,-0.467
"Corbin, Patrick",SI,fastball,34,0.05,0.19,0.16,-0.026,,3.4,-0.022
"Corbin, Patrick",SL,breaking,60,2.03,1.06,1.03,-0.026,0.52,151.9,-0.623
"Taillon, Jameson",ST,breaking,57,1.4,1.11,1.09,-0.026,0.48,147.4,-0.341
"Roupp, Landen",SI,fastball,35,0.23,0.19,0.17,-0.026,,5.5,0.023
"Fuentes, Didier",SL,breaking,29,1.74,1.38,1.36,-0.026,0.44,101.4,-0.61
"Boyd, Matthew",CH,offspeed,57,1.11,0.73,0.7,-0.027,0.5,13,-0.019
"Suter, Brent",FF,fastball,51,0.22,0.23,0.2,-0.027,,5.5,0
"Lambert, Peter",CH,offspeed,75,1.05,0.64,0.62,-0.027,0.24,19.9,0.023
"Medina, Luis",CH,offspeed,30,2.31,0.89,0.86,-0.027,0.22,14.2,-0.175
"McGreevy, Michael",SI,fastball,34,0.12,0.22,0.19,-0.027,,8.4,-0.106
"King, Michael",SI,fastball,41,0.37,0.31,0.29,-0.028,,14.3,-0.061
"Criswell, Cooper",CH,offspeed,29,0.28,0.5,0.47,-0.028,0.19,13.4,0.148
"Roupp, Landen",CH,offspeed,81,0.61,0.67,0.64,-0.028,0.21,27.4,0.018
"Lauer, Eric",CH,offspeed,30,0.07,0.66,0.63,-0.029,0.23,18.8,0.017
"Herrin, Tim",CU,breaking,32,1.72,1.29,1.26,-0.029,0.84,172.7,-0.088
"Nunez, Anthony",CH,offspeed,31,1.22,1.03,1,-0.029,0.25,65.4,-0.17
"Lord, Brad",SI,fastball,27,0.05,0.15,0.12,-0.029,,4.8,0.008
"Fedde, Erick",ST,breaking,88,0.56,0.99,0.96,-0.03,0.48,143.1,-0.197
"Littell, Zack",SI,fastball,26,0.03,0.18,0.15,-0.031,,7.5,0
"Gore, MacKenzie",CH,offspeed,50,1.63,0.95,0.92,-0.031,0.29,28.4,0.028
"Ryan, Joe",ST,breaking,46,1.04,1.43,1.39,-0.033,0.75,161,-0.375
"Lodolo, Nick",CH,offspeed,33,0.05,0.57,0.53,-0.034,0.19,8.4,-0.017
"Watson, Ryan",ST,breaking,43,1.3,0.84,0.81,-0.034,0.42,120.4,-0.573
"Suter, Brent",SI,fastball,44,0.03,0.23,0.19,-0.035,,14.4,0.117
"Manaea, Sean",SI,fastball,26,0.18,0.21,0.17,-0.035,,4.6,-0.002
"Winn, Cole",SL,breaking,35,1.53,1.83,1.8,-0.035,0.28,143.2,-0.658
"Perkins, Jack",CH,offspeed,50,1.1,0.86,0.82,-0.035,0.18,29.3,-0.005
"Rodriguez, Grayson",CH,offspeed,27,0.71,1.22,1.19,-0.036,0.37,31.7,-0.128
"Hart, Kyle",ST,breaking,31,1.61,0.96,0.93,-0.037,0.54,156.3,-0.359
"Suarez, Ranger",SI,fastball,27,0.05,0.21,0.17,-0.037,,8.2,-0.082
"Schlittler, Cam",FC,fastball,81,0.18,0.39,0.36,-0.037,,35.1,-0.274
"Pérez, Martín",SI,fastball,37,0.03,0.21,0.18,-0.038,,3.8,-0.009
"Johnson, Ryan",FC,fastball,46,0.43,0.25,0.21,-0.038,,25.5,-0.332
"Lorenzen, Michael",CU,breaking,29,0.98,1.64,1.61,-0.039,0.34,160.5,-0.358
"Nola, Aaron",CH,offspeed,32,0.91,0.76,0.72,-0.039,0.27,23.9,0.046
"Detmers, Reid",SL,breaking,125,1.78,1.26,1.22,-0.04,0.27,161,-0.594
"Roberts, Ethan",FC,fastball,25,0.15,0.33,0.29,-0.04,,12.8,-0.084
"Gaddis, Hunter",SL,breaking,41,0.92,0.71,0.67,-0.04,0.24,57.8,-0.45
"Seymour, Ian",ST,breaking,55,0.43,0.82,0.79,-0.04,0.54,102.8,-0.587
"Rogers, Trevor",CH,offspeed,67,0.17,0.78,0.73,-0.043,0.25,13,-0.014
"Montero, Keider",CH,offspeed,33,0.51,0.69,0.65,-0.043,0.3,12.2,0.033
"Milner, Hoby",FF,fastball,28,0.09,0.21,0.17,-0.044,,3.1,0
"Okert, Steven",SL,breaking,111,1.15,0.9,0.85,-0.044,0.48,128.8,-0.527
"Wheeler, Zack",FS,offspeed,58,1.75,0.97,0.92,-0.046,0.19,15.2,0.056
"Kremer, Dean",FS,offspeed,35,1.99,1.01,0.97,-0.046,0.38,9.3,-0.066
"Morejon, Adrian",SL,breaking,25,0.91,1.31,1.27,-0.046,0.32,133.9,-0.489
"Ashcraft, Braxton",CU,breaking,128,1.3,1.07,1.03,-0.046,0.54,175.9,-0.281
"López, Reynaldo",SL,breaking,57,2.21,0.86,0.81,-0.047,0.35,89.2,-0.647
"O'Brien, Riley",ST,breaking,37,2.07,1.36,1.31,-0.047,0.61,171,-0.135
"Kelly, Kevin",CH,offspeed,44,0.53,0.57,0.52,-0.047,0.26,17.1,-0.064
"Cantillo, Joey",CH,offspeed,90,1.57,1.34,1.29,-0.048,0.54,20.6,0.01
"Wells, Tyler",FC,fastball,38,0.34,0.32,0.27,-0.049,,18.2,-0.253
"Quantrill, Cal",FS,offspeed,35,0.18,0.87,0.82,-0.05,0.27,22.6,-0.052
"Feltner, Ryan",CH,offspeed,43,1.51,0.9,0.85,-0.05,0.41,5.3,-0.123
"Valdez, Framber",CU,breaking,99,1.32,0.89,0.84,-0.05,0.81,176.9,0.034
"Cantillo, Joey",CU,breaking,108,1.27,1.2,1.15,-0.05,0.7,176.7,-0.037
"Gusto, Ryan",CH,offspeed,27,0.49,0.83,0.78,-0.05,0.25,40.2,0.009
"deGrom, Jacob",SL,breaking,128,1.09,1.1,1.05,-0.052,0.23,73.7,-0.57
"Suarez, José",SL,breaking,28,0.76,0.91,0.85,-0.052,0.45,147.1,-0.56
"Fisher, Braydon",SL,breaking,60,1.13,0.71,0.65,-0.053,0.21,20.9,-0.661
"Ryan, Joe",KC,breaking,75,1.2,1.29,1.24,-0.054,0.75,168.5,-0.214
"Miller, Erik",SL,breaking,36,2.77,3.05,3,-0.054,0.48,153.5,-0.778
"Lorenzen, Michael",CH,offspeed,66,1.03,0.82,0.76,-0.055,0.36,16.3,0.037
"Gallen, Zac",SL,breaking,40,0.6,0.76,0.71,-0.055,0.19,68.6,-0.437
"Bibee, Tanner",CH,offspeed,44,1.13,1.14,1.09,-0.055,0.53,10.5,0.029
"Alcantara, Sandy",SL,breaking,30,0.32,1.02,0.96,-0.056,0.53,161,-0.717
"Woods Richardson, Simeon",FS,offspeed,33,0.35,0.83,0.78,-0.056,0.24,27.9,-0.048
"Senzatela, Antonio",FC,fastball,36,0.34,0.52,0.46,-0.06,,30.9,-0.385
"Kay, Anthony",FC,fastball,28,0.07,0.43,0.37,-0.06,,27.3,-0.456
"Eovaldi, Nathan",FC,fastball,38,0.26,0.39,0.33,-0.061,,27.7,-0.355
"Wheeler, Zack",ST,breaking,28,2.29,1.43,1.37,-0.061,0.56,174.2,-0.254
"Wells, Tyler",SL,breaking,27,1.47,0.72,0.66,-0.061,0.28,45.9,-0.513
"Elder, Bryce",SL,breaking,79,1.2,1.4,1.33,-0.062,0.35,166.3,-0.443
"Freeland, Kyle",KC,breaking,73,1.23,1.79,1.73,-0.063,0.29,170.6,-0.444
"King, Bryan",ST,breaking,25,0.16,0.91,0.85,-0.063,0.45,147.8,-0.182
"Morejon, Adrian",CH,offspeed,47,1.09,1.01,0.95,-0.066,0.2,37.2,0.025
"Perkins, Jack",ST,breaking,51,0.63,1.46,1.4,-0.066,0.38,169.3,-0.526
"Skenes, Paul",ST,breaking,38,0.91,0.96,0.9,-0.066,0.61,141.1,-0.61
"Cole, Gerrit",SL,breaking,28,0.71,0.91,0.84,-0.068,0.27,67.6,-0.684
"Gray, Sonny",ST,breaking,109,1.75,2.36,2.3,-0.068,0.27,159.3,-0.037
"Griffin, Foster",FC,fastball,72,0.1,0.3,0.23,-0.068,,33.3,-0.398
"Detmers, Reid",CU,breaking,31,1.38,0.74,0.67,-0.07,1.56,175.4,-0.075
"Martinez, Nick",FC,fastball,31,0.05,0.3,0.23,-0.072,,7.1,-0.302
"Painter, Andrew",FS,offspeed,38,0.77,0.97,0.9,-0.072,0.32,14.9,-0.15
"Rea, Colin",SL,breaking,46,0.81,0.83,0.76,-0.073,0.26,119.9,-0.592
"Muñoz, Andrés",SL,breaking,73,2.37,1.54,1.46,-0.073,0.48,133,-0.453
"Luzardo, Jesús",CH,offspeed,55,1.15,0.9,0.82,-0.073,0.41,7,-0.041
"Lauer, Eric",FC,fastball,38,0.1,0.33,0.26,-0.074,,29.6,-0.469
"Kittredge, Andrew",SL,breaking,59,1.34,0.84,0.76,-0.075,0.21,78.1,-0.431
"Mayza, Tim",SL,breaking,37,0.98,1.29,1.21,-0.075,0.28,167.6,-0.728
"Nelson, Ryne",SL,breaking,44,1,1.03,0.95,-0.078,0.27,66.1,-0.652
"Civale, Aaron",FC,fastball,51,0.45,0.44,0.36,-0.079,,35.6,-0.41
"Lambert, Peter",ST,breaking,32,0.74,0.85,0.76,-0.082,0.45,161,-0.435
"Crochet, Garrett",ST,breaking,27,1.18,1.42,1.33,-0.083,0.44,163.1,-0.367
"Martin, Davis",CU,breaking,35,3.1,1.01,0.93,-0.084,0.47,167.2,-0.099
"Gore, MacKenzie",FC,fastball,26,0.13,0.55,0.47,-0.084,,15.7,-0.382
"Silseth, Chase",FS,offspeed,39,1.57,0.82,0.74,-0.085,0.23,37.3,-0.159
"Lord, Brad",ST,breaking,33,0.27,1.14,1.05,-0.085,0.68,168.2,-0.592
"Buehler, Walker",ST,breaking,34,0.37,0.94,0.86,-0.086,0.48,121.4,-0.361
"Maton, Phil",CU,breaking,42,1.22,1.14,1.06,-0.086,0.68,158.6,0.248
"Cecconi, Slade",FC,fastball,53,0.51,0.59,0.5,-0.087,,39.6,-0.509
"Waldron, Matt",KN,other,30,0.36,1.05,0.96,-0.09,,106.5,
"Ferrer, José A.",CH,offspeed,30,1.28,1.1,1.01,-0.091,0.47,24.6,-0.026
"Harrison, Kyle",SV,breaking,78,1.3,1.67,1.58,-0.093,0.5,169.8,-0.501
"Ray, Robbie",KC,breaking,28,0.84,0.78,0.69,-0.094,0.52,173.4,-0.384
"Jones, Jared",SL,breaking,45,1.13,1.6,1.51,-0.096,0.27,111.7,-0.665
"Miles, Spencer",SL,breaking,34,0.44,1.45,1.35,-0.097,0.33,146.8,-0.602
"Bradley, Taj",FC,fastball,80,0.86,0.83,0.73,-0.098,,54.2,-0.564
"Whitlock, Garrett",CH,offspeed,32,1.02,1.15,1.05,-0.098,0.37,38.6,-0.127
"Lord, Brad",SL,breaking,37,0.1,0.88,0.78,-0.098,0.42,166.2,-0.765
"Ray, Robbie",SL,breaking,40,1.76,0.74,0.63,-0.101,0.25,22.5,-0.613
"Sheehan, Emmet",SL,breaking,91,1.35,1.05,0.95,-0.102,0.25,40.3,-0.737
"Blubaugh, AJ",ST,breaking,28,2.08,1.06,0.95,-0.102,0.47,147.2,-0.529
"Cruz, Steven",SL,breaking,29,0.2,1,0.9,-0.103,0.29,77.5,-0.496
"Uribe, Abner",SL,breaking,44,2.97,1.62,1.51,-0.103,0.42,136.2,-0.346
"Patrick, Chad",FC,fastball,46,0.25,0.58,0.48,-0.103,,83.5,-0.564
"Agnos, Zach",SL,breaking,34,1.17,0.96,0.85,-0.106,0.33,160.6,-0.471
"Quantrill, Cal",FC,fastball,32,0.26,0.6,0.49,-0.107,,34.5,-0.593
"Zeferjahn, Ryan",ST,breaking,38,1.5,1.31,1.21,-0.107,0.46,130.9,-0.296
"Alvarado, José",FC,fastball,65,1.18,0.83,0.73,-0.108,,19.3,-0.663
"Finnegan, Kyle",FS,offspeed,44,1.4,1.14,1.03,-0.109,0.27,27,-0.059
"Holton, Tyler",FC,fastball,30,0.23,0.48,0.37,-0.11,,48.2,-0.427
"Adam, Jason",SL,breaking,29,0.31,1.55,1.44,-0.111,0.32,121.8,-0.766
"Banda, Anthony",SL,breaking,53,1.67,1.47,1.36,-0.112,0.39,169.1,-0.681
"Melton, Troy",SL,breaking,41,1.92,1.05,0.94,-0.113,0.28,113.5,-0.426
"Gibson, Cade",ST,breaking,34,1.22,1.84,1.73,-0.113,0.55,161.8,-0.241
"Eovaldi, Nathan",CU,breaking,76,1.51,1.06,0.94,-0.115,0.83,173.6,-0.135
"Pérez, Cionel",SV,breaking,38,1.6,1.61,1.49,-0.116,0.52,171.7,-0.415
"McDonald, Trevor",CH,offspeed,31,0.95,1.02,0.9,-0.118,0.3,4.1,0.007
"Holderman, Colin",ST,breaking,42,1.94,1.25,1.13,-0.121,0.41,152.3,-0.442
"Keller, Mitch",CU,breaking,26,1.41,0.91,0.79,-0.125,0.69,176.5,0.067
"Alcantara, Sandy",FC,fastball,40,0.55,0.7,0.58,-0.126,,32,-0.608
"Baz, Shane",FC,fastball,29,0.18,0.72,0.59,-0.128,,30,-0.52
"Bradish, Kyle",SL,breaking,75,1.46,1.27,1.14,-0.128,0.29,131.4,-0.297
"Misiorowski, Jacob",CU,breaking,53,1.49,1.77,1.64,-0.13,0.32,173.3,-0.213
"Strider, Spencer",SL,breaking,31,1.18,1.33,1.2,-0.131,0.5,42,-0.64
"Scott, Tanner",SL,breaking,65,1.15,1.07,0.94,-0.133,0.23,93.6,-0.512
"Brown, Hunter",KC,breaking,28,0.81,1.26,1.13,-0.133,0.55,170.7,-0.093
"Roberts, Ethan",ST,breaking,25,0.93,1.02,0.89,-0.134,0.38,149,-0.066
"Skenes, Paul",SL,breaking,30,1.2,1.24,1.1,-0.134,0.35,125.4,-0.712
"Hader, Josh",SL,breaking,26,2.93,2.6,2.47,-0.136,0.3,114.8,-0.859
"Romano, Jordan",SL,breaking,32,2.11,1.36,1.22,-0.14,0.41,141.1,-0.554
"Sproat, Brandon",ST,breaking,35,1.54,1.2,1.06,-0.14,0.35,159.1,-0.387
"Sasaki, Roki",FO,offspeed,34,0.6,1.79,1.65,-0.144,0.5,81.2,
"Liberatore, Matthew",CU,breaking,55,0.87,1.63,1.48,-0.148,0.63,175.6,-0.09
"Moll, Sam",ST,breaking,49,1.95,1.79,1.64,-0.152,0.57,161,-0.21
"Sasaki, Roki",FS,offspeed,95,0.62,1.25,1.09,-0.154,0.26,30.3,-0.132
"Festa, Matt",ST,breaking,37,0.96,1.2,1.04,-0.155,0.39,135.8,-0.086
"Bibee, Tanner",FC,fastball,53,0.6,1,0.85,-0.156,,108.3,-0.594
"Tolle, Payton",FC,fastball,46,0.31,0.97,0.81,-0.156,,41.4,-0.551
"Harris, Hogan",CU,breaking,33,1.09,1.17,1.01,-0.158,1.29,172,-0.037
"Ramírez, Yohan",CU,breaking,27,0.69,1.71,1.55,-0.159,0.47,172.5,-0.065
"Faucher, Calvin",ST,breaking,31,0.97,1.29,1.13,-0.16,0.27,168.9,-0.26
"Meyer, Max",SL,breaking,60,1.03,1.98,1.82,-0.161,0.19,139.8,-0.696
"Fairbanks, Pete",FC,fastball,31,1.29,0.98,0.82,-0.162,,107.4,-0.612
"Kay, Anthony",SL,breaking,34,1.9,1.07,0.91,-0.163,0.26,162.1,-0.486
"Rasmussen, Drew",FC,fastball,69,0.9,1,0.83,-0.165,,78.3,-0.576
"Newcomb, Sean",SV,breaking,47,0.42,0.72,0.55,-0.166,0.51,176.3,-0.268
"Stanek, Ryne",SL,breaking,26,1.74,1.46,1.29,-0.168,0.33,148,-0.781
"Burns, Chase",SL,breaking,125,2.26,1.28,1.11,-0.169,0.21,78.4,-0.683
"Myers, Tobias",FS,offspeed,37,0.91,1.73,1.56,-0.172,0.66,4.7,-0.24
"Wacha, Michael",CH,offspeed,92,0.7,1.09,0.91,-0.173,0.57,39.3,-0.2
"Prielipp, Connor",CU,breaking,42,1.38,1.71,1.54,-0.174,0.44,175.7,-0.261
"Gallen, Zac",KC,breaking,62,0.21,1.34,1.17,-0.176,0.47,164.7,-0.192
"Gibson, Trey",SL,breaking,34,1.13,1.78,1.6,-0.176,0.25,173.2,-0.425
"Woo, Bryan",SL,breaking,40,0.78,1.03,0.85,-0.177,0.23,92.6,-0.754
"Luzardo, Jesús",ST,breaking,141,2.07,2.33,2.15,-0.181,0.45,155.9,-0.594
"Ashby, Aaron",CU,breaking,31,2.88,2.56,2.38,-0.182,0.63,172.7,0.047
"Ginn, J.T.",SL,breaking,58,1.17,1.74,1.56,-0.184,0.26,172.6,-0.414
"Bender, Anthony",ST,breaking,61,1.41,1.02,0.83,-0.187,0.83,169.4,-0.157
