player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Taillon, Jameson",FF,fastball,152,0.26,0.17,0.18,0.003,,3.4,0
"deGrom, Jacob",FF,fastball,397,0.23,0.24,0.24,0.003,,2.8,0
"Rucker, Michael",FF,fastball,63,0.28,0.2,0.2,0.003,,3.5,0
"Anderson, Drew",FF,fastball,221,0.2,0.19,0.19,0.003,,4.2,0
"Iglesias, Raisel",FF,fastball,125,0.24,0.18,0.18,0.003,,7.6,0
"Alexander, Tyler",FF,fastball,54,0.34,0.17,0.17,0.003,,3,0
"Soroka, Michael",FF,fastball,208,0.13,0.22,0.22,0.003,,3.3,0
"Hoffman, Jeff",FF,fastball,131,0.19,0.24,0.25,0.003,,3.6,0
"Ferguson, Caleb",SI,fastball,57,0.23,0.17,0.17,0.003,,5.9,0.003
"De Los Santos, Enyel",FF,fastball,203,0.15,0.17,0.18,0.003,,2.9,0
"Irvin, Jake",FF,fastball,124,0.23,0.19,0.19,0.003,,3.4,0
"Gallen, Zac",FF,fastball,239,0.05,0.16,0.16,0.003,,5.3,0
"Rolison, Ryan",FF,fastball,111,0.11,0.19,0.19,0.003,,4.9,0
"May, Dustin",FF,fastball,194,0.15,0.21,0.21,0.003,,3.1,0
"Lee, Dylan",FF,fastball,115,0.13,0.18,0.19,0.003,,2.5,0
"Mlodzinski, Carmen",FF,fastball,197,0.18,0.17,0.17,0.003,,3.1,0
"Melton, Troy",SI,fastball,40,0.47,0.16,0.16,0.003,,3.2,0.025
"Karinchak, James",FF,fastball,41,0.21,0.19,0.19,0.003,,4.1,0
"Perkins, Jack",FF,fastball,196,0.13,0.18,0.19,0.003,,3.6,0
"Backhus, Kyle",SI,fastball,77,0.09,0.22,0.23,0.003,,3.6,0
"Vásquez, Randy",SI,fastball,95,0.09,0.15,0.15,0.003,,4,-0.026
"Leahy, Kyle",FF,fastball,177,0.19,0.18,0.18,0.003,,3.5,0
"Warren, Austin",FF,fastball,45,0.58,0.19,0.2,0.003,,3.7,0
"Leiter, Jack",FF,fastball,260,0.2,0.23,0.24,0.003,,2.8,0
"Franco, Jose",FF,fastball,72,0.04,0.18,0.18,0.003,,3.9,0
"Lord, Brad",SI,fastball,129,0.16,0.13,0.13,0.003,,4.7,0.008
"Eovaldi, Nathan",FF,fastball,103,0.16,0.17,0.17,0.002,,3.1,0
"Hader, Josh",SI,fastball,115,0.27,0.2,0.2,0.002,,2.8,0
"Sulser, Cole",FF,fastball,185,0.12,0.18,0.18,0.002,,2.3,0
"Loáisiga, Jonathan",FF,fastball,46,0.11,0.22,0.22,0.002,,5.3,0
"Santana, Dennis",FF,fastball,97,0.09,0.19,0.19,0.002,,3.5,0
"Ginkel, Kevin",FF,fastball,147,0.11,0.2,0.2,0.002,,3,0
"Griffin, Foster",FF,fastball,113,0.15,0.16,0.16,0.002,,3.4,0
"Keller, Mitch",FF,fastball,281,0.14,0.18,0.18,0.002,,2.9,0
"Gil, Luis",FF,fastball,59,0.07,0.21,0.21,0.002,,4.4,0
"Martin, Davis",FF,fastball,223,0.24,0.19,0.19,0.002,,4.4,0
"Woodford, Jake",SI,fastball,57,0.06,0.16,0.17,0.002,,3.4,0
"Singer, Brady",SI,fastball,354,0.14,0.16,0.16,0.002,,7.5,0.042
"Medina, Luis",SI,fastball,93,0.13,0.19,0.19,0.002,,4.3,0.016
"Liberatore, Matthew",FF,fastball,264,0.12,0.16,0.16,0.002,,2.9,0
"Watson, Ryan",FF,fastball,91,0.18,0.18,0.18,0.002,,3.4,0
"Garcia, Rico",FF,fastball,99,0.14,0.21,0.21,0.002,,2.9,0
"Bradley, Taj",FF,fastball,443,0.1,0.2,0.2,0.002,,2.9,0
"Melton, Troy",FF,fastball,158,0.19,0.19,0.2,0.002,,3.5,0
"Junk, Janson",FF,fastball,194,0.09,0.18,0.19,0.002,,5.3,0
"Imanaga, Shota",FF,fastball,364,0.14,0.2,0.2,0.002,,3.1,0
"Gamboa, Alec",FF,fastball,55,0.17,0.18,0.19,0.002,,3.4,0
"Elder, Bryce",FF,fastball,153,0.2,0.15,0.15,0.002,,3.1,0
"Natera Jr., Samy",FF,fastball,141,0.32,0.19,0.19,0.002,,3.4,0
"Davis, Tyler",FF,fastball,120,0.24,0.22,0.22,0.002,,2.8,0
"Blubaugh, AJ",ST,breaking,117,2.07,1.19,1.19,0.002,0.47,147.5,-0.529
"Fermin, José",SI,fastball,76,0.22,0.18,0.18,0.002,,3.5,0.002
"Armstrong, Shawn",FF,fastball,97,0.17,0.16,0.16,0.001,,3.6,0
"Cole, Gerrit",SL,breaking,104,0.81,1.08,1.08,0.001,0.27,68,-0.684
"Wheeler, Zack",FF,fastball,274,0.29,0.24,0.24,0.001,,2.8,0
"Adam, Jason",FF,fastball,61,0.08,0.21,0.21,0.001,,4.5,0
"Rodriguez, Eduardo",FF,fastball,375,0.21,0.17,0.17,0.001,,3.5,0
"Bassitt, Chris",SI,fastball,165,0.16,0.16,0.16,0.001,,4.2,0.03
"Woodruff, Brandon",FF,fastball,149,0.26,0.18,0.18,0.001,,3.5,0
"Lugo, Seth",FC,fastball,172,0.22,0.21,0.21,0.001,,11.8,-0.223
"Sugano, Tomoyuki",FF,fastball,163,0.14,0.17,0.17,0.001,,3.5,0
"Ferguson, Tyler",FF,fastball,48,0.21,0.18,0.18,0.001,,4.9,0
"Jax, Griffin",FF,fastball,108,0.26,0.24,0.24,0.001,,2.7,0
"Cease, Dylan",FF,fastball,334,0.23,0.25,0.25,0.001,,3.6,0
"Rasmussen, Drew",FF,fastball,244,0.26,0.24,0.24,0.001,,2.8,0
"Ryan, Joe",FF,fastball,453,0.24,0.19,0.19,0.001,,3.9,0
"Waldron, Matt",FF,fastball,58,0.21,0.16,0.16,0.001,,4.3,0
"Santillan, Tony",FF,fastball,155,0.19,0.18,0.18,0.001,,3.8,0
"Kremer, Dean",FF,fastball,58,0.13,0.16,0.16,0.001,,3.5,0
"Lodolo, Nick",SI,fastball,121,0.08,0.21,0.21,0.001,,3.3,0.002
"Soriano, George",FF,fastball,99,0.18,0.18,0.18,0.001,,3.3,0
"Kilian, Caleb",FF,fastball,163,0.14,0.21,0.21,0.001,,3.5,0
"Myers, Tobias",FF,fastball,183,0.14,0.17,0.17,0.001,,2.8,0
"Gilbert, Logan",FF,fastball,404,0.18,0.19,0.19,0.001,,3.8,0
"Englert, Mason",FF,fastball,49,0.18,0.16,0.16,0.001,,2.3,0
"Dreyer, Jack",FF,fastball,150,0.29,0.23,0.23,0.001,,2.6,0
"Bibee, Tanner",FF,fastball,191,0.18,0.15,0.15,0.001,,5.1,0
"Vest, Will",FF,fastball,100,0.1,0.18,0.18,0.001,,3.3,0
"Marinaccio, Ron",FF,fastball,188,0.29,0.17,0.17,0.001,,3.4,0
"Scott, Christian",FF,fastball,292,0.29,0.21,0.21,0.001,,3.4,0
"Bidois, Brandan",FF,fastball,89,0.37,0.21,0.22,0.001,,3,0
"Bigge, Hunter",FF,fastball,68,0.13,0.22,0.22,0.001,,3.7,0
"Kochanowicz, Jack",FF,fastball,111,0.17,0.18,0.18,0.001,,5.2,0
"Young, Brandon",FF,fastball,321,0.17,0.16,0.17,0.001,,3.4,0
"Kelly, Kevin",CH,offspeed,95,0.47,0.64,0.64,0.001,0.26,16.6,-0.064
"Headrick, Brent",FF,fastball,214,0.19,0.2,0.2,0.001,,2.8,0
"Morgan, David",FF,fastball,66,0.32,0.25,0.25,0.001,,4.4,0
"Nunez, Anthony",FF,fastball,99,0.19,0.28,0.28,0.001,,4.3,0
"Beeter, Clayton",FF,fastball,107,0.21,0.21,0.21,0.001,,2.8,0
"Hoffmann, Andrew",FF,fastball,45,0.09,0.17,0.17,0.001,,4.2,0
"Miller, Mason",FF,fastball,164,0.41,0.29,0.3,0.001,,3.8,0
"Hoppe, Alex",FF,fastball,74,0.23,0.22,0.22,0.001,,4.5,0
"Adams, Travis",FF,fastball,66,0.08,0.18,0.19,0.001,,3.9,0
"Messick, Parker",FF,fastball,346,0.3,0.18,0.18,0.001,,2.9,0
"Thornton, Zac",FF,fastball,50,0.12,0.17,0.17,0.001,,3.6,0
"Schweitzer, Tyler",FF,fastball,70,0.14,0.21,0.21,0.001,,4.3,0
"Yates, Kirby",FF,fastball,145,0.25,0.17,0.17,0,,5.9,0
"Kimbrel, Craig",FF,fastball,191,0.28,0.19,0.19,0,,3.3,0
"Ray, Robbie",FF,fastball,347,0.22,0.18,0.18,0,,3.1,0
"Woodruff, Brandon",SI,fastball,64,0.1,0.15,0.15,0,,6.2,0.002
"Buehler, Walker",FF,fastball,125,0.06,0.17,0.17,0,,3.4,0
"Strahm, Matt",SI,fastball,42,0.05,0.19,0.19,0,,3.1,-0.004
"Finnegan, Kyle",FF,fastball,164,0.19,0.19,0.19,0,,2.8,0
"Brogdon, Connor",FF,fastball,63,0.24,0.18,0.18,0,,4.1,0
"Jax, Griffin",SI,fastball,132,0.23,0.23,0.23,0,,3.4,-0.042
"De Jesus, Enmanuel",FF,fastball,94,0.16,0.18,0.18,0,,2.4,0
"Abreu, Bryan",FF,fastball,115,0.23,0.18,0.18,0,,3.2,0
"Cease, Dylan",SI,fastball,74,0.24,0.19,0.19,0,,4.9,-0.06
"Rangel, Alan",FF,fastball,81,0.03,0.17,0.17,0,,2.7,0
"Mize, Casey",SI,fastball,75,0.1,0.14,0.14,0,,4.2,-0.005
"Harris, Hogan",FF,fastball,241,0.19,0.19,0.19,0,,3.4,0
"Paddack, Chris",FF,fastball,168,0.09,0.15,0.15,0,,2.4,0
"Cabrera, Edward",SI,fastball,129,0.05,0.16,0.16,0,,3.2,-0.031
"Lodolo, Nick",FF,fastball,130,0.16,0.21,0.21,0,,2.9,0
"Nance, Tommy",SI,fastball,75,0.1,0.17,0.17,0,,3.4,0
"Baz, Shane",FF,fastball,292,0.15,0.21,0.21,0,,2.8,0
"Baz, Shane",SI,fastball,76,0.06,0.16,0.16,0,,3.5,-0.015
"Liberatore, Matthew",SI,fastball,76,0.07,0.16,0.16,0,,4,-0.029
"Scholtens, Jesse",FF,fastball,56,0.3,0.17,0.17,0,,2.7,0
"Bednar, David",FF,fastball,168,0.17,0.2,0.2,0,,3.2,0
"Richards, Trevor",FF,fastball,226,0.08,0.14,0.14,0,,2.9,0
"Bido, Osvaldo",FF,fastball,41,0.14,0.18,0.18,0,,2.7,0
"Strider, Spencer",FF,fastball,156,0.1,0.19,0.19,0,,2.6,0
"Bolton, Cody",FF,fastball,46,0.17,0.19,0.19,0,,4.6,0
"Mattson, Isaac",FF,fastball,226,0.16,0.19,0.19,0,,3.2,0
"Ashby, Aaron",SI,fastball,231,0.28,0.2,0.2,0,,4.1,-0.021
"Nardi, Andrew",FF,fastball,90,0.43,0.21,0.21,0,,3.6,0
"Cecconi, Slade",FF,fastball,211,0.23,0.17,0.17,0,,2.6,0
"Hill, Jaden",FF,fastball,76,0.28,0.22,0.22,0,,3.1,0
"Teng, Kai-Wei",FF,fastball,145,0.14,0.2,0.2,0,,5,0
"Bowlan, Jonathan",FF,fastball,134,0.35,0.22,0.22,0,,2.6,0
"Weiss, Ryan",FF,fastball,93,0.1,0.21,0.21,0,,2.9,0
"Vásquez, Randy",FF,fastball,247,0.14,0.19,0.19,0,,2.9,0
"Arrighetti, Spencer",FF,fastball,199,0.2,0.2,0.2,0,,3.4,0
"Burrows, Mike",FF,fastball,199,0.09,0.16,0.16,0,,3.5,0
"Fernandez, Ryan",SL,breaking,55,2,1.09,1.09,0,0.29,91.3,-0.749
"Sisk, Evan",FF,fastball,55,0.31,0.2,0.2,0,,4,0
"Cornelio, Riley",FF,fastball,84,0.09,0.2,0.2,0,,3.4,0
"Jones, Jared",FF,fastball,168,0.33,0.28,0.28,0,,3.9,0
"Gaddis, Hunter",FF,fastball,111,0.22,0.17,0.17,0,,3.3,0
"Painter, Andrew",FF,fastball,173,0.09,0.18,0.18,0,,3.6,0
"Woo, Bryan",FF,fastball,441,0.22,0.2,0.2,0,,3.6,0
"Patrick, Chad",FF,fastball,164,0.29,0.19,0.19,0,,3.4,0
"Rivera, Eduardo",FF,fastball,54,0.21,0.19,0.19,0,,4.5,0
"Ritchie, JR",CU,breaking,101,0.87,1.16,1.16,0,0.46,177.5,0.035
"Matthews, Zebby",FF,fastball,207,0.1,0.17,0.17,0,,3.8,0
"Scherzer, Max",FF,fastball,122,0.1,0.17,0.16,-0.001,,3.3,0
"García, Luis",SI,fastball,62,0.11,0.16,0.16,-0.001,,4.1,0
"Cruz, Fernando",FF,fastball,91,0.11,0.15,0.15,-0.001,,3.5,0
"Sale, Chris",SI,fastball,72,0.06,0.17,0.17,-0.001,,2.7,-0.018
"Gray, Sonny",SI,fastball,158,0.14,0.2,0.2,-0.001,,11.5,0.031
"Lorenzen, Michael",FF,fastball,174,0.06,0.18,0.18,-0.001,,4.9,0
"Corbin, Patrick",FF,fastball,76,0.1,0.16,0.16,-0.001,,2.9,0
"Gausman, Kevin",FF,fastball,533,0.13,0.17,0.17,-0.001,,3.2,0
"Ray, Robbie",SI,fastball,106,0.11,0.16,0.16,-0.001,,5.8,0.003
"Rodón, Carlos",FF,fastball,168,0.23,0.19,0.19,-0.001,,2.8,0
"Martinez, Nick",FF,fastball,97,0.09,0.15,0.15,-0.001,,3.5,0
"Giolito, Lucas",FF,fastball,88,0.21,0.15,0.15,-0.001,,2.7,0
"Quantrill, Cal",FF,fastball,71,0.15,0.15,0.15,-0.001,,2.9,0
"Castillo, Luis",FF,fastball,418,0.24,0.18,0.18,-0.001,,3.1,0
"López, Reynaldo",FF,fastball,322,0.14,0.16,0.16,-0.001,,2.9,0
"Alcantara, Sandy",SI,fastball,283,0.12,0.17,0.17,-0.001,,2.2,-0.003
"Holmes, Grant",FC,fastball,65,0.19,0.21,0.21,-0.001,,5.1,-0.199
"Peterson, David",FF,fastball,167,0.16,0.17,0.17,-0.001,,4.7,0
"Falter, Bailey",FF,fastball,41,0.07,0.17,0.17,-0.001,,3.1,0
"Lambert, Peter",FF,fastball,257,0.22,0.15,0.15,-0.001,,2.4,0
"Assad, Javier",FF,fastball,109,0.12,0.15,0.15,-0.001,,3.2,0
"Gore, MacKenzie",FF,fastball,483,0.19,0.2,0.2,-0.001,,2.9,0
"Morgan, Eli",FF,fastball,53,0.08,0.16,0.16,-0.001,,3.5,0
"Kirby, George",FF,fastball,319,0.21,0.19,0.19,-0.001,,2.4,0
"Holderman, Colin",SI,fastball,143,0.31,0.2,0.19,-0.001,,3.2,0.06
"Foster, Cameron",FF,fastball,47,0.12,0.24,0.24,-0.001,,2.3,0
"Montero, Keider",SI,fastball,165,0.07,0.14,0.14,-0.001,,3.7,-0.006
"Senga, Kodai",FF,fastball,131,0.16,0.2,0.19,-0.001,,3.2,0
"Heuer, Codi",FF,fastball,45,0.13,0.23,0.23,-0.001,,3.6,0
"Brown, Ben",FF,fastball,168,0.16,0.18,0.17,-0.001,,4.1,0
"Crochet, Garrett",FF,fastball,88,0.18,0.22,0.22,-0.001,,5,0
"Hill, Jaden",SI,fastball,48,0.08,0.18,0.18,-0.001,,2.7,0.029
"Orze, Eric",FF,fastball,71,0.03,0.17,0.17,-0.001,,2.9,0
"Rodriguez, Grayson",FF,fastball,222,0.08,0.2,0.2,-0.001,,3.6,0
"Madden, Ty",FF,fastball,77,0.2,0.16,0.15,-0.001,,4.7,0
"Murray, Jayden",FF,fastball,85,0.38,0.21,0.2,-0.001,,3.1,0
"Fernandez, Ryan",FF,fastball,41,0.18,0.16,0.16,-0.001,,2.4,0
"Sabrowski, Erik",FF,fastball,161,0.41,0.24,0.24,-0.001,,2.8,0
"Funderburk, Kody",FC,fastball,77,0.37,0.2,0.2,-0.001,,13.1,-0.132
"Lopez, Jacob",FF,fastball,189,0.25,0.2,0.2,-0.001,,4.1,0
"Miller, Bryce",FF,fastball,235,0.16,0.25,0.25,-0.001,,3.5,0
"Agnos, Zach",FF,fastball,122,0.11,0.18,0.17,-0.001,,3.5,0
"Tolle, Payton",FF,fastball,371,0.31,0.21,0.21,-0.001,,3.5,0
"Boyd, Matthew",FF,fastball,251,0.19,0.19,0.18,-0.002,,3.5,0
"Milner, Hoby",CH,offspeed,40,0.41,0.66,0.66,-0.002,0.29,14.2,-0.002
"Kikuchi, Yusei",FF,fastball,90,0.25,0.2,0.2,-0.002,,4.4,0
"Houser, Adrian",FF,fastball,128,0.21,0.19,0.18,-0.002,,3.7,0
"Lugo, Seth",FF,fastball,117,0.1,0.17,0.17,-0.002,,4.4,0
"Senzatela, Antonio",FF,fastball,173,0.31,0.2,0.19,-0.002,,4.4,0
"Severino, Luis",SI,fastball,118,0.1,0.15,0.15,-0.002,,3.2,-0.01
"Manaea, Sean",FF,fastball,299,0.2,0.19,0.19,-0.002,,3.9,0
"Santana, Dennis",SI,fastball,43,0.09,0.16,0.16,-0.002,,4.2,-0.013
"King, Michael",FF,fastball,162,0.2,0.17,0.17,-0.002,,4.5,0
"Beeks, Jalen",FF,fastball,105,0.14,0.17,0.17,-0.002,,3.3,0
"Hentges, Sam",FF,fastball,54,0.41,0.18,0.18,-0.002,,3.5,0
"Holmes, Grant",FF,fastball,228,0.1,0.16,0.16,-0.002,,3.4,0
"Latz, Jacob",FF,fastball,235,0.21,0.2,0.2,-0.002,,2.3,0
"Mize, Casey",FF,fastball,196,0.23,0.17,0.17,-0.002,,2.8,0
"Zeferjahn, Ryan",FF,fastball,91,0.45,0.22,0.22,-0.002,,4.2,0
"Ginn, J.T.",FF,fastball,87,0.14,0.17,0.17,-0.002,,4,0
"Ramírez, Yohan",FF,fastball,114,0.3,0.23,0.23,-0.002,,3.4,0
"Smith, Cade",FF,fastball,260,0.3,0.22,0.21,-0.002,,2.8,0
"Montero, Keider",FF,fastball,230,0.1,0.15,0.15,-0.002,,3.3,0
"Mejia, Juan",FF,fastball,215,0.22,0.23,0.23,-0.002,,4.2,0
"Zuber, Tyler",FF,fastball,57,0.25,0.2,0.2,-0.002,,3.3,0
"Sears, JP",FF,fastball,93,0.12,0.18,0.18,-0.002,,2.7,0
"Winn, Keaton",FF,fastball,55,0.12,0.19,0.19,-0.002,,2.9,0
"Cavalli, Cade",FF,fastball,324,0.17,0.19,0.19,-0.002,,5.2,0
"Rocker, Kumar",FF,fastball,88,0.18,0.16,0.16,-0.002,,3.9,0
"Silseth, Chase",FF,fastball,131,0.31,0.19,0.19,-0.002,,3.9,0
"Burrows, Mike",SI,fastball,120,0.12,0.13,0.13,-0.002,,2.9,0.014
"Leahy, Kyle",SI,fastball,96,0.05,0.16,0.16,-0.002,,3.8,-0.035
"Brown, Hunter",FF,fastball,101,0.21,0.19,0.18,-0.002,,4.4,0
"Varland, Louis",FF,fastball,183,0.28,0.22,0.22,-0.002,,3.6,0
"Ribalta, Orlando",FF,fastball,83,0.29,0.25,0.25,-0.002,,3.6,0
"Kerkering, Orion",FF,fastball,100,0.45,0.21,0.2,-0.002,,2.4,0
"Klein, Will",FF,fastball,149,0.14,0.21,0.21,-0.002,,3.1,0
"Skenes, Paul",SI,fastball,83,0.1,0.17,0.17,-0.002,,4.6,-0.011
"McGreevy, Michael",FF,fastball,207,0.08,0.16,0.15,-0.002,,3.3,0
"Cameron, Noah",FF,fastball,226,0.11,0.17,0.17,-0.002,,4.3,0
"Morris, Andrew",FF,fastball,188,0.16,0.18,0.18,-0.002,,2.7,0
"Blubaugh, AJ",FF,fastball,295,0.18,0.17,0.17,-0.002,,3,0
"Cole, Gerrit",FF,fastball,234,0.22,0.19,0.19,-0.003,,3.3,0
"Mikolas, Miles",FF,fastball,216,0.11,0.15,0.15,-0.003,,3.7,0
"Rodriguez, Eduardo",SI,fastball,84,0.02,0.16,0.16,-0.003,,4.7,-0.01
"Banda, Anthony",FF,fastball,68,0.12,0.18,0.18,-0.003,,3.4,0
"Severino, Luis",FF,fastball,113,0.21,0.19,0.19,-0.003,,3.2,0
"Mayza, Tim",SI,fastball,209,0.25,0.18,0.17,-0.003,,3,-0.026
"Soto, Gregory",FF,fastball,65,0.2,0.23,0.22,-0.003,,4,0
"Canning, Griffin",FF,fastball,120,0.16,0.17,0.16,-0.003,,3.5,0
"Webb, Logan",FF,fastball,110,0.15,0.18,0.17,-0.003,,3.6,0
"Martin, Davis",SI,fastball,172,0.09,0.16,0.15,-0.003,,4.8,-0.064
"Hudson, Bryan",FF,fastball,249,0.2,0.21,0.21,-0.003,,5.3,0
"Sandoval, Patrick",FF,fastball,44,0.48,0.17,0.17,-0.003,,3.5,0
"Cabrera, Edward",FF,fastball,74,0.23,0.18,0.18,-0.003,,3.3,0
"Legumina, Casey",SI,fastball,70,0.06,0.15,0.15,-0.003,,3.3,0.003
"Cruz, Steven",FF,fastball,175,0.3,0.21,0.21,-0.003,,4.4,0
"Ashcraft, Braxton",FF,fastball,291,0.13,0.21,0.2,-0.003,,3.8,0
"Burke, Sean",FF,fastball,392,0.22,0.25,0.25,-0.003,,4.2,0
"Arrighetti, Spencer",SI,fastball,57,0.07,0.15,0.14,-0.003,,3.7,0.033
"Herrin, Tim",FF,fastball,50,0.52,0.21,0.21,-0.003,,3.7,0
"Mey, Luis",SI,fastball,45,0.46,0.22,0.22,-0.003,,5,0
"Gordon, Tanner",FF,fastball,186,0.16,0.14,0.14,-0.003,,2.3,0
"Johnson, Seth",FF,fastball,65,0.27,0.23,0.23,-0.003,,2.3,0
"Sproat, Brandon",FF,fastball,192,0.21,0.18,0.18,-0.003,,3.3,0
"Schultz, Paxton",FF,fastball,97,0.11,0.15,0.15,-0.003,,2.6,0
"Sandlin, David",FF,fastball,46,0.14,0.2,0.19,-0.003,,3.3,0
"Taylor, Grant",FF,fastball,220,0.4,0.25,0.24,-0.003,,3.8,0
"Woo, Bryan",ST,breaking,116,1.94,1.5,1.49,-0.003,0.45,160,-0.481
"Schlittler, Cam",FF,fastball,507,0.37,0.25,0.25,-0.003,,3.7,0
"Seymour, Ian",FF,fastball,169,0.19,0.17,0.16,-0.003,,5.1,0
"Skenes, Paul",FF,fastball,455,0.32,0.2,0.19,-0.003,,2.8,0
"Lowder, Rhett",FF,fastball,127,0.12,0.16,0.15,-0.003,,3.1,0
"Ahlstrom, Robby",FF,fastball,52,0.28,0.17,0.17,-0.003,,3.8,0
"Jump, Gage",FF,fastball,265,0.21,0.22,0.22,-0.003,,2.4,0
"Bachman, Sam",SI,fastball,85,0.17,0.23,0.23,-0.003,,2.6,0.009
"Chandler, Bubba",FF,fastball,408,0.17,0.25,0.24,-0.003,,4.6,0
"Povich, Cade",FF,fastball,67,0.16,0.2,0.2,-0.003,,3.5,0
"Farris, Mitch",FF,fastball,132,0.09,0.17,0.16,-0.003,,2.7,0
"Eovaldi, Nathan",SI,fastball,77,0.02,0.14,0.13,-0.004,,4.2,-0.017
"Johnson, Pierce",FF,fastball,77,0.25,0.18,0.17,-0.004,,3.4,0
"Springs, Jeffrey",CH,offspeed,221,1.74,1.98,1.98,-0.004,0.49,20,-0.04
"Martinez, Nick",SI,fastball,243,0.05,0.14,0.13,-0.004,,2.7,-0.03
"Bummer, Aaron",SI,fastball,42,0.22,0.15,0.15,-0.004,,2.9,0.025
"Enns, Dietrich",FF,fastball,85,0.18,0.17,0.16,-0.004,,3.1,0
"Waguespack, Jacob",FF,fastball,75,0.2,0.17,0.17,-0.004,,2.8,0
"Sewald, Paul",FF,fastball,185,0.2,0.26,0.25,-0.004,,2.8,0
"Brazobán, Huascar",SI,fastball,183,0.32,0.18,0.18,-0.004,,3.7,-0.036
"Suarez, Ranger",FF,fastball,116,0.15,0.16,0.15,-0.004,,3.7,0
"Iglesias, Raisel",CH,offspeed,130,1.38,0.79,0.78,-0.004,0.25,16.5,-0.008
"Civale, Aaron",FF,fastball,90,0.12,0.17,0.17,-0.004,,3.3,0
"Megill, Trevor",FF,fastball,187,0.28,0.24,0.23,-0.004,,3.2,0
"Ohtani, Shohei",FF,fastball,318,0.28,0.26,0.26,-0.004,,3.6,0
"Muñoz, Andrés",FF,fastball,108,0.25,0.24,0.24,-0.004,,4.5,0
"Pearson, Nate",FF,fastball,73,0.23,0.22,0.22,-0.004,,3.2,0
"Phillips, Tyler",FF,fastball,63,0.08,0.18,0.17,-0.004,,4.9,0
"Soriano, José",FF,fastball,210,0.17,0.19,0.19,-0.004,,4.8,0
"Greene, Hunter",FF,fastball,91,0.19,0.23,0.22,-0.004,,4.6,0
"Williams, Gavin",FF,fastball,244,0.34,0.2,0.2,-0.004,,3.5,0
"Hall, DL",SI,fastball,68,0.08,0.2,0.2,-0.004,,5,-0.005
"Montero, Keider",CH,offspeed,106,0.97,0.87,0.87,-0.004,0.3,12.9,0.033
"Drohan, Shane",FF,fastball,174,0.37,0.21,0.2,-0.004,,3.7,0
"Sanders, Cam",FF,fastball,44,0.33,0.25,0.24,-0.004,,3.4,0
"Brown, Ben",SI,fastball,88,0.1,0.17,0.16,-0.004,,5.3,-0.001
"Ashcraft, Braxton",FS,offspeed,40,0.27,0.72,0.72,-0.004,0.15,5.3,-0.011
"Wrobleski, Justin",FF,fastball,414,0.23,0.21,0.21,-0.004,,3.4,0
"Henriquez, Edgardo",FF,fastball,104,0.38,0.28,0.28,-0.004,,3.4,0
"Kent, Zak",FF,fastball,58,0.04,0.31,0.3,-0.004,,4.6,0
"Agnos, Zach",SI,fastball,69,0.06,0.15,0.14,-0.004,,6.9,-0.036
"Kerkering, Orion",SI,fastball,61,0.13,0.17,0.17,-0.004,,2.7,-0.019
"Pérez, Eury",SI,fastball,126,0.27,0.26,0.26,-0.004,,3.9,0.006
"Painter, Andrew",SI,fastball,66,0.06,0.15,0.15,-0.004,,3.6,-0.019
"Miles, Spencer",FF,fastball,90,0.27,0.19,0.18,-0.004,,3.2,0
"Graceffo, Gordon",FF,fastball,141,0.04,0.16,0.16,-0.004,,3.4,0
"Morales, Luis",FF,fastball,54,0.09,0.22,0.21,-0.004,,4.3,0
"Quintana, Jose",FF,fastball,106,0.19,0.17,0.16,-0.005,,4,0
"Quintana, Jose",SI,fastball,47,0.07,0.16,0.16,-0.005,,5,0.038
"Matz, Steven",SI,fastball,208,0.17,0.18,0.17,-0.005,,2.3,0
"Stanek, Ryne",FF,fastball,197,0.21,0.21,0.2,-0.005,,3.4,0
"Taillon, Jameson",SI,fastball,49,0.2,0.15,0.14,-0.005,,3.5,-0.009
"Treinen, Blake",SI,fastball,63,0.17,0.15,0.15,-0.005,,3.4,-0.025
"Okert, Steven",FF,fastball,90,0.12,0.18,0.17,-0.005,,3,0
"Fedde, Erick",SI,fastball,195,0.11,0.16,0.16,-0.005,,5.2,-0.102
"Fried, Max",FF,fastball,78,0.27,0.19,0.18,-0.005,,2.7,0
"Sugano, Tomoyuki",SI,fastball,130,0,0.13,0.12,-0.005,,3.3,-0.012
"McCullers Jr., Lance",SI,fastball,66,0.09,0.16,0.16,-0.005,,3.4,0.004
"Speier, Gabe",FF,fastball,94,0.41,0.2,0.19,-0.005,,3.7,0
"Burke, Brock",FF,fastball,150,0.35,0.21,0.21,-0.005,,3.3,0
"Newcomb, Sean",FF,fastball,167,0.4,0.18,0.17,-0.005,,3.6,0
"Thompson, Ryan",SI,fastball,182,0.26,0.23,0.22,-0.005,,4.1,0.038
"Suarez, José",FF,fastball,153,0.22,0.19,0.18,-0.005,,3.9,0
"Bazardo, Eduard",SI,fastball,222,0.12,0.17,0.17,-0.005,,3.7,0
"McClanahan, Shane",FF,fastball,265,0.17,0.19,0.19,-0.005,,2.5,0
"Wolfram, Grant",FF,fastball,54,0.11,0.2,0.2,-0.005,,4.2,0
"Gallen, Zac",SI,fastball,44,0.11,0.12,0.12,-0.005,,5.8,-0.014
"Hurt, Kyle",FF,fastball,133,0.29,0.18,0.18,-0.005,,2.9,0
