player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Wacha, Michael",CU,breaking,60,0.48,0.34,1.3,0.956,1.07,172.1,-0.171
"May, Dustin",ST,breaking,152,1.14,2.38,3.21,0.834,0.46,169.1,-0.307
"Lawrence, Justin",ST,breaking,96,3.25,1.08,1.89,0.817,0.72,171.2,-0.202
"Taylor, Grant",SL,breaking,61,1.58,3.52,4.33,0.81,0.37,143,-0.607
"Houser, Adrian",SL,breaking,69,0.3,1.16,1.93,0.771,0.37,60.6,-0.583
"Alvarez, Andrew",CU,breaking,134,1.76,1.95,2.72,0.769,0.54,168.5,-0.072
"Mlodzinski, Carmen",FS,offspeed,203,0.87,1.15,1.9,0.748,0.33,26.3,-0.308
"Bradish, Kyle",CU,breaking,193,2.7,0.95,1.65,0.7,0.3,154.8,0.042
"Bazardo, Eduard",ST,breaking,109,1,1.03,1.71,0.684,0.7,172.6,-0.326
"Sasaki, Roki",SL,breaking,157,2.14,1.68,2.36,0.679,0.45,153.2,-0.689
"McLean, Nolan",ST,breaking,81,1.02,0.76,1.41,0.649,0.57,174.1,-0.294
"Hancock, Emerson",ST,breaking,104,1.91,1.13,1.77,0.643,0.74,171.3,-0.18
"Griffin, Foster",FS,offspeed,65,1.99,1.24,1.87,0.634,0.37,77.6,-0.773
"Nance, Tommy",CU,breaking,93,1.23,1.24,1.87,0.633,0.48,159,-0.095
"Varland, Louis",KC,breaking,125,1.81,2.07,2.7,0.632,0.42,168,-0.337
"Parker, Mitchell",SL,breaking,172,1.47,1.85,2.45,0.596,0.66,152,-0.653
"Young, Brandon",FS,offspeed,147,0.9,1.38,1.96,0.579,0.36,24.8,-0.287
"Skubal, Tarik",CH,offspeed,217,2.63,1.72,2.28,0.565,0.3,21,-0.196
"Lugo, Seth",CU,breaking,125,0.59,0.62,1.17,0.549,1.12,170.6,-0.059
"Burke, Brock",SL,breaking,94,1.97,1.91,2.43,0.52,0.45,16.3,-0.565
"Harrison, Kyle",CH,offspeed,62,0.6,1.25,1.77,0.516,0.33,43.3,-0.103
"Chivilli, Angel",SL,breaking,41,2.02,0.53,1.03,0.504,0.19,,-0.699
"Morgan, Eli",CH,offspeed,57,0.7,1.25,1.74,0.496,0.57,48.8,-0.126
"Macko, Adam",SL,breaking,82,1.93,1.36,1.85,0.486,0.49,45.9,-0.678
"Cabrera, Edward",SL,breaking,67,1.95,1.32,1.8,0.485,0.28,31.7,-0.714
"De Los Santos, Enyel",SL,breaking,102,1.5,1.41,1.89,0.481,0.29,18.5,-0.58
"Erceg, Lucas",SL,breaking,99,1.52,2.35,2.82,0.472,0.51,159.2,-0.683
"Rucker, Michael",CU,breaking,48,1.6,1.46,1.92,0.459,0.53,170.9,-0.015
"Messick, Parker",CH,offspeed,243,1.23,1.09,1.54,0.453,0.33,29.2,-0.159
"Murphy, Chris",CU,breaking,43,1.06,1.09,1.54,0.448,0.91,163.3,0.029
"Nunez, Anthony",CH,offspeed,76,1.87,1.38,1.82,0.447,0.25,65.3,-0.17
"Garcia, Rico",SL,breaking,68,1.08,1.14,1.58,0.44,0.28,14.7,-0.651
"Arrighetti, Spencer",ST,breaking,84,1.27,1.74,2.17,0.43,0.51,156.5,-0.354
"De Jesus, Enmanuel",CH,offspeed,48,1.07,0.97,1.4,0.426,0.19,13,-0.077
"Ashcraft, Braxton",CU,breaking,245,1.7,1.21,1.63,0.423,0.54,176,-0.281
"Yamamoto, Yoshinobu",CU,breaking,101,1.14,1.75,2.16,0.417,1.2,176.8,0.005
"Peterson, David",CU,breaking,60,2.14,2.74,3.15,0.412,0.46,175.7,0.006
"Senga, Kodai",FO,offspeed,83,2.74,2.67,3.08,0.407,0.51,38.7,
"Ahlstrom, Robby",SL,breaking,42,0.94,1.23,1.64,0.407,0.38,73.7,-0.709
"Kilian, Caleb",SL,breaking,51,1.86,1.32,1.73,0.406,0.36,99.1,-0.488
"Avila, Luinder",SL,breaking,102,1.37,1.49,1.88,0.398,0.38,107.5,-0.325
"Kikuchi, Yusei",SL,breaking,69,0.73,1.09,1.49,0.397,0.39,99.8,-0.676
"Imai, Tatsuya",SL,breaking,269,1.47,1.45,1.85,0.397,0.3,34.4,-0.767
"Martinez, Nick",CH,offspeed,220,2.15,1.53,1.93,0.396,0.51,43.1,-0.084
"Herget, Jimmy",SL,breaking,81,1.18,0.55,0.95,0.396,0.28,38.7,-0.492
"Farris, Mitch",CH,offspeed,81,3.47,1.17,1.56,0.389,0.43,50.7,0.007
"Strider, Spencer",SL,breaking,92,2.25,1.85,2.23,0.382,0.5,38.8,-0.64
"Warren, Austin",ST,breaking,117,1.2,1.41,1.78,0.373,0.46,175,-0.418
"Miller, Erik",SL,breaking,110,2.83,3.71,4.08,0.369,0.48,148.8,-0.778
"Márquez, Germán",SL,breaking,52,1.22,1.43,1.8,0.362,0.3,29.1,-0.721
"Strahm, Matt",SL,breaking,75,1.52,1.29,1.65,0.358,0.53,130.8,-0.759
"Weissert, Greg",ST,breaking,44,1.33,0.8,1.16,0.358,0.73,154.6,-0.148
"Matthews, Zebby",SL,breaking,142,1.28,1.08,1.44,0.358,0.36,71.8,-0.718
"Maton, Phil",CU,breaking,79,1.35,1.21,1.56,0.354,0.68,157.6,0.248
"Wilcox, Cole",ST,breaking,48,0.99,1.86,2.21,0.346,0.41,157.2,-0.435
"Pérez, Eury",SL,breaking,120,1.69,2.42,2.76,0.345,0.36,56.2,-0.647
"Misiorowski, Jacob",SL,breaking,105,1.29,2.1,2.44,0.343,0.36,81.8,-0.53
"Rogers, Trevor",ST,breaking,115,1.46,0.95,1.29,0.342,0.75,138,-0.525
"Whitlock, Garrett",SL,breaking,89,2.6,2.12,2.46,0.337,0.29,142.1,-0.761
"Barnett, Mason",SL,breaking,56,1.01,0.88,1.21,0.337,0.37,115.6,-0.493
"Kirby, George",ST,breaking,267,1.08,2.06,2.4,0.332,0.36,175.4,-0.395
"Holmes, Grant",CU,breaking,57,2.11,2.64,2.98,0.331,0.54,172.9,-0.429
"Sproat, Brandon",CU,breaking,72,1.33,0.86,1.19,0.331,0.55,174.1,-0.078
"Garcia, Brandyn",ST,breaking,50,3.09,1.49,1.82,0.331,0.32,164.8,-0.27
"Peralta, Freddy",ST,breaking,62,1.06,1,1.33,0.329,0.7,131.6,-0.491
"Englert, Mason",CH,offspeed,89,0.98,0.91,1.24,0.329,0.21,23.8,-0.29
"Hart, Kyle",FS,offspeed,67,1.2,1.18,1.51,0.324,0.27,58.8,-0.307
"Gore, MacKenzie",SL,breaking,99,0.59,1.55,1.88,0.324,0.31,131.5,-0.709
"Montero, Keider",SL,breaking,141,0.98,1.15,1.47,0.324,0.36,129.3,-0.635
"Holton, Tyler",ST,breaking,53,1.15,1,1.32,0.318,0.7,153.4,-0.177
"Ramírez, Yohan",CU,breaking,49,1.26,2.18,2.5,0.317,0.47,171.7,-0.065
"Weathers, Ryan",CH,offspeed,244,1.39,1.22,1.54,0.317,0.35,19.9,-0.307
"Junis, Jakob",ST,breaking,115,0.91,0.69,1.01,0.315,0.61,158.3,-0.174
"Freeland, Kyle",KC,breaking,171,1.23,2.1,2.41,0.315,0.29,170.5,-0.444
"Yesavage, Trey",FS,offspeed,193,2.7,2.15,2.46,0.314,0.51,22.9,-0.111
"Orze, Eric",FS,offspeed,163,0.87,1.35,1.66,0.313,0.31,28.5,-0.242
"Early, Connelly",SL,breaking,56,0.66,0.98,1.29,0.313,0.31,16.6,-0.583
"Garcia, Rico",CU,breaking,55,1.66,2.29,2.6,0.309,0.4,164.7,-0.576
"Abbott, Andrew",CH,offspeed,169,1.41,0.86,1.16,0.309,0.26,15.5,-0.047
"Schweitzer, Tyler",SL,breaking,66,0.58,0.77,1.08,0.309,0.3,45.6,-0.464
"Barlow, Scott",CU,breaking,98,2.36,1.16,1.47,0.305,0.98,154.3,0.095
"McClanahan, Shane",SL,breaking,164,0.71,1.2,1.5,0.302,0.4,84.7,-0.757
"Englert, Mason",CU,breaking,43,1.52,1.13,1.43,0.3,1.06,177.4,-0.086
"Hudson, Bryan",ST,breaking,83,0.87,1.3,1.59,0.295,0.6,176.6,-0.014
"Rodriguez, Grayson",CU,breaking,41,0.53,2.81,3.1,0.295,0.77,176.5,-0.339
"Bubic, Kris",ST,breaking,52,0.72,1.43,1.72,0.294,0.36,160.4,-0.294
"Headrick, Brent",SL,breaking,138,3.47,1.77,2.06,0.294,0.42,31,-0.646
"Phillips, Tyler",CU,breaking,108,2.75,1.73,2.03,0.292,0.59,175.9,-0.247
"Halvorsen, Seth",SL,breaking,47,2.41,2.94,3.23,0.291,0.49,156.9,-0.556
"Fermin, José",SL,breaking,174,1.57,1.4,1.69,0.291,0.32,41.3,-0.763
"Lovelady, Richard",ST,breaking,104,1.05,1.79,2.08,0.289,0.38,156.4,-0.075
"Fried, Max",CH,offspeed,65,0.98,1.43,1.72,0.287,0.26,24,-0.079
"Sousa, Bennett",SL,breaking,43,2.35,1.19,1.48,0.286,0.28,,-0.645
"Dobnak, Randy",ST,breaking,40,2.62,1.46,1.75,0.285,0.57,173.6,-0.423
"Leiter Jr., Mark",CU,breaking,43,2.3,1.11,1.39,0.282,0.99,175.3,-0.005
"Gordon, Tanner",SL,breaking,117,0.52,0.67,0.95,0.281,0.36,15,-0.496
"Chapman, Aroldis",SL,breaking,43,2.33,2.17,2.45,0.275,0.4,120.7,-0.471
"Medina, Luis",SL,breaking,53,2.09,1.89,2.16,0.275,0.54,157,-0.508
"Imanaga, Shota",FS,offspeed,362,1.93,1.2,1.47,0.271,0.29,17.6,-0.056
"Rodón, Carlos",CH,offspeed,66,2.02,1.51,1.78,0.268,0.3,7.6,-0.21
"Yarbrough, Ryan",CH,offspeed,90,2.06,0.97,1.24,0.268,0.35,31,-0.053
"Gray, Peyton",SL,breaking,56,0.61,0.92,1.19,0.268,0.29,60.3,-0.645
"Wacha, Michael",SL,breaking,81,1.56,0.95,1.21,0.255,0.34,44.7,-0.7
"Finnegan, Kyle",SL,breaking,54,1.61,1.45,1.71,0.255,0.55,98.1,-0.763
"Zeferjahn, Ryan",SL,breaking,45,0.54,1.31,1.56,0.254,0.4,93,-0.424
"Romero, JoJo",ST,breaking,102,1.62,2.08,2.33,0.253,0.68,173.6,-0.307
"Painter, Andrew",ST,breaking,62,1.75,1.24,1.49,0.25,0.6,131.5,-0.387
"Fuentes, Didier",SL,breaking,90,2.39,1.78,2.03,0.25,0.44,97.5,-0.61
"Schreiber, John",ST,breaking,68,1.01,1.14,1.39,0.249,0.48,168,-0.185
"Bubic, Kris",CH,offspeed,84,0.88,0.84,1.09,0.247,0.21,39.2,-0.109
"Chivilli, Angel",CH,offspeed,57,1.43,0.56,0.8,0.247,0.39,,-0.072
"Santa, Alimber",ST,breaking,49,1.16,1.11,1.36,0.245,0.47,163.5,-0.219
"Bello, Brayan",ST,breaking,75,1.4,1.45,1.7,0.243,0.41,167.5,-0.357
"Vesia, Alex",SL,breaking,94,1.91,1.16,1.4,0.241,0.3,50.4,-0.551
"Brown, Hunter",KC,breaking,72,1.38,1.58,1.82,0.241,0.55,170.5,-0.093
"Teng, Kai-Wei",ST,breaking,192,1.48,1.38,1.62,0.24,0.48,172.1,-0.365
"Brubaker, JT",SL,breaking,101,1.6,1.58,1.82,0.238,0.2,51,-0.748
"Morillo, Juan",CH,offspeed,74,0.96,0.86,1.1,0.238,0.19,31.7,0.066
"Johnson, Pierce",CU,breaking,166,1.12,1.34,1.57,0.237,0.38,171.1,-0.555
"Williamson, Brandon",CH,offspeed,59,1.53,1.05,1.29,0.237,0.24,27.5,0.003
"McCullers Jr., Lance",ST,breaking,50,0.72,0.97,1.2,0.233,0.42,150.5,-0.227
"Wrobleski, Justin",SL,breaking,237,0.43,0.67,0.9,0.232,0.38,122.7,-0.562
"Johnson, Ryan",ST,breaking,54,1.14,1.16,1.39,0.23,0.57,140,-0.361
"Sandlin, David",CU,breaking,40,2.09,1.5,1.73,0.228,0.48,163.2,-0.276
"Domínguez, Seranthony",ST,breaking,86,2.35,1.9,2.13,0.227,0.56,140.7,-0.423
"Watson, Ryan",CU,breaking,47,1.21,0.96,1.19,0.225,0.52,169.8,0.001
"Ramírez, Yohan",ST,breaking,146,2.07,2.05,2.27,0.223,0.61,167.1,-0.281
"Scott, Christian",CU,breaking,43,0.75,1.48,1.71,0.223,0.44,153.6,-0.327
"Ashby, Aaron",CH,offspeed,61,1.61,0.85,1.07,0.221,0.2,19.2,-0.056
"Abbott, Andrew",CU,breaking,95,2.01,1.19,1.41,0.22,0.65,163.2,-0.355
"Beeks, Jalen",CH,offspeed,74,1.18,0.73,0.95,0.219,0.3,21.8,-0.017
"Sasaki, Roki",FO,offspeed,66,1.57,2.16,2.37,0.217,0.5,80,
"Alexander, Tyler",CH,offspeed,98,0.49,0.86,1.08,0.216,0.22,17.9,-0.082
"Armstrong, Shawn",ST,breaking,62,1.02,1.01,1.23,0.214,0.37,114.6,-0.378
"Cease, Dylan",CH,offspeed,81,2.93,2.4,2.61,0.214,0.54,4.7,0.004
"Kinley, Tyler",SL,breaking,196,1.39,1.15,1.36,0.213,0.32,59.4,-0.577
"Sánchez, Cristopher",SL,breaking,192,2.26,1.09,1.3,0.212,0.44,169.1,-0.585
"Legumina, Casey",ST,breaking,48,1.24,1.41,1.62,0.212,0.65,141.2,-0.45
"Ginn, J.T.",CH,offspeed,180,1.22,0.7,0.91,0.211,0.16,12.8,-0.101
"Santana, Dennis",SL,breaking,121,1.65,1.73,1.93,0.207,0.37,75.4,-0.761
"Brazobán, Huascar",CH,offspeed,159,1.17,0.66,0.87,0.206,0.24,9,-0.074
"Leahy, Kyle",CH,offspeed,108,1.01,0.83,1.04,0.205,0.2,22.8,-0.141
"Garcia, Julian",ST,breaking,81,1.83,2.44,2.65,0.204,0.53,141.3,-0.32
"Mattson, Isaac",SL,breaking,42,0.46,1.32,1.53,0.204,0.53,118.7,-0.7
"Peralta, Wandy",CH,offspeed,160,0.84,1.06,1.27,0.201,0.24,7.7,-0.111
"Bachar, Lake",ST,breaking,79,2.76,2.52,2.72,0.199,0.36,168.9,-0.621
"Funderburk, Kody",ST,breaking,46,0.64,1.38,1.58,0.198,0.55,167.6,-0.116
"Wells, Tyler",SL,breaking,64,1,0.74,0.94,0.197,0.28,44.4,-0.513
"Jump, Gage",CU,breaking,59,0.56,1.12,1.31,0.197,0.61,169.9,-0.263
"Rodón, Carlos",SL,breaking,92,1.54,1.55,1.74,0.196,0.38,138.8,-0.816
"Springs, Jeffrey",SL,breaking,189,0.62,0.71,0.9,0.192,0.43,79.3,-0.675
"Sánchez, Cristopher",CH,offspeed,438,1.69,1.21,1.4,0.188,0.33,14.8,-0.068
"Griffin, Foster",CH,offspeed,87,1.43,1.3,1.49,0.188,0.31,17.6,-0.019
"Ryan, Joe",ST,breaking,141,1.58,1.63,1.82,0.187,0.75,160.5,-0.375
"Matz, Steven",SL,breaking,50,0.63,1.54,1.72,0.186,0.76,163.2,-0.57
"Strahm, Matt",CH,offspeed,40,1.11,0.9,1.08,0.185,0.3,37.8,-0.164
"Rolison, Ryan",SL,breaking,51,0.5,1.21,1.39,0.185,0.35,128.5,-0.399
"Matsui, Yuki",SL,breaking,75,1.83,1.15,1.33,0.182,0.27,58.2,-0.686
"Gage, Matt",SL,breaking,106,0.97,1.06,1.25,0.181,0.3,91.7,-0.61
"Abbott, Andrew",ST,breaking,209,1.71,1.36,1.54,0.181,0.52,149.6,-0.487
"Eisert, Brandon",CH,offspeed,52,0.83,0.68,0.86,0.18,0.17,16,-0.048
"Flaherty, Jack",KC,breaking,139,1.63,1.68,1.85,0.179,0.78,156.4,-0.085
"Kerkering, Orion",ST,breaking,134,1.11,1.45,1.63,0.178,0.49,169.6,-0.488
"Irvin, Jake",CU,breaking,119,2.1,1.12,1.3,0.177,0.73,158.4,-0.042
"Faucher, Calvin",CU,breaking,48,1.34,1.13,1.31,0.177,0.56,172.9,-0.015
"Ashby, Aaron",CU,breaking,57,3.36,3.41,3.59,0.177,0.63,173.3,0.047
"Gausman, Kevin",SL,breaking,82,1.94,1.83,2,0.176,0.36,56.9,-0.792
"Ashcraft, Braxton",SL,breaking,247,0.87,0.99,1.17,0.176,0.25,43.7,-0.58
"Eovaldi, Nathan",CU,breaking,195,2.37,1.38,1.56,0.175,0.83,173.4,-0.135
"Herrin, Tim",SL,breaking,80,2.36,1.24,1.42,0.175,0.36,123.5,-0.557
"Cabrera, Edward",CH,offspeed,210,0.72,0.47,0.64,0.173,0.14,15.1,-0.011
"Cole, Gerrit",KC,breaking,55,0.47,0.83,1,0.172,0.8,174.9,-0.122
"Leasure, Jordan",SL,breaking,59,1.41,1.36,1.53,0.171,0.3,60.6,-0.607
"Rocker, Kumar",SL,breaking,312,2.44,2.12,2.29,0.169,0.41,166.3,-0.599
"Legumina, Casey",SL,breaking,42,0.47,1.2,1.36,0.167,0.31,76.3,-0.612
"Anderson, Drew",CH,offspeed,168,0.99,1.06,1.23,0.166,0.19,39.8,-0.175
"Leahy, Kyle",CU,breaking,114,1.32,1.15,1.32,0.165,0.45,160.8,-0.056
"Wacha, Michael",CH,offspeed,239,0.93,1.42,1.59,0.164,0.57,39.7,-0.2
"Burke, Sean",SL,breaking,176,1.46,1.39,1.55,0.164,0.29,43.5,-0.539
"Cavalli, Cade",ST,breaking,94,1.42,0.93,1.09,0.163,0.48,175.8,-0.071
"Ryan, Joe",SL,breaking,56,1.01,1.03,1.2,0.162,0.28,55.4,-0.715
"Mize, Casey",SL,breaking,153,0.56,0.83,0.99,0.162,0.27,43.9,-0.634
"Vodnik, Victor",CH,offspeed,45,0.82,0.91,1.07,0.162,0.18,31.7,0.048
"Bigge, Hunter",SL,breaking,57,1.29,1.53,1.69,0.162,0.34,66.8,-0.59
"Kelly, Merrill",CH,offspeed,259,0.77,0.59,0.75,0.161,0.15,15.7,-0.058
"Bidois, Brandan",SL,breaking,57,2.3,1.39,1.55,0.161,0.38,93.5,-0.607
"Burke, Sean",KC,breaking,157,1.5,1.17,1.33,0.16,0.66,174.7,-0.037
"Lord, Brad",ST,breaking,61,0.63,1.19,1.35,0.16,0.68,167.1,-0.592
"Martin, Davis",CH,offspeed,137,0.2,0.59,0.75,0.159,0.17,25.4,-0.131
"Jax, Griffin",CH,offspeed,175,1.32,0.99,1.15,0.157,0.18,16.3,-0.066
"Ryan, Joe",FS,offspeed,118,0.66,0.67,0.83,0.157,0.18,15.8,-0.092
"Meyer, Max",ST,breaking,253,1.26,2.85,3,0.153,0.26,159.4,-0.504
"Hill, Jaden",SL,breaking,53,1.98,1.14,1.29,0.153,0.29,116.4,-0.664
"Yamamoto, Yoshinobu",FS,offspeed,267,0.87,0.86,1.01,0.153,0.17,22.3,-0.124
"Singer, Brady",SL,breaking,246,1.52,1.21,1.36,0.15,0.37,121.6,-0.408
"Lee, Dylan",CH,offspeed,51,1.63,1.2,1.35,0.149,0.26,16.6,-0.002
"Avila, Luinder",CH,offspeed,51,0.96,0.94,1.09,0.149,0.27,34.4,0.113
"Rangel, Alan",CH,offspeed,91,1.81,2.37,2.52,0.147,0.53,21.5,-0.053
"Gray, Sonny",CU,breaking,100,1.57,1.08,1.23,0.146,0.6,174.2,0.318
"Varland, Gus",SL,breaking,107,0.9,1.25,1.39,0.146,0.35,97.6,-0.833
"Taylor, Grant",CU,breaking,82,2.43,2.75,2.89,0.146,0.58,176.6,-0.049
"Raley, Brooks",ST,breaking,119,0.84,0.88,1.02,0.145,0.42,155.6,-0.169
"Gómez, Yoendrys",ST,breaking,88,1.33,1.33,1.47,0.145,0.51,131.6,-0.381
"Mlodzinski, Carmen",ST,breaking,59,1,1.27,1.42,0.144,0.49,167.5,-0.314
"deGrom, Jacob",CU,breaking,45,2.04,1.18,1.32,0.142,0.93,148.2,-0.284
"Beeter, Clayton",SL,breaking,124,1.93,2.31,2.45,0.142,0.43,171.3,-0.43
"Arrighetti, Spencer",CU,breaking,187,1.44,1.98,2.12,0.141,0.73,168.2,-0.125
"Cleavinger, Garrett",ST,breaking,41,3.2,1.77,1.91,0.14,1,154.4,-0.176
"McLean, Nolan",CH,offspeed,71,0.66,1,1.14,0.14,0.34,29.6,-0.098
"Lauer, Eric",SL,breaking,56,0.49,0.91,1.05,0.139,0.36,94.8,-0.638
"Pérez, Cionel",SV,breaking,98,1.48,1.85,1.99,0.138,0.52,171.3,-0.415
"Matsui, Yuki",FS,offspeed,94,2.43,1.2,1.34,0.138,0.34,37.4,-0.237
"Uribe, Abner",SL,breaking,90,2.87,2.31,2.45,0.138,0.42,134.6,-0.346
"Romano, Jordan",SL,breaking,78,2.22,1.25,1.39,0.137,0.41,135.4,-0.554
"King, Michael",ST,breaking,161,1.17,1.13,1.27,0.137,0.54,152.5,-0.314
"Johnson, Ryan",FS,offspeed,103,1.67,0.82,0.96,0.137,0.35,21.7,-0.097
"Franco, Jose",SL,breaking,64,1.75,1.44,1.58,0.136,0.34,104.5,-0.788
"Morejon, Adrian",SL,breaking,63,0.97,1.42,1.55,0.132,0.32,133.2,-0.489
"Sabrowski, Erik",CU,breaking,51,3.18,2.46,2.59,0.132,0.46,173.6,-0.266
"Wells, Tyler",CH,offspeed,111,1.23,0.66,0.79,0.131,0.23,15.5,0.026
"Kelly, Merrill",SL,breaking,100,1.73,0.63,0.76,0.13,0.24,59.4,-0.631
"Suarez, José",CH,offspeed,138,1.64,1.17,1.3,0.13,0.32,17.6,-0.08
"Ober, Bailey",CH,offspeed,234,0.87,0.78,0.91,0.129,0.32,35,0.13
"Junk, Janson",ST,breaking,91,0.71,0.96,1.09,0.129,0.97,143,-0.401
"Gasser, Robert",ST,breaking,122,1.04,1.16,1.29,0.129,0.61,139.3,-0.329
"Valdez, Framber",CH,offspeed,177,0.35,0.55,0.67,0.128,0.2,12.7,-0.032
"Soriano, George",SL,breaking,85,1.82,2.2,2.33,0.128,0.3,63.1,-0.735
"Ribalta, Orlando",SL,breaking,115,1.14,1.48,1.61,0.128,0.29,34.1,-0.655
"Rodriguez, Grayson",SL,breaking,45,1.3,1.89,2.02,0.127,0.6,122.8,-0.685
"Nunez, Anthony",ST,breaking,96,3.36,1.96,2.09,0.127,0.37,158.1,-0.326
"Early, Connelly",CH,offspeed,149,0.51,1.41,1.53,0.126,0.41,36.7,-0.102
"Drohan, Shane",CU,breaking,78,1.81,1.32,1.45,0.125,0.79,174.8,-0.239
"López, Reynaldo",CU,breaking,59,0.72,1.15,1.27,0.12,1.19,161.7,-0.295
"Junk, Janson",SL,breaking,122,0.21,0.89,1.01,0.119,0.31,73.2,-0.551
"Wilcox, Cole",SL,breaking,46,2.27,2.72,2.84,0.119,0.38,139.2,-0.766
"Liberatore, Matthew",SL,breaking,212,1.34,1.27,1.39,0.118,0.37,99.4,-0.72
"Young, Brandon",SL,breaking,115,2.57,1.29,1.41,0.118,0.35,46.7,-0.727
"Banda, Anthony",SL,breaking,110,1.85,1.55,1.67,0.117,0.39,169.8,-0.681
"Cantillo, Joey",SL,breaking,56,2.05,1.33,1.45,0.117,0.42,158.6,-0.461
"Henderson, Logan",CH,offspeed,117,1.66,1.45,1.56,0.117,0.39,37.8,-0.052
"Mikolas, Miles",SL,breaking,170,0.34,0.48,0.6,0.116,0.25,31,-0.512
"Brogdon, Connor",CH,offspeed,51,1.08,1.16,1.28,0.116,0.28,33.5,-0.006
"Peralta, Freddy",CU,breaking,130,1.53,1,1.12,0.115,0.48,143.9,-0.434
"Skenes, Paul",FS,offspeed,125,0.35,0.5,0.62,0.115,0.12,12.7,-0.069
"Granillo, Andre",SL,breaking,40,0.48,0.82,0.93,0.114,0.41,,-0.653
"Harrison, Kyle",SV,breaking,183,1.53,2.22,2.34,0.113,0.5,169,-0.501
"Paredes, Mike",ST,breaking,59,1.33,0.89,1.01,0.113,0.53,132.4,-0.195
"Lorenzen, Michael",CU,breaking,90,1.13,1.82,1.94,0.112,0.34,160.6,-0.358
"Bieber, Shane",CH,offspeed,45,0.73,0.73,0.84,0.112,0.17,26.1,-0.097
"Wheeler, Zack",CU,breaking,59,1.92,2.55,2.66,0.111,0.45,175.7,-0.104
"Sulser, Cole",CH,offspeed,144,1.38,1.16,1.27,0.109,0.24,22.4,-0.184
"Brash, Matt",SL,breaking,61,1.38,2.68,2.79,0.109,0.38,170.6,-0.417
"Burrows, Mike",SL,breaking,136,0.52,0.69,0.8,0.109,0.21,34.8,-0.469
"Sisk, Evan",CU,breaking,60,1.63,1.82,1.93,0.109,0.57,160.8,-0.047
"Scherzer, Max",SL,breaking,53,0.79,0.94,1.05,0.107,0.26,46.6,-0.627
"Cameron, Noah",SL,breaking,105,1.43,1.12,1.23,0.107,0.29,63.8,-0.732
"Bibee, Tanner",CH,offspeed,125,1.22,1.96,2.07,0.105,0.53,8.8,0.029
"Leiter, Jack",SL,breaking,117,1.98,1.76,1.87,0.104,0.4,124.1,-0.698
"Kent, Zak",SL,breaking,45,1.26,0.74,0.84,0.104,0.26,101.5,-0.227
"Taillon, Jameson",CH,offspeed,110,0.9,0.98,1.08,0.102,0.32,24.3,-0.05
"Holmes, Clay",CH,offspeed,72,0.93,0.69,0.79,0.102,0.22,27.5,-0.04
"Suarez, Ranger",CH,offspeed,104,0.94,1.1,1.2,0.101,0.42,20.5,-0.094
"Burke, Brock",CH,offspeed,69,0.87,1.52,1.62,0.101,0.42,13,-0.121
"Akin, Keegan",SL,breaking,58,0.69,0.9,1,0.101,0.27,32.2,-0.63
"Duran, Jhoan",FS,offspeed,145,0.46,0.37,0.47,0.1,0.13,5.5,-0.092
"Javier, Cristian",CH,offspeed,40,0.89,0.89,0.99,0.1,0.2,44.4,-0.076
"Adam, Jason",CH,offspeed,86,0.57,0.81,0.91,0.099,0.17,20.6,-0.056
"Valdez, Framber",SL,breaking,42,1.71,0.95,1.05,0.099,0.34,119.6,-0.606
"Leahy, Kyle",SL,breaking,137,0.44,0.67,0.77,0.099,0.25,54.2,-0.428
"Morán, Jovani",CH,offspeed,114,2.86,1.44,1.53,0.096,0.42,29.4,0.023
"Kolek, Stephen",CH,offspeed,50,0.38,0.82,0.91,0.096,0.22,15.6,-0.177
"Jones, Jared",SL,breaking,132,1.23,1.86,1.96,0.095,0.27,103.5,-0.665
"Ober, Bailey",ST,breaking,70,3.01,1.5,1.6,0.094,0.97,149.5,-0.314
"King, Michael",CH,offspeed,311,0.92,0.96,1.05,0.094,0.29,28.3,0.147
"Sugano, Tomoyuki",ST,breaking,66,0.88,1,1.09,0.091,0.42,139.9,-0.561
"Pérez, Martín",CU,breaking,44,1.22,0.86,0.95,0.09,0.61,162.1,-0.612
"Santana, Dennis",CH,offspeed,54,0.76,0.77,0.86,0.09,0.2,12.7,-0.074
"Watson, Ryan",ST,breaking,89,1.46,1.16,1.25,0.09,0.42,120.6,-0.573
"Miller, Bryce",FS,offspeed,137,1.14,1.72,1.81,0.088,0.41,19.1,-0.192
"Elder, Bryce",SL,breaking,231,1.14,1.57,1.65,0.088,0.35,165,-0.443
"Lorenzen, Michael",ST,breaking,55,1.66,1.34,1.43,0.087,0.41,169.2,-0.631
"Fedde, Erick",CH,offspeed,71,0.35,0.51,0.6,0.087,0.16,21.8,-0.135
"Avila, Luinder",CU,breaking,74,0.61,1.62,1.71,0.087,0.59,137.4,-0.233
"Skubal, Tarik",SL,breaking,91,0.54,1.04,1.12,0.086,0.31,37.5,-0.652
"Vásquez, Randy",SL,breaking,51,1.74,1.26,1.35,0.086,0.38,105.2,-0.529
"Varland, Louis",CH,offspeed,77,1.16,1.08,1.16,0.086,0.24,17.1,-0.163
"Dobbins, Hunter",SL,breaking,43,0.42,0.91,0.99,0.085,0.29,73.6,-0.331
"Keller, Brad",SL,breaking,55,0.65,0.86,0.94,0.083,0.5,129,-0.255
