player_name,pitch_type,grp,n,act_miss,base,aug,gain,path_ratio,axis_diff,eff_diff_k
"Okert, Steven",FF,fastball,43,0.07,0.18,0.19,0.003,,2.7,0
"Houser, Adrian",FF,fastball,59,0.24,0.18,0.19,0.003,,4.4,0
"Romano, Jordan",FF,fastball,28,0.32,0.2,0.2,0.003,,5.4,0
"Martinez, Nick",FF,fastball,36,0.1,0.16,0.16,0.003,,3.9,0
"Lugo, Seth",FC,fastball,48,0.26,0.2,0.2,0.003,,10.8,0.02
"Buehler, Walker",FF,fastball,32,0.04,0.18,0.19,0.003,,2.6,0.01
"Soroka, Michael",FF,fastball,72,0.17,0.22,0.23,0.003,,3.2,0.01
"Beeks, Jalen",FF,fastball,26,0.28,0.18,0.19,0.003,,2.6,0.01
"Hoffman, Jeff",FF,fastball,51,0.21,0.22,0.23,0.003,,3.9,0
"Bazardo, Eduard",SI,fastball,67,0.14,0.17,0.17,0.003,,3.8,0.05
"Duran, Jhoan",FF,fastball,31,0.45,0.18,0.18,0.003,,2.7,0
"Martin, Davis",FF,fastball,77,0.24,0.19,0.2,0.003,,5.3,0.01
"Gallen, Zac",FF,fastball,58,0.04,0.17,0.18,0.003,,4.9,0.01
"Miller, Erik",SI,fastball,25,0.21,0.21,0.22,0.003,,3.2,0.01
"Ginn, J.T.",SI,fastball,44,0.51,0.2,0.2,0.003,,3.4,0.02
"Skubal, Tarik",FF,fastball,100,0.26,0.21,0.21,0.003,,3.8,0
"Teng, Kai-Wei",FF,fastball,57,0.15,0.2,0.21,0.003,,4.5,0.01
"Burrows, Mike",FF,fastball,48,0.06,0.17,0.17,0.003,,4.1,0
"Uribe, Abner",SI,fastball,41,0.39,0.19,0.19,0.003,,5.5,0.01
"Barnett, Mason",FF,fastball,28,0.32,0.18,0.19,0.003,,3,0.01
"Miller, Mason",FF,fastball,50,0.32,0.26,0.26,0.003,,3.6,0.01
"Farris, Mitch",FF,fastball,44,0.18,0.18,0.19,0.003,,2.6,0
"Fedde, Erick",SI,fastball,40,0.16,0.17,0.17,0.002,,5.7,0.01
"López, Reynaldo",FF,fastball,83,0.13,0.18,0.18,0.002,,3.3,0
"Manaea, Sean",FF,fastball,123,0.13,0.19,0.19,0.002,,3.9,0
"Cease, Dylan",FF,fastball,97,0.28,0.24,0.24,0.002,,3.7,0
"Keller, Mitch",FF,fastball,71,0.13,0.19,0.19,0.002,,2.8,0
"Webb, Jacob",FF,fastball,71,0.25,0.2,0.21,0.002,,3.1,0
"Webb, Logan",CH,offspeed,108,0.71,0.74,0.74,0.002,0.18,35.6,0.02
"Paddack, Chris",FF,fastball,44,0.02,0.17,0.17,0.002,,2.3,0
"Pallante, Andre",FF,fastball,50,0.14,0.19,0.19,0.002,,4.6,0.01
"Bednar, David",FS,offspeed,72,1.1,0.78,0.79,0.002,0.17,6.6,0.02
"Montero, Keider",FF,fastball,76,0.1,0.17,0.17,0.002,,2.9,0
"Junk, Janson",FF,fastball,70,0.12,0.2,0.2,0.002,,5.9,0
"Ashby, Aaron",SI,fastball,40,0.06,0.18,0.18,0.002,,4.9,0.01
"Sabrowski, Erik",FF,fastball,47,0.73,0.23,0.24,0.002,,3.3,0
"Slaten, Justin",FF,fastball,33,0.08,0.24,0.24,0.002,,3.1,0
"Gasser, Robert",FF,fastball,62,0.2,0.2,0.2,0.002,,3.7,0
"Agnos, Zach",FF,fastball,33,0.2,0.18,0.18,0.002,,4,0.01
"Taylor, Grant",FF,fastball,92,0.43,0.24,0.24,0.002,,3.9,0
"Chandler, Bubba",FF,fastball,124,0.23,0.22,0.22,0.002,,4.7,0
"Rodriguez, Bradgley",FF,fastball,29,0.2,0.22,0.22,0.002,,5,0.01
"Messick, Parker",FF,fastball,109,0.45,0.2,0.2,0.002,,2.9,0
"Suárez, Albert",FF,fastball,37,0.18,0.17,0.17,0.001,,5.7,0
"Lorenzen, Michael",FF,fastball,73,0.07,0.18,0.18,0.001,,5.1,0.01
"Ray, Robbie",FF,fastball,113,0.13,0.18,0.18,0.001,,3.1,0
"Rea, Colin",FF,fastball,92,0.17,0.18,0.19,0.001,,3.4,0.01
"King, Michael",FF,fastball,53,0.25,0.17,0.17,0.001,,5,0.01
"Ginkel, Kevin",FF,fastball,39,0.2,0.2,0.2,0.001,,2.8,0
"Seabold, Connor",FF,fastball,41,0.08,0.18,0.18,0.001,,2.9,0
"Suarez, Robert",FF,fastball,33,0.24,0.21,0.21,0.001,,3.6,0
"Harris, Hogan",FF,fastball,80,0.19,0.2,0.2,0.001,,3.1,0
"Javier, Cristian",FF,fastball,28,0.11,0.18,0.18,0.001,,2.5,0.01
"Zeferjahn, Ryan",FF,fastball,33,0.46,0.22,0.22,0.001,,4.5,0
"Zeferjahn, Ryan",ST,breaking,38,1.5,1.37,1.37,0.001,0.46,130.9,0.01
"Nelson, Ryne",FF,fastball,133,0.09,0.2,0.2,0.001,,3.3,0.01
"Bradley, Taj",FF,fastball,107,0.14,0.2,0.2,0.001,,3.1,0
"Bibee, Tanner",FF,fastball,54,0.22,0.17,0.17,0.001,,4.7,0.01
"Woods Richardson, Simeon",FF,fastball,38,0.11,0.17,0.17,0.001,,3.8,0
"Painter, Andrew",FF,fastball,31,0.09,0.19,0.19,0.001,,3.7,0
"Pfaadt, Brandon",FF,fastball,35,0.28,0.21,0.22,0.001,,4.4,0.01
"Lowder, Rhett",FF,fastball,43,0.13,0.16,0.17,0.001,,3,0.01
"Morris, Andrew",FF,fastball,65,0.16,0.18,0.18,0.001,,2.5,0
"Matthews, Zebby",FF,fastball,40,0.15,0.18,0.18,0.001,,4,0
"Johnson, Pierce",FF,fastball,34,0.29,0.16,0.16,0,,3.3,0
"Sugano, Tomoyuki",FF,fastball,50,0.11,0.19,0.19,0,,3.9,0.01
"Senzatela, Antonio",FF,fastball,65,0.37,0.19,0.19,0,,4.2,0.01
"Kinley, Tyler",SL,breaking,53,0.94,0.76,0.76,0,0.32,73,0.04
"Lauer, Eric",FF,fastball,107,0.14,0.18,0.18,0,,2.9,0
"Mahle, Tyler",FF,fastball,67,0.17,0.19,0.19,0,,3.7,0
"Mayza, Tim",SI,fastball,40,0.05,0.19,0.19,0,,3,0.01
"Canning, Griffin",FF,fastball,35,0.23,0.18,0.18,0,,3.1,0.01
"Kolek, Stephen",FF,fastball,30,0.11,0.18,0.18,0,,3.6,0
"Erceg, Lucas",FF,fastball,30,0.26,0.18,0.18,0,,3,0
"Wells, Tyler",FF,fastball,39,0.27,0.19,0.19,0,,3.4,0
"Bednar, David",FF,fastball,46,0.04,0.19,0.19,0,,3.4,0
"Richards, Trevor",FF,fastball,45,0.09,0.16,0.16,0,,2.9,0
"Macko, Adam",FF,fastball,25,0.12,0.19,0.19,0,,3.2,0
"Montero, Keider",KC,breaking,45,0.4,1.28,1.28,0,0.79,169.3,0.02
"Cruz, Steven",FF,fastball,51,0.33,0.2,0.2,0,,4.3,0
"Cantillo, Joey",FF,fastball,68,0.24,0.2,0.2,0,,3.4,0
"Whitlock, Garrett",SI,fastball,40,0.06,0.18,0.18,0,,3.7,0.01
"Poulin, PJ",FF,fastball,28,0.09,0.17,0.17,0,,3.3,0.01
"Jones, Jared",FF,fastball,36,0.38,0.26,0.26,0,,4.1,0
"Miles, Spencer",FF,fastball,39,0.18,0.19,0.19,0,,3.3,0
"Palencia, Daniel",FF,fastball,30,0.3,0.23,0.23,0,,3.2,0
"Bachman, Sam",SI,fastball,27,0.04,0.21,0.21,0,,2.4,0
"Natera Jr., Samy",FF,fastball,30,0.39,0.2,0.2,0,,3.4,0
"Gray, Sonny",SI,fastball,35,0.09,0.21,0.21,-0.001,,11.3,0.01
"Lorenzen, Michael",SI,fastball,27,0.06,0.16,0.16,-0.001,,5,0.01
"Rogers, Taylor",SI,fastball,30,0.11,0.18,0.18,-0.001,,1.8,0.01
"deGrom, Jacob",FF,fastball,96,0.34,0.23,0.23,-0.001,,3,0
"Lugo, Seth",FF,fastball,34,0.07,0.18,0.18,-0.001,,4.6,0
"Castillo, Luis",FF,fastball,131,0.14,0.16,0.16,-0.001,,3.3,0
"Domínguez, Seranthony",FF,fastball,49,0.2,0.21,0.21,-0.001,,4.8,0.01
"Littell, Zack",FF,fastball,60,0.33,0.17,0.17,-0.001,,3.4,0
"Ober, Bailey",FF,fastball,46,0.17,0.18,0.18,-0.001,,3.1,0.01
"Peralta, Freddy",FF,fastball,114,0.26,0.21,0.21,-0.001,,5,0
"Holmes, Grant",FF,fastball,48,0.06,0.17,0.17,-0.001,,3.1,0
"Waldron, Matt",FF,fastball,26,0.18,0.19,0.19,-0.001,,4.7,0.01
"Kilian, Caleb",FF,fastball,47,0.18,0.21,0.21,-0.001,,3.8,0.01
"Bachar, Lake",FF,fastball,32,0.15,0.25,0.25,-0.001,,2.7,0
"Baz, Shane",FF,fastball,89,0.14,0.21,0.21,-0.001,,2.3,0
"Mlodzinski, Carmen",FF,fastball,58,0.17,0.18,0.18,-0.001,,3.3,0.01
"Kirby, George",FF,fastball,88,0.14,0.19,0.19,-0.001,,2.4,0.01
"Watson, Ryan",FF,fastball,31,0.15,0.2,0.2,-0.001,,3.5,0.01
"Leasure, Jordan",FF,fastball,28,0.13,0.2,0.19,-0.001,,3.2,0
"Walker, Ryan",SI,fastball,33,0.07,0.2,0.2,-0.001,,4.7,0.09
"Sears, JP",FF,fastball,35,0.18,0.2,0.2,-0.001,,2.7,0.01
"Vest, Will",FF,fastball,36,0.09,0.19,0.19,-0.001,,3.2,0
"Mattson, Isaac",FF,fastball,96,0.1,0.18,0.18,-0.001,,3.2,0
"Marinaccio, Ron",FF,fastball,50,0.32,0.18,0.18,-0.001,,3.6,0.01
"Cavalli, Cade",FF,fastball,116,0.23,0.19,0.19,-0.001,,5.4,0
"Gaddis, Hunter",FF,fastball,34,0.29,0.18,0.18,-0.001,,3.6,0
"Gordon, Tanner",FF,fastball,71,0.14,0.15,0.15,-0.001,,2.6,0.01
"Kochanowicz, Jack",FF,fastball,44,0.14,0.18,0.18,-0.001,,4.3,0.01
"Varland, Louis",FF,fastball,71,0.4,0.21,0.21,-0.001,,3.6,0
"Sproat, Brandon",FF,fastball,74,0.29,0.19,0.19,-0.001,,3,0.01
"Klein, Will",FF,fastball,39,0.08,0.2,0.2,-0.001,,3,0
"Dotel, Wilber",FF,fastball,31,0.12,0.2,0.2,-0.001,,3.1,0
"Fermin, José",SI,fastball,25,0.08,0.17,0.17,-0.001,,3.8,0
"Alvarado, José",SI,fastball,29,0.15,0.21,0.21,-0.002,,3.4,0.01
"Severino, Luis",FF,fastball,47,0.25,0.19,0.19,-0.002,,2.8,0
"Finnegan, Kyle",FF,fastball,27,0.09,0.19,0.18,-0.002,,2.7,0
"Abreu, Bryan",FF,fastball,33,0.4,0.2,0.19,-0.002,,3,0
"Keller, Mitch",ST,breaking,69,1.13,1,1,-0.002,0.48,158.6,0.01
"De Los Santos, Enyel",FF,fastball,72,0.21,0.18,0.18,-0.002,,2.9,0.01
"Mize, Casey",FF,fastball,53,0.22,0.18,0.18,-0.002,,2.7,0
"Lambert, Peter",FF,fastball,79,0.19,0.16,0.16,-0.002,,2.5,0
"Singer, Brady",SI,fastball,89,0.12,0.19,0.19,-0.002,,8.2,0.01
"Winn, Cole",FF,fastball,30,0.22,0.22,0.21,-0.002,,3.5,0
"Gore, MacKenzie",FF,fastball,119,0.21,0.2,0.2,-0.002,,3.1,0
"Ginn, J.T.",FF,fastball,30,0.13,0.19,0.19,-0.002,,4.6,0.01
"Morejon, Adrian",SI,fastball,32,0.13,0.23,0.22,-0.002,,6.7,0.01
"Montero, Keider",SI,fastball,32,0.05,0.16,0.16,-0.002,,2.5,0.01
"Gómez, Yoendrys",FF,fastball,48,0.27,0.24,0.24,-0.002,,3.8,0
"Melton, Troy",FF,fastball,43,0.15,0.2,0.2,-0.002,,4.4,0.01
"Strider, Spencer",FF,fastball,45,0.1,0.18,0.18,-0.002,,2.4,0.01
"Hancock, Emerson",FF,fastball,121,0.21,0.2,0.2,-0.002,,4.9,0.01
"Brown, Ben",FF,fastball,59,0.14,0.18,0.18,-0.002,,4.3,0.01
"Ashcraft, Braxton",FF,fastball,79,0.19,0.2,0.2,-0.002,,3.4,0
"Hill, Jaden",FF,fastball,30,0.29,0.2,0.2,-0.002,,3.1,0.01
"Rocker, Kumar",FF,fastball,26,0.08,0.18,0.17,-0.002,,3.1,0.01
"Perkins, Jack",FF,fastball,62,0.22,0.19,0.19,-0.002,,3.6,0
"Avila, Luinder",SI,fastball,36,0.23,0.21,0.21,-0.002,,6.4,0.01
"Varland, Gus",FF,fastball,56,0.18,0.2,0.19,-0.002,,3.3,0
"Leahy, Kyle",FF,fastball,32,0.32,0.2,0.2,-0.002,,3.7,0
"Cornelio, Riley",FF,fastball,25,0.06,0.19,0.18,-0.002,,3.3,0
"Hughes, Gabriel",FF,fastball,43,0.25,0.2,0.2,-0.002,,4.8,0.01
"Headrick, Brent",FF,fastball,60,0.15,0.2,0.2,-0.002,,2.8,0
"Schultz, Paxton",FF,fastball,33,0.13,0.16,0.16,-0.002,,2.5,0
"Dodd, Dylan",SI,fastball,56,0.15,0.19,0.19,-0.002,,2.6,0
"Lowder, Rhett",SI,fastball,33,0.07,0.17,0.17,-0.002,,9.3,0.01
"Henderson, Logan",FF,fastball,68,0.2,0.19,0.19,-0.002,,3,0
"Cameron, Noah",FF,fastball,50,0.13,0.19,0.19,-0.002,,5.3,0
"Yamamoto, Yoshinobu",FF,fastball,66,0.27,0.19,0.19,-0.002,,3.4,0
"Yamamoto, Yoshinobu",SI,fastball,26,0.07,0.18,0.18,-0.002,,2.9,0
"Eovaldi, Nathan",FF,fastball,30,0.23,0.18,0.18,-0.003,,2.9,0
"Gausman, Kevin",FF,fastball,157,0.1,0.17,0.17,-0.003,,3.3,0
"Peralta, Wandy",SI,fastball,31,0.13,0.18,0.17,-0.003,,3.3,0.01
"Guerrero, Tyron",SI,fastball,56,0.25,0.21,0.2,-0.003,,2.5,0.01
"Houser, Adrian",SI,fastball,33,0.03,0.17,0.17,-0.003,,5.3,0.01
"Wacha, Michael",FF,fastball,89,0.16,0.16,0.16,-0.003,,3.5,0
"Anderson, Drew",FF,fastball,58,0.15,0.2,0.19,-0.003,,4.2,0
"De Jesus, Enmanuel",FF,fastball,28,0.16,0.19,0.19,-0.003,,3.4,0.01
"Civale, Aaron",FF,fastball,29,0.07,0.18,0.18,-0.003,,3,0
"Burke, Brock",FF,fastball,48,0.21,0.21,0.21,-0.003,,3.4,0
"Flaherty, Jack",FF,fastball,128,0.17,0.19,0.19,-0.003,,3.6,0
"Latz, Jacob",FF,fastball,63,0.12,0.2,0.2,-0.003,,2.3,0
"Brubaker, JT",SI,fastball,26,0.04,0.14,0.14,-0.003,,3.1,0.01
"Hurt, Kyle",FF,fastball,37,0.35,0.19,0.19,-0.003,,3.4,0
"Weissert, Greg",FF,fastball,45,0.23,0.18,0.17,-0.003,,6.3,0.01
"O'Brien, Riley",SI,fastball,39,0.21,0.2,0.2,-0.003,,3.5,0.01
"Cecconi, Slade",SI,fastball,34,0.33,0.17,0.17,-0.003,,7.5,0
"Bello, Brayan",SI,fastball,45,0.15,0.17,0.17,-0.003,,5.1,0.02
"Eisert, Brandon",FF,fastball,26,0.43,0.2,0.2,-0.003,,4.2,0
"Sheehan, Emmet",FF,fastball,97,0.28,0.22,0.22,-0.003,,3.2,0
"Brown, Hunter",FF,fastball,26,0.41,0.19,0.19,-0.003,,3.8,0
"Patrick, Chad",FF,fastball,54,0.22,0.2,0.2,-0.003,,3.6,0.01
"Rojas, Kendry",FF,fastball,25,0.47,0.22,0.21,-0.003,,4.4,0
"Blubaugh, AJ",FF,fastball,82,0.22,0.18,0.17,-0.003,,3,0
"Kelly, Merrill",FF,fastball,44,0.05,0.19,0.19,-0.004,,2.9,0.01
"Cole, Gerrit",FF,fastball,80,0.24,0.19,0.18,-0.004,,3.6,0
"Iglesias, Raisel",FF,fastball,56,0.23,0.19,0.18,-0.004,,8.1,0
"Littell, Zack",SI,fastball,26,0.03,0.16,0.16,-0.004,,7.5,0.01
"Alcantara, Sandy",FF,fastball,71,0.18,0.18,0.18,-0.004,,2.5,0
"Alcantara, Sandy",SI,fastball,87,0.18,0.18,0.17,-0.004,,2.3,0.01
"Rasmussen, Drew",CH,offspeed,56,1.08,0.84,0.84,-0.004,0.16,38.9,0.03
"Muñoz, Andrés",FF,fastball,26,0.24,0.23,0.22,-0.004,,4.4,0
"Valdez, Framber",SI,fastball,52,0.11,0.17,0.17,-0.004,,5,0.01
"Soriano, George",FF,fastball,31,0.03,0.19,0.19,-0.004,,4,0.01
"Nelson, Ryne",SL,breaking,44,1,1,1,-0.004,0.27,66.1,0.05
"Anderson, Grant",FF,fastball,38,0.26,0.22,0.21,-0.004,,4,0.03
"Leiter, Jack",FF,fastball,80,0.2,0.23,0.22,-0.004,,3.1,0
"Kerkering, Orion",FF,fastball,31,0.28,0.19,0.19,-0.004,,2.6,0
"Yesavage, Trey",FF,fastball,88,0.31,0.17,0.17,-0.004,,2.8,0
"Fuentes, Didier",FF,fastball,87,0.25,0.2,0.2,-0.004,,3.9,0
"Sasaki, Roki",FF,fastball,86,0.18,0.2,0.2,-0.004,,3.1,0
"Yates, Kirby",FF,fastball,52,0.19,0.18,0.18,-0.005,,4.2,0
"Kimbrel, Craig",FF,fastball,42,0.21,0.2,0.19,-0.005,,3,0.01
"Boyd, Matthew",FF,fastball,66,0.19,0.2,0.19,-0.005,,3.3,0.01
"Martinez, Nick",SI,fastball,71,0.06,0.15,0.15,-0.005,,2.9,0.01
"Hader, Josh",SI,fastball,41,0.38,0.2,0.2,-0.005,,2.6,0
"Kay, Anthony",SI,fastball,27,0.57,0.25,0.24,-0.005,,4.8,0.01
"Yarbrough, Ryan",CH,offspeed,33,1.08,0.6,0.6,-0.005,0.35,31.4,0
"Rasmussen, Drew",SI,fastball,44,0.12,0.2,0.2,-0.005,,11.5,0.01
"Scott, Tanner",FF,fastball,57,0.33,0.24,0.24,-0.005,,2.5,0
"Suarez, José",FF,fastball,48,0.15,0.19,0.19,-0.005,,3.5,0
"Hudson, Bryan",FF,fastball,95,0.21,0.21,0.21,-0.005,,5.1,0
"Cleavinger, Garrett",FF,fastball,26,0.16,0.22,0.22,-0.005,,2.9,0
"May, Dustin",FF,fastball,59,0.18,0.21,0.21,-0.005,,3.4,0
"Kirby, George",SI,fastball,34,0.12,0.19,0.18,-0.005,,2,0.01
"Smith, Cade",FF,fastball,86,0.33,0.22,0.21,-0.005,,2.8,0
"Gray, Peyton",FF,fastball,45,0.15,0.19,0.19,-0.005,,2.8,0
"Aldegheri, Sam",CH,offspeed,31,0.86,0.78,0.77,-0.005,0.42,54.1,0.01
"Woo, Bryan",FF,fastball,125,0.24,0.19,0.19,-0.005,,3.6,0
"Svanson, Matt",SI,fastball,39,0.12,0.2,0.19,-0.005,,2.9,0.01
"Dollander, Chase",FF,fastball,53,0.34,0.21,0.21,-0.005,,3.1,0.01
"Rodón, Carlos",FF,fastball,31,0.16,0.19,0.18,-0.006,,3.2,0.01
"Soriano, José",FF,fastball,76,0.13,0.19,0.19,-0.006,,4.8,0
"Gilbert, Logan",FF,fastball,80,0.13,0.21,0.2,-0.006,,3.9,0
"Nardi, Andrew",FF,fastball,29,0.39,0.21,0.2,-0.006,,3.4,0
"Rodriguez, Grayson",FF,fastball,61,0.09,0.21,0.2,-0.006,,4.3,0
"Bowlan, Jonathan",FF,fastball,45,0.39,0.21,0.21,-0.006,,2.8,0
"Arrighetti, Spencer",FF,fastball,53,0.21,0.21,0.2,-0.006,,3.4,0.01
"Sheehan, Emmet",CH,offspeed,66,0.53,1.01,1.01,-0.006,0.33,55.2,0.02
"Davis, Tyler",FF,fastball,36,0.28,0.21,0.21,-0.006,,2.6,0
"Mikolas, Miles",FF,fastball,77,0.07,0.16,0.15,-0.007,,3.6,0
"Weaver, Luke",FF,fastball,43,0.1,0.22,0.22,-0.007,,2.7,0
"Bassitt, Chris",SI,fastball,27,0.06,0.18,0.17,-0.007,,5.7,0.01
"Speier, Gabe",FF,fastball,41,0.26,0.2,0.19,-0.007,,3.7,0
"Williams, Gavin",FF,fastball,89,0.42,0.2,0.19,-0.007,,3.2,0.01
"Kuhnel, Joel",SI,fastball,25,0.14,0.18,0.17,-0.007,,2.8,0
"Bibee, Tanner",SI,fastball,38,0.08,0.17,0.16,-0.007,,13.5,0.01
"Bradish, Kyle",SI,fastball,72,0.1,0.18,0.17,-0.007,,8.6,0.02
"Aleman, Franco",FF,fastball,28,0.25,0.25,0.25,-0.007,,2.9,0
"Prielipp, Connor",FF,fastball,43,0.05,0.2,0.19,-0.007,,2.8,0
"McLean, Nolan",FF,fastball,42,0.45,0.2,0.2,-0.007,,4.6,0
"Patrick, Chad",SI,fastball,32,0.09,0.2,0.19,-0.007,,5.4,0.01
"Skenes, Paul",SL,breaking,30,1.2,1.27,1.26,-0.007,0.35,125.4,0.05
"Wheeler, Zack",FF,fastball,77,0.23,0.23,0.22,-0.008,,3.1,0
"Mikolas, Miles",SI,fastball,33,0,0.15,0.14,-0.008,,5.9,0.01
"Nola, Aaron",FF,fastball,49,0.06,0.2,0.19,-0.008,,2.5,0
"Manaea, Sean",SI,fastball,26,0.18,0.19,0.18,-0.008,,4.6,0.01
"Soto, Gregory",FF,fastball,28,0.3,0.22,0.21,-0.008,,3.6,0.01
"Petersen, Michael",FF,fastball,92,0.21,0.19,0.19,-0.008,,2.7,0
"Lambert, Peter",CH,offspeed,75,1.05,0.61,0.6,-0.008,0.24,19.9,0.01
"Santillan, Tony",FF,fastball,37,0.23,0.19,0.18,-0.008,,4.1,0
"Wells, Tyler",SL,breaking,27,1.47,0.68,0.67,-0.008,0.28,45.9,0.04
"Silseth, Chase",FF,fastball,46,0.15,0.19,0.19,-0.008,,4.5,0
"Gaddis, Hunter",SL,breaking,41,0.92,0.67,0.67,-0.008,0.24,57.8,0.04
"Pomeranz, Drew",KC,breaking,32,0.57,1.88,1.87,-0.009,0.37,170.8,0.02
"Nola, Aaron",SI,fastball,40,0.05,0.19,0.18,-0.009,,2.5,0.01
"King, Michael",SI,fastball,41,0.37,0.3,0.29,-0.009,,14.3,0.01
"Megill, Trevor",KC,breaking,44,2.33,2.74,2.73,-0.009,0.28,152.8,0.05
"Holderman, Colin",SI,fastball,25,0.13,0.2,0.19,-0.009,,3.3,0.01
"Bennett, Jake",FF,fastball,41,0.25,0.2,0.19,-0.009,,3.9,0.01
"Pfaadt, Brandon",ST,breaking,29,0.93,1.17,1.16,-0.009,0.41,141.1,0.01
"Skenes, Paul",FF,fastball,142,0.32,0.2,0.19,-0.009,,2.5,0
"Tolle, Payton",FF,fastball,146,0.29,0.23,0.22,-0.009,,3.6,0
"Imai, Tatsuya",FF,fastball,43,0.29,0.19,0.18,-0.009,,3.4,0
"Corbin, Patrick",SL,breaking,60,2.03,1,0.99,-0.01,0.52,151.9,0.04
"Matz, Steven",SI,fastball,46,0.02,0.2,0.19,-0.01,,2.3,0
"Stanek, Ryne",FF,fastball,49,0.16,0.21,0.2,-0.01,,4,0
"Peralta, Wandy",FF,fastball,25,0.04,0.19,0.18,-0.01,,2.7,0.01
"Suarez, Ranger",SI,fastball,27,0.05,0.19,0.19,-0.01,,8.2,0.01
"Baker, Bryan",FF,fastball,57,0.16,0.2,0.19,-0.01,,6.9,0.04
"Civale, Aaron",SI,fastball,31,0.13,0.15,0.14,-0.01,,6.7,0.01
"Morán, Jovani",CH,offspeed,39,2.31,1.03,1.02,-0.01,0.42,29.1,0.01
"Irvin, Jake",FF,fastball,47,0.29,0.21,0.2,-0.01,,3.1,0.01
"Ragans, Cole",FF,fastball,41,0.41,0.24,0.23,-0.01,,2.7,0
"Legumina, Casey",FF,fastball,66,0.16,0.22,0.21,-0.01,,5.9,0
"Skubal, Tarik",SI,fastball,37,0.32,0.21,0.2,-0.01,,4.8,0.01
"Liberatore, Matthew",CU,breaking,55,0.87,1.51,1.5,-0.01,0.63,175.6,0.01
"Ramírez, Yohan",FF,fastball,32,0.56,0.21,0.2,-0.01,,3.1,0
"Elder, Bryce",SI,fastball,34,0.2,0.17,0.16,-0.01,,9.1,0.01
"Jump, Gage",FF,fastball,85,0.17,0.23,0.22,-0.01,,2.4,0
"Henderson, Logan",CH,offspeed,49,1.22,1.01,1,-0.01,0.39,38.7,0.01
"Kikuchi, Yusei",FF,fastball,42,0.37,0.21,0.2,-0.011,,5.3,0.01
"Sewald, Paul",FF,fastball,68,0.13,0.25,0.24,-0.011,,2.8,0.01
"Kay, Anthony",FF,fastball,72,0.08,0.2,0.19,-0.011,,3.4,0.01
"Williams, Devin",FF,fastball,54,0.19,0.21,0.2,-0.011,,5.1,0
"Ryan, Joe",FF,fastball,111,0.21,0.2,0.19,-0.011,,3.3,0
"Crochet, Garrett",FF,fastball,30,0.16,0.22,0.21,-0.011,,4.9,0.01
"Ureña, Walbert",FF,fastball,65,0.31,0.19,0.18,-0.011,,3.8,0.01
"Adams, Travis",CH,offspeed,27,1.37,0.83,0.81,-0.011,0.29,21.6,0.01
"Warren, Will",SI,fastball,40,0.12,0.25,0.24,-0.011,,7.8,0.01
"Early, Connelly",FF,fastball,86,0.16,0.21,0.2,-0.011,,4.1,0
"Webb, Logan",FF,fastball,50,0.08,0.2,0.19,-0.012,,3.7,0.01
"Rogers, Trevor",SI,fastball,26,0.03,0.21,0.2,-0.012,,2.7,0.01
"McLean, Nolan",SI,fastball,61,0.22,0.22,0.21,-0.012,,4.6,0.01
"Wacha, Michael",SI,fastball,36,0.11,0.17,0.15,-0.013,,6.1,0.01
"Newcomb, Sean",FF,fastball,56,0.51,0.18,0.17,-0.013,,4.2,0
"Akin, Keegan",FF,fastball,33,0.05,0.18,0.17,-0.013,,2.9,0.01
"Harrison, Kyle",FF,fastball,155,0.23,0.21,0.2,-0.013,,3.4,0
"Sánchez, Cristopher",SI,fastball,75,0.13,0.21,0.19,-0.014,,2.6,0
"Rodriguez, Grayson",CH,offspeed,27,0.71,1.17,1.16,-0.014,0.37,31.7,0.02
"Weathers, Ryan",FF,fastball,55,0.14,0.21,0.19,-0.015,,3.1,0
"Kochanowicz, Jack",SI,fastball,35,0.18,0.22,0.2,-0.015,,6.7,0.01
"Varland, Louis",KC,breaking,46,1.28,2.26,2.24,-0.015,0.42,168.4,0.03
"Bubic, Kris",CH,offspeed,29,0.5,0.83,0.81,-0.016,0.21,40.5,0.01
"Luzardo, Jesús",FF,fastball,91,0.14,0.2,0.18,-0.016,,3.2,0
"Schlittler, Cam",SI,fastball,62,0.3,0.2,0.19,-0.016,,4.3,0.01
"Miles, Spencer",SI,fastball,35,0.05,0.2,0.18,-0.016,,4.8,0
"Schultz, Noah",FF,fastball,52,0.35,0.23,0.21,-0.016,,3.8,0.01
"Webb, Logan",SI,fastball,34,0.08,0.23,0.21,-0.017,,5.5,0.02
"Gilbert, Logan",CU,breaking,35,1.94,1.88,1.86,-0.018,0.68,167.1,0.02
"Imanaga, Shota",FF,fastball,111,0.14,0.23,0.21,-0.018,,3,0
"Blubaugh, AJ",CH,offspeed,42,1.27,1.02,1,-0.018,0.31,33.9,0.02
"Freeland, Kyle",KC,breaking,73,1.23,1.98,1.96,-0.019,0.29,170.6,0.03
"McDonald, Trevor",SI,fastball,56,0.04,0.2,0.18,-0.019,,3.9,0.01
"Mahle, Tyler",FS,offspeed,85,0.88,0.76,0.74,-0.02,0.25,15.5,0.01
"Pallante, Andre",KC,breaking,52,2.6,1.7,1.68,-0.02,0.72,169.9,0.01
"Rogers, Trevor",FF,fastball,124,0.12,0.23,0.2,-0.021,,3.2,0
"Drohan, Shane",FF,fastball,63,0.2,0.23,0.21,-0.021,,4.1,0
