player_name,pitch_type,n,whiff,res_shape,res_loc,spin_sim,as_gap,axis
"Flexen, Chris",CH,275,0.367,-0.00250465674120359,0.0215987769674092,0.465727323544058,0.0699854545454545,23.3510997698319
"Williams, Devin",CH,697,0.383,0.00619707754619741,0.0215410676820115,0.164930851786047,-0.0674375896700143,53.5079104296801
"Latz, Jacob",CH,350,0.389,0.0257695340921204,0.0214719298301797,0.723525219895965,-0.00229673590504452,25.0579783617571
"Berríos, José",CH,603,0.295,0.0147080530670716,0.0210630761299373,0.488004497610647,0.0526650082918739,29.7683459027895
"Yamamoto, Yoshinobu",FS,808,0.364,0.0399502855893901,0.0208878844260249,0.131886797898318,-0.139358910891089,22.5275412550302
"Birdsong, Hayden",CH,187,0.332,0.0149061461204277,0.0208059308244445,0.257315320444982,-0.0579304812834226,45.9613841115253
"Lynch IV, Daniel",CH,251,0.259,-0.0527127978852621,0.0206161571627092,0.74482818556431,-0.00398406374501993,23.9525769730132
"Skubal, Tarik",CH,1330,0.467,0.0286417928230103,0.020391517200834,0.154262073898039,-0.142189473684211,19.8290105389732
"Moll, Sam",CH,89,0.315,0.0611626564715325,0.0197280121900907,0.0929669217119424,0.142325842696629,28.7131009010701
"Englert, Mason",CH,268,0.328,0.0543690409992823,0.0196282104286228,0.000206982879359492,-0.293694029850746,27.6874278780182
"Suárez, Andrew",CH,42,0.333,0.0192695624703901,0.0196227245072749,0.819444928235419,0.0189999999999999,17.9451474921186
"Springs, Jeffrey",CH,732,0.393,0.0356816505525649,0.0192419339809475,0.741519763288309,-0.0399822404371585,15.704960062794
"Luzardo, Jesús",CH,760,0.353,0.0225755775173767,0.018832632280041,0.805649699228875,0.00798684210526324,12.5284929233329
"Orze, Eric",FS,331,0.284,-0.0370199815622331,0.0187849107347117,0.00218125941599812,-0.239969788519637,27.478977919168
"McFarland, T.J.",CH,69,0.246,0.0137176829327381,0.0182299191958323,0.778929120692361,0.044536231884058,9.0766869016978
"McClanahan, Shane",CH,271,0.413,0.0289769957236162,0.0181553794776968,0.608572922553783,0.0112656826568266,31.3101006745844
"Erceg, Lucas",CH,277,0.3,-0.00208857329297746,0.01787964175244,0.821621060159242,-0.0289097472924188,14.5685278780069
"Javier, Cristian",CH,213,0.305,0.0176374461921028,0.0172467721204926,0.0989972163766954,-0.136178403755869,48.8358735356944
"Lange, Alex",CH,113,0.31,0.0153191715380111,0.0170534350462087,0.698233753809593,0.0284601769911504,22.6035881832583
"Kelly, Kevin",CH,93,0.269,0.0171196597780525,0.0169790642398351,0.57534404842056,-0.0640000000000001,16.6070512688887
"Ogasawara, Shinnosuke",CH,77,0.273,-0.0484948176859696,0.0167168827541443,0.692469296746606,0.0449999999999999,18.0037721830494
"Gillispie, Connor",CH,49,0.245,-0.00361776460858503,0.0166462448252036,0.348869151819512,-0.0909795918367347,21.9602732205001
"Garrett, Reed",FS,240,0.467,0.148055966599531,0.0166326949523562,0.387172904070607,-0.0949083333333333,11.4470038404444
"Hurter, Brant",CH,107,0.252,-0.00831462605643536,0.0163761332302705,0.0589128108628783,0.173915887850467,14.2983836294625
"Smith, Shane",CH,211,0.303,-0.0294634372526677,0.0160896409406896,0.597591254060858,0.0427393364928909,23.5462443844735
"Reid-Foley, Sean",CH,53,0.34,0.0134571342392157,0.0159935210904702,0.0978221850393932,-0.166433962264151,15.7409384080833
"Soriano, José",FS,398,0.362,0.0238623914223479,0.0154759951221247,0.828770978262548,-0.0221356783919598,12.0816238086243
"Pagán, Emilio",FS,208,0.409,0.0344749454740206,0.0151033525478773,0.29400635140052,-0.0928749999999999,32.0115521924659
"Cano, Yennier",FS,108,0.333,0.0793835424609252,0.0150403387649668,0.640666470828871,0.0608425925925926,11.318275364766
"Scott, Tayler",FS,207,0.309,0.0253866714433697,0.0147415466722766,0.0426126099051098,-0.172425120772947,23.2149298701167
"Abbott, Andrew",CH,706,0.288,0.00325545559302583,0.0147384526509834,0.849013467628685,-0.00746458923512735,13.6446209556733
"Herget, Jimmy",CH,56,0.214,0.0152382629416592,0.0142361957424352,0.611376221055587,-0.075,6.79254923476708
"Garcia, Robert",CH,377,0.329,0.010575310729121,0.014222948379723,0.843411218912438,0.00640583554376654,14.6348541184592
"Darvish, Yu",FS,113,0.248,-0.0331113438017219,0.0141578285734067,6.12564357712033e-05,-0.336495575221239,23.5176878203964
"Hoffman, Jeff",FS,358,0.316,-0.0192742752459815,0.0141401759321108,0.659112036052433,-0.0411117318435754,21.3177668714441
"Bello, Brayan",CH,857,0.319,0.024374134945121,0.0141224585186694,0.139818800571183,0.142697782963827,20.9025755283791
"Rodón, Carlos",CH,553,0.398,0.0295551606816125,0.0136708072485284,0.0325214145625908,-0.187746835443038,10.7913642268387
