player_name,pitch_type,grp,n,act_miss,base,aug,gain,path_ratio,axis_diff
"Pérez, Eury",CH,offspeed,40,1.51,1.38,1.35,-0.029,0.22,16.7
"Freeland, Kyle",FC,fastball,139,0.22,0.33,0.3,-0.03,,13.2
"Luzardo, Jesús",SI,fastball,151,0.14,0.24,0.21,-0.03,,3.4
"Aldegheri, Sam",CH,offspeed,61,2.31,1.87,1.84,-0.03,0.42,53.6
"Taillon, Jameson",CH,offspeed,69,1.03,1.11,1.08,-0.033,0.32,24
"Lugo, Seth",ST,breaking,74,0.42,0.94,0.91,-0.033,0.82,154.8
"Bradish, Kyle",SI,fastball,155,0.08,0.19,0.16,-0.033,,12.3
"Pfaadt, Brandon",CU,breaking,41,1.19,1.36,1.32,-0.033,0.41,170.1
"Freeland, Kyle",KC,breaking,93,1.25,2.67,2.64,-0.034,0.29,170.5
"Lauer, Eric",CU,breaking,40,1.04,0.56,0.53,-0.034,0.69,173.7
"Alvarez, Andrew",SI,fastball,47,0.19,0.23,0.2,-0.034,,15
"deGrom, Jacob",SL,breaking,179,1.75,1.37,1.33,-0.035,0.23,63.2
"Wacha, Michael",FC,fastball,111,0.1,0.32,0.29,-0.035,,9.7
"Hurt, Kyle",CH,offspeed,70,0.87,1.5,1.46,-0.035,0.3,42.3
"Newcomb, Sean",SI,fastball,74,0.14,0.27,0.23,-0.036,,4.7
"Winn, Keaton",FS,offspeed,70,1.46,1.16,1.13,-0.036,0.22,19
"Samaniego, Tyler",SI,fastball,40,0.44,0.28,0.24,-0.036,,11.8
"Suarez, Ranger",FC,fastball,136,0.12,0.25,0.21,-0.037,,15.8
"Alcantara, Sandy",CH,offspeed,164,0.76,1.02,0.99,-0.038,0.2,10.3
"Kay, Anthony",SI,fastball,126,0.26,0.27,0.23,-0.039,,6.5
"Weathers, Ryan",SI,fastball,124,0.13,0.24,0.2,-0.039,,5.5
"Bachar, Lake",ST,breaking,52,2.95,2.51,2.47,-0.04,0.36,168.2
"Seymour, Ian",SI,fastball,47,0.09,0.23,0.19,-0.04,,4
"Walker, Taijuan",FS,offspeed,41,0.61,0.53,0.49,-0.041,0.19,9.9
"Bassitt, Chris",FC,fastball,61,0.18,0.32,0.28,-0.041,,11.9
"Soriano, José",SI,fastball,187,0.33,0.3,0.26,-0.041,,6.5
"Paredes, Mike",CH,offspeed,46,0.7,0.72,0.68,-0.041,0.19,30.6
"Lugo, Seth",SL,breaking,55,0.91,0.99,0.95,-0.042,0.33,102.2
"Ryan, Joe",FS,offspeed,73,0.76,0.75,0.71,-0.042,0.18,16
"Kelly, Kevin",SI,fastball,130,0.12,0.2,0.15,-0.043,,3.2
"Cameron, Noah",FC,fastball,161,0.29,0.28,0.24,-0.043,,18.2
"McClanahan, Shane",CH,offspeed,112,1.97,1.95,1.9,-0.044,0.29,32.6
"Blackburn, Paul",FC,fastball,68,0.26,0.33,0.28,-0.045,,27.1
"Mahle, Tyler",FS,offspeed,112,0.96,1,0.96,-0.045,0.25,15.5
"Perkins, Jack",FC,fastball,50,0.36,0.41,0.36,-0.045,,16.1
"Roycroft, Chris",SI,fastball,56,0.03,0.22,0.18,-0.045,,14.6
"Quantrill, Cal",FS,offspeed,59,0.74,1.27,1.23,-0.046,0.27,22
"McCullers Jr., Lance",FC,fastball,68,0.27,0.33,0.28,-0.046,,31.8
"King, Michael",SI,fastball,148,0.15,0.25,0.21,-0.046,,10.3
"Pérez, Martín",SI,fastball,115,0.14,0.22,0.18,-0.048,,4.5
"Lauer, Eric",CH,offspeed,68,0.15,0.92,0.87,-0.048,0.23,17.2
"Corbin, Patrick",FC,fastball,87,0.47,0.45,0.4,-0.049,,18.9
"Lopez, Jacob",FC,fastball,90,0.31,0.33,0.29,-0.049,,24.7
"Martinez, Nick",FC,fastball,167,0.26,0.3,0.25,-0.05,,7.5
"Fedde, Erick",FC,fastball,98,0.17,0.32,0.27,-0.051,,19
"Bird, Jake",SI,fastball,62,0.34,0.25,0.2,-0.051,,19.2
"Rodón, Carlos",SI,fastball,48,0.31,0.35,0.3,-0.052,,8.7
"Slaten, Justin",FC,fastball,68,0.11,0.48,0.43,-0.052,,17.5
"Rea, Colin",SL,breaking,49,1.5,1.11,1.06,-0.053,0.26,114.3
"Lodolo, Nick",CU,breaking,51,2.63,2.78,2.73,-0.053,0.51,173.1
"Schlittler, Cam",FC,fastball,201,0.21,0.42,0.36,-0.054,,33.6
"Peterson, David",SL,breaking,96,0.91,0.87,0.82,-0.055,0.28,73.7
"Roberts, Ethan",FC,fastball,51,0.2,0.39,0.33,-0.056,,9.3
"Hader, Josh",SL,breaking,40,3.8,4.41,4.35,-0.057,0.3,99.9
"Keller, Mitch",FC,fastball,57,0.16,0.39,0.33,-0.057,,23.3
"Leiter, Jack",FC,fastball,49,0.07,0.43,0.37,-0.057,,16
"Morgan, David",SI,fastball,41,0.12,0.27,0.22,-0.057,,18.8
"Silseth, Chase",FS,offspeed,50,1.81,1.43,1.37,-0.06,0.23,35.9
"Webb, Jacob",CH,offspeed,101,1.96,1.34,1.28,-0.061,0.3,21.8
"Abbott, Andrew",CU,breaking,77,1.75,1.51,1.44,-0.061,0.65,163
"Rea, Colin",CH,offspeed,95,0.93,0.9,0.83,-0.062,0.2,32.8
"Elder, Bryce",FC,fastball,123,0.32,0.31,0.25,-0.062,,10.9
"McGreevy, Michael",CH,offspeed,106,0.95,0.63,0.57,-0.062,0.18,13.1
"Thompson, Ryan",SI,fastball,135,0.24,0.19,0.13,-0.064,,4
"Bennett, Jake",CH,offspeed,78,1.98,1.51,1.45,-0.064,0.31,15.4
"Buehler, Walker",CH,offspeed,50,0.6,0.84,0.77,-0.066,0.17,33.5
"Parker, Mitchell",SL,breaking,106,1.56,2.44,2.37,-0.067,0.66,151.9
"Irvin, Jake",FC,fastball,45,0.21,0.44,0.37,-0.069,,30.9
"Woodford, Jake",FC,fastball,61,0.35,0.38,0.31,-0.069,,28.1
"Rodriguez, Eduardo",FC,fastball,100,0.25,0.3,0.23,-0.07,,15.3
"Armstrong, Shawn",FC,fastball,57,0.24,0.35,0.28,-0.071,,43.4
"Fedde, Erick",ST,breaking,169,1.04,1.46,1.39,-0.071,0.48,141.4
"Johnson, Ryan",FC,fastball,57,0.67,0.39,0.32,-0.071,,23.1
"May, Dustin",FC,fastball,156,0.36,0.44,0.36,-0.073,,17.4
"Thielbar, Caleb",SL,breaking,41,1.7,0.99,0.92,-0.074,0.22,34.3
"Sugano, Tomoyuki",FC,fastball,69,0.5,0.36,0.29,-0.074,,22.2
"Buehler, Walker",FC,fastball,147,0.25,0.38,0.3,-0.075,,33
"Soto, Gregory",SL,breaking,52,3.18,2.47,2.4,-0.075,0.58,139.2
"Bradley, Taj",FS,offspeed,116,1.15,1.07,0.99,-0.075,0.19,14.7
"Sproat, Brandon",FC,fastball,133,0.49,0.34,0.27,-0.075,,31.7
"Civale, Aaron",FC,fastball,156,0.46,0.46,0.38,-0.077,,31
"Lambert, Peter",SL,breaking,67,1.03,1.51,1.44,-0.078,0.28,109.1
"Ashcraft, Braxton",CU,breaking,98,2.48,1.83,1.75,-0.078,0.54,176
"Schultz, Paxton",FC,fastball,101,0.26,0.41,0.34,-0.078,,22.1
"Rodriguez, Eduardo",CH,offspeed,173,0.65,1,0.92,-0.079,0.21,21.8
"Bernardino, Brennan",FC,fastball,41,0.68,0.41,0.33,-0.079,,30.4
"Waldron, Matt",FC,fastball,45,0.11,0.35,0.27,-0.079,,29.6
"Lorenzen, Michael",FC,fastball,102,0.36,0.46,0.38,-0.08,,15.2
"King, Bryan",ST,breaking,59,0.68,1.4,1.32,-0.081,0.45,143.3
"Faucher, Calvin",FC,fastball,107,0.6,0.56,0.48,-0.082,,56.1
"Messick, Parker",SI,fastball,122,0.1,0.28,0.2,-0.082,,6.9
"Ginn, J.T.",FC,fastball,108,0.35,0.35,0.27,-0.084,,10.1
"Fluharty, Mason",FC,fastball,100,0.16,0.37,0.28,-0.084,,7.5
"Ritchie, JR",CH,offspeed,52,0.71,0.99,0.91,-0.084,0.17,19
"Lauer, Eric",FC,fastball,103,0.12,0.35,0.26,-0.085,,25.6
"Hoffman, Jeff",FS,offspeed,66,0.95,1.24,1.16,-0.085,0.19,21.7
"Gasser, Robert",FC,fastball,62,0.53,0.45,0.37,-0.085,,31.8
"Assad, Javier",FC,fastball,48,0.29,0.43,0.34,-0.086,,44
"Williamson, Brandon",FC,fastball,42,0.12,0.45,0.36,-0.086,,28.1
"Matthews, Zebby",FC,fastball,51,0.22,0.51,0.43,-0.086,,13.6
"Barlow, Scott",ST,breaking,51,2.11,1.39,1.31,-0.087,0.44,131.7
"Mahle, Tyler",FC,fastball,87,0.32,0.51,0.42,-0.087,,24.3
"Ginn, J.T.",CH,offspeed,120,1.58,0.8,0.71,-0.087,0.16,12.5
"Rocker, Kumar",FC,fastball,95,0.46,0.44,0.35,-0.088,,14.5
"Yarbrough, Ryan",CH,offspeed,55,2.71,1.31,1.22,-0.089,0.35,30.7
"Williams, Gavin",FC,fastball,60,0.22,0.57,0.48,-0.089,,10.4
"Imanaga, Shota",SI,fastball,55,0.21,0.3,0.21,-0.089,,7
"Sulser, Cole",CH,offspeed,83,1.36,1.26,1.17,-0.09,0.24,22
"Kolek, Stephen",FC,fastball,44,0.25,0.39,0.3,-0.09,,17.4
"Leahy, Kyle",CH,offspeed,63,1.26,0.93,0.83,-0.093,0.2,23.4
"Yoho, Craig",CH,offspeed,42,1.5,2.46,2.37,-0.093,0.68,52.7
"Sterner, Justin",FC,fastball,80,1.05,0.77,0.67,-0.094,,41.3
"Sánchez, Cristopher",CH,offspeed,261,1.95,1.35,1.25,-0.095,0.33,14.4
"Harris, Hogan",CU,breaking,48,1.62,1.48,1.38,-0.095,1.29,172.5
"Lopez, Jacob",SL,breaking,102,1.63,1.73,1.63,-0.095,0.64,150
"Imanaga, Shota",ST,breaking,65,2.83,1.62,1.53,-0.095,0.48,154.5
"Wheeler, Zack",FC,fastball,71,0.16,0.54,0.44,-0.097,,22.7
"Fried, Max",FC,fastball,88,0.3,0.41,0.31,-0.097,,12.4
"Lord, Brad",SL,breaking,49,1.43,1.31,1.21,-0.097,0.42,156.7
"deGrom, Jacob",CH,offspeed,70,1.67,1.42,1.32,-0.098,0.23,15.7
"Fried, Max",SI,fastball,70,0.26,0.46,0.36,-0.098,,7.1
"Winn, Cole",FC,fastball,74,0.41,0.54,0.45,-0.098,,16.7
"Suarez, Robert",CH,offspeed,45,1.62,1.57,1.47,-0.099,0.19,27
"Melton, Troy",FC,fastball,73,0.62,0.51,0.41,-0.099,,34.9
"Vásquez, Randy",FC,fastball,150,0.39,0.58,0.48,-0.1,,29.6
"Gómez, Yoendrys",FC,fastball,45,0.22,0.55,0.45,-0.101,,25.7
"Quantrill, Cal",FC,fastball,74,0.22,0.65,0.54,-0.102,,28.9
"Yates, Kirby",FS,offspeed,52,0.97,0.73,0.63,-0.103,0.21,28.5
"Cruz, Steven",FC,fastball,68,0.34,0.49,0.39,-0.104,,27.2
"Burke, Sean",FC,fastball,51,0.68,0.58,0.48,-0.104,,13.2
"Okert, Steven",SL,breaking,168,1.33,1.71,1.61,-0.106,0.48,124.8
"Englert, Mason",CH,offspeed,41,0.98,1.02,0.92,-0.106,0.21,23.7
"Eovaldi, Nathan",FC,fastball,118,0.22,0.44,0.33,-0.108,,29.6
"Suárez, Albert",CH,offspeed,48,0.76,1.32,1.22,-0.108,0.3,24.3
"Nola, Aaron",FC,fastball,58,0.43,0.72,0.61,-0.108,,23.8
"Webb, Logan",CH,offspeed,113,0.9,0.7,0.59,-0.108,0.18,35.2
"Ginn, J.T.",SL,breaking,68,1.99,2.04,1.93,-0.108,0.26,168.9
"Manaea, Sean",FC,fastball,45,0.58,0.54,0.43,-0.109,,48.1
"Wheeler, Zack",FS,offspeed,78,2.32,1.1,0.99,-0.11,0.19,14
"Wilson, Bryse",FC,fastball,44,0.14,0.49,0.38,-0.11,,30.2
"Holmes, Grant",SL,breaking,174,2.84,2.4,2.29,-0.111,0.3,163.2
"Thornton, Trent",FC,fastball,54,1.01,0.62,0.51,-0.112,,39.4
"Henderson, Logan",FC,fastball,58,0.12,0.62,0.51,-0.113,,22.4
"Roupp, Landen",FC,fastball,81,0.59,0.4,0.28,-0.114,,54.4
"McGreevy, Michael",FC,fastball,71,0.22,0.47,0.36,-0.114,,27.6
"Messick, Parker",FC,fastball,43,0.64,0.36,0.25,-0.114,,22.7
"Martin, Davis",FC,fastball,86,0.63,0.5,0.38,-0.115,,26.6
"Minter, A.J.",FC,fastball,65,0.47,0.51,0.39,-0.116,,45.9
"Cavalli, Cade",CH,offspeed,44,0.6,1.37,1.26,-0.116,0.33,25.8
"Pérez, Martín",FC,fastball,97,0.35,0.47,0.35,-0.119,,21.1
"Kay, Anthony",FC,fastball,111,0.4,0.49,0.38,-0.119,,23.9
"Kochanowicz, Jack",CH,offspeed,89,0.92,1,0.88,-0.119,0.2,9.6
"Severino, Luis",ST,breaking,50,0.71,1.55,1.43,-0.121,0.52,135.6
"Brown, Ben",KC,breaking,92,2.3,1.42,1.3,-0.121,0.32,145.8
"Cecconi, Slade",FC,fastball,140,0.4,0.55,0.43,-0.121,,24.8
"Yamamoto, Yoshinobu",FC,fastball,92,0.47,0.56,0.44,-0.121,,36.2
"Young, Brandon",FS,offspeed,94,0.92,1.67,1.55,-0.122,0.36,24.6
"Crow, Coleman",FC,fastball,41,0.45,0.68,0.56,-0.122,,36.3
"Eovaldi, Nathan",FS,offspeed,234,0.72,0.91,0.78,-0.123,0.21,11.2
"Griffin, Foster",ST,breaking,62,2.12,1.31,1.18,-0.124,0.6,154.9
"Gray, Sonny",ST,breaking,67,2.32,2.53,2.4,-0.127,0.27,154
"Lynch IV, Daniel",CH,offspeed,60,1.25,1.64,1.51,-0.127,0.32,24.3
"Holton, Tyler",FC,fastball,88,0.23,0.42,0.29,-0.127,,43.9
"McLean, Nolan",FC,fastball,84,0.74,0.58,0.46,-0.127,,35.6
"Crochet, Garrett",FC,fastball,56,0.28,0.75,0.62,-0.128,,41.5
"Shugart, Chase",FC,fastball,49,0.29,0.57,0.44,-0.13,,26.7
"Singer, Brady",ST,breaking,64,2.45,1.64,1.51,-0.13,0.4,131.2
"Sulser, Cole",FC,fastball,41,0.62,0.6,0.47,-0.131,,29.8
"Svanson, Matt",FC,fastball,56,0.31,0.59,0.45,-0.131,,28.8
"Soroka, Michael",FC,fastball,56,0.33,0.59,0.46,-0.133,,30
"Woods Richardson, Simeon",FS,offspeed,58,0.58,1.12,0.98,-0.134,0.24,23.1
"Detmers, Reid",CH,offspeed,70,1.44,2.12,1.98,-0.135,0.37,14.2
"Lynch IV, Daniel",SL,breaking,44,2.98,1.34,1.2,-0.136,0.32,93.7
"Cameron, Noah",CH,offspeed,127,1.72,2.34,2.2,-0.136,0.61,19.3
"Farris, Mitch",FC,fastball,44,0.4,0.39,0.26,-0.136,,15.8
"Varland, Louis",KC,breaking,71,2.14,3.11,2.97,-0.138,0.42,167.6
"Watson, Ryan",FC,fastball,105,0.24,0.5,0.36,-0.141,,17.4
"Sale, Chris",SL,breaking,133,3.5,2.95,2.8,-0.142,0.71,166.3
"Senzatela, Antonio",FC,fastball,74,0.4,0.6,0.46,-0.142,,24.4
"López, Reynaldo",SL,breaking,86,1.74,1.25,1.1,-0.144,0.35,92.4
"Soriano, George",CH,offspeed,58,1.53,1.1,0.95,-0.146,0.2,30.3
"Sterner, Justin",ST,breaking,53,3.96,1.59,1.45,-0.147,0.36,146.9
"Moll, Sam",SI,fastball,102,0.15,0.3,0.15,-0.149,,6.4
"Springs, Jeffrey",CH,offspeed,134,2,2.51,2.37,-0.149,0.49,20.2
"Nunez, Anthony",CH,offspeed,40,1.56,1.66,1.51,-0.15,0.25,65.2
"Senga, Kodai",FC,fastball,45,1.11,1.06,0.91,-0.152,,15.1
"Pérez, Martín",CH,offspeed,123,1.36,1.16,1.01,-0.153,0.32,11.5
"Fisher, Braydon",SL,breaking,126,1.32,1.25,1.1,-0.153,0.21,21.9
"Mlodzinski, Carmen",CU,breaking,40,0.53,2.07,1.91,-0.155,0.4,174.6
"Drohan, Shane",FC,fastball,69,0.27,0.58,0.42,-0.155,,15.7
"Ashby, Aaron",CH,offspeed,45,1.42,1.05,0.9,-0.156,0.2,18.8
"Booser, Cam",FC,fastball,51,0.6,0.99,0.83,-0.157,,58.2
"Webb, Logan",ST,breaking,70,0.9,1.37,1.21,-0.157,0.35,174.5
"Scott, Christian",FC,fastball,73,0.35,0.77,0.61,-0.158,,41.5
"Agnos, Zach",ST,breaking,41,3.49,1.17,1.01,-0.158,0.33,160.7
"Peralta, Freddy",CH,offspeed,135,1.06,1.19,1.03,-0.159,0.32,38.7
"McGreevy, Michael",CU,breaking,45,0.47,1.14,0.98,-0.163,0.47,174
"Paddack, Chris",FC,fastball,48,0.4,0.87,0.7,-0.166,,19.2
"Canning, Griffin",SL,breaking,75,1.16,2.23,2.06,-0.168,0.27,168
"Gilbert, Logan",FC,fastball,50,0.14,0.68,0.51,-0.168,,27.2
"Skenes, Paul",ST,breaking,74,1.05,1.89,1.73,-0.168,0.61,145.2
"Faucher, Calvin",ST,breaking,42,1.18,1.48,1.31,-0.169,0.27,169.4
"Burns, Chase",SL,breaking,196,3.13,2.06,1.89,-0.169,0.21,83.1
"Newcomb, Sean",SV,breaking,50,1.35,1.48,1.31,-0.17,0.51,175.9
"Eisert, Brandon",SL,breaking,63,1.31,0.83,0.66,-0.171,0.26,87.9
"Anderson, Drew",CU,breaking,50,1.75,1.13,0.96,-0.172,0.62,176.1
"Yamamoto, Yoshinobu",SL,breaking,44,2.17,1.96,1.78,-0.174,0.32,114.4
"Gray, Sonny",FC,fastball,146,0.65,0.52,0.34,-0.176,,51.3
"Sasaki, Roki",FS,offspeed,125,1.74,1.79,1.61,-0.176,0.26,25.8
"Misiorowski, Jacob",FC,fastball,104,0.7,0.77,0.59,-0.182,,27.4
"Scott, Tanner",SL,breaking,97,1.62,1.47,1.28,-0.183,0.23,86.1
"Festa, Matt",ST,breaking,87,0.84,1.37,1.18,-0.183,0.39,132.4
"Sánchez, Cristopher",SL,breaking,122,2.91,1.49,1.3,-0.184,0.44,170
"McDonald, Trevor",CH,offspeed,53,1.82,1.23,1.05,-0.184,0.3,4.8
"Kuhnel, Joel",FC,fastball,46,1.1,0.86,0.67,-0.185,,49.2
"Davis, Tyler",SL,breaking,41,1.53,1.65,1.47,-0.186,0.25,106.2
"Woodruff, Brandon",CH,offspeed,40,1.63,1.47,1.28,-0.188,0.26,22.7
"Blubaugh, AJ",ST,breaking,81,2.18,1.38,1.19,-0.189,0.47,147.2
"Taillon, Jameson",FC,fastball,75,0.84,0.86,0.67,-0.19,,42.1
"Gore, MacKenzie",FC,fastball,55,0.45,0.76,0.56,-0.192,,11.2
"Stanek, Ryne",SL,breaking,45,2.21,2.26,2.06,-0.193,0.33,116.6
"Marinaccio, Ron",FC,fastball,55,0.57,0.82,0.63,-0.195,,63.7
"Borucki, Ryan",SL,breaking,54,2.13,1.56,1.36,-0.198,0.27,54.8
"Griffin, Foster",CU,breaking,52,1.27,0.78,0.58,-0.199,0.55,177.3
"Rasmussen, Drew",CH,offspeed,47,0.83,1.31,1.11,-0.201,0.16,40.5
"Miller, Mason",SL,breaking,81,7,4.96,4.75,-0.203,0.39,164.9
"Lovelady, Richard",ST,breaking,56,0.84,2.32,2.12,-0.205,0.38,155.6
"Rasmussen, Drew",FC,fastball,194,0.52,0.97,0.77,-0.207,,38.6
"Gallen, Zac",KC,breaking,78,0.78,1.45,1.25,-0.207,0.47,164.5
"Suarez, José",CH,offspeed,73,2.1,1.33,1.12,-0.21,0.32,18.2
"Patrick, Chad",FC,fastball,199,0.63,0.72,0.5,-0.212,,69.5
"Márquez, Germán",KC,breaking,78,1.54,2.85,2.63,-0.215,0.46,124.2
"Woo, Bryan",ST,breaking,53,2,1.96,1.74,-0.218,0.45,161.2
"Cleavinger, Garrett",SL,breaking,80,0.7,1.66,1.44,-0.221,0.34,100.2
"Alvarado, José",FC,fastball,58,1.92,1.42,1.2,-0.223,,21.6
"Antone, Tejay",ST,breaking,76,2.07,2.18,1.96,-0.223,0.36,163.1
"Poulin, PJ",ST,breaking,56,1.78,1.32,1.09,-0.223,0.49,142.1
"Alcantara, Sandy",FC,fastball,106,0.58,1.32,1.1,-0.225,,30.5
"Detmers, Reid",SL,breaking,171,1.28,1.32,1.09,-0.228,0.27,148
"Marinaccio, Ron",CH,offspeed,67,1.79,1.72,1.5,-0.229,0.36,39.6
"Schultz, Noah",FC,fastball,73,0.26,0.82,0.59,-0.23,,38.7
"Elder, Bryce",CH,offspeed,48,1.14,0.98,0.75,-0.231,0.2,28.6
"Morejon, Adrian",CH,offspeed,63,1.57,2.15,1.92,-0.232,0.2,38
"Morris, Andrew",FC,fastball,47,0.2,0.87,0.63,-0.235,,43.6
"Holderman, Colin",ST,breaking,43,2.4,2.09,1.85,-0.236,0.41,149.6
"Meyer, Max",SL,breaking,147,1.44,2.2,1.96,-0.236,0.19,132.7
"Skenes, Paul",CH,offspeed,61,2,1.33,1.08,-0.241,0.2,25.4
"O'Brien, Riley",ST,breaking,44,4.39,3.83,3.58,-0.251,0.61,172.7
"Bibee, Tanner",FC,fastball,159,1.41,1.22,0.96,-0.257,,91.2
"Vodnik, Victor",SL,breaking,44,1.41,2.31,2.05,-0.262,0.26,129.1
"Hoffman, Jeff",SL,breaking,90,3.81,4.49,4.23,-0.263,0.34,148.2
"Baz, Shane",FC,fastball,138,0.54,1.12,0.86,-0.264,,26.6
"Lange, Alex",SL,breaking,74,2.17,2.85,2.59,-0.268,0.27,137.2
"Bradley, Taj",FC,fastball,146,1.6,1.22,0.95,-0.269,,41.7
"Way, Beck",FC,fastball,65,1.2,1.08,0.8,-0.273,,52.4
"Matsui, Yuki",FS,offspeed,45,3.16,1.59,1.32,-0.276,0.34,38.5
"Wacha, Michael",CH,offspeed,131,1.2,1.96,1.68,-0.279,0.57,39.5
"Latz, Jacob",SL,breaking,42,2.9,1.48,1.2,-0.279,0.35,80.8
"Cabrera, Edward",CU,breaking,47,0.69,2.39,2.11,-0.281,0.42,168.2
"Kerkering, Orion",ST,breaking,74,1.19,1.74,1.45,-0.281,0.49,169.4
"Gilbert, Logan",SL,breaking,145,1.68,1.97,1.69,-0.282,0.3,150.3
"Collyer, Gavin",FC,fastball,41,0.6,1.3,1.01,-0.285,,90.8
"Cantillo, Joey",FC,fastball,51,0.73,0.69,0.39,-0.294,,66.1
"Peralta, Freddy",CU,breaking,69,1.51,1.15,0.84,-0.308,0.48,141.5
"Suárez, Albert",FC,fastball,54,1.1,1.14,0.83,-0.314,,12.1
"Bachman, Sam",SL,breaking,110,2.8,3.02,2.7,-0.316,0.34,157.2
"McGreevy, Michael",ST,breaking,48,1.64,1.66,1.34,-0.317,0.4,170.5
"Ginkel, Kevin",SL,breaking,107,1.79,2.13,1.81,-0.322,0.3,164.2
"McClanahan, Shane",CU,breaking,45,0.62,1.72,1.4,-0.322,0.54,169.5
"Alcantara, Sandy",ST,breaking,55,1.22,2.02,1.69,-0.324,0.46,165.4
"Fuentes, Didier",SL,breaking,56,2.8,2.25,1.91,-0.333,0.44,96.8
"Tolle, Payton",FC,fastball,110,1.05,1.27,0.93,-0.344,,34
"Cantillo, Joey",SL,breaking,40,2.76,1.6,1.25,-0.349,0.42,158.3
"Bello, Brayan",FC,fastball,77,1.94,1.44,1.08,-0.364,,58.4
"Suarez, Ranger",CU,breaking,59,1.89,1.08,0.71,-0.375,0.62,175.1
"Perkins, Jack",ST,breaking,80,2.56,2.17,1.78,-0.385,0.38,164.5
"Suter, Brent",CH,offspeed,94,2.57,2.49,2.1,-0.39,0.63,21.2
"Erceg, Lucas",SL,breaking,53,2.16,3.23,2.82,-0.41,0.51,160.9
"Waldron, Matt",KN,other,40,0.72,1.09,0.67,-0.422,,130.8
"Baz, Shane",KC,breaking,163,1.58,3.22,2.8,-0.423,0.35,175.7
"Gray, Sonny",CU,breaking,70,1.73,1.16,0.73,-0.43,0.6,173.8
"Herget, Jimmy",ST,breaking,41,1.12,1.41,0.96,-0.443,0.57,172.7
"Fluharty, Mason",ST,breaking,91,1.18,2.53,2.08,-0.453,0.41,134.7
"Hancock, Emerson",FC,fastball,55,1.32,1.29,0.83,-0.462,,94.1
"Thompson, Ryan",SL,breaking,50,2.31,1.88,1.41,-0.47,0.68,165.9
"Davila, Nick",SL,breaking,60,0.55,1.87,1.39,-0.485,0.32,147.3
"Fisher, Braydon",CU,breaking,45,0.63,1.17,0.65,-0.515,0.49,175.5
"Schlittler, Cam",CU,breaking,40,1.71,2.53,2,-0.526,0.31,168.7
"Rogers, Trevor",FC,fastball,60,1.53,1.36,0.78,-0.583,,86.5
"Phillips, Connor",ST,breaking,71,3.37,2.18,1.59,-0.596,0.63,158.1
"Ray, Robbie",KC,breaking,58,2.85,2.11,1.49,-0.616,0.52,174.5
"Anderson, Grant",ST,breaking,67,2.72,1.96,1.31,-0.648,0.51,155
"Detmers, Reid",CU,breaking,43,2.03,1.7,1.04,-0.659,1.56,177
"Mayza, Tim",SL,breaking,58,0.89,1.93,1.26,-0.679,0.28,161.9
"Meyer, Max",ST,breaking,118,1.23,2.95,2.25,-0.697,0.26,158.7
"Hicks, Jordan",ST,breaking,40,5.89,3.8,3.06,-0.737,0.4,171.9
"Petersen, Michael",SL,breaking,52,1.73,2.27,1.5,-0.771,0.38,144.9
"Moll, Sam",ST,breaking,59,3.42,3.24,2.43,-0.813,0.57,158.5
"Whitlock, Garrett",SL,breaking,48,2.99,2.7,1.89,-0.816,0.29,132.1
"Megill, Trevor",KC,breaking,67,4.09,6.41,5.26,-1.152,0.28,163.9
